icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,dep_max_gap_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_reach_p10,dep_reach_p25,dep_reach_p50,dep_reach_p75,dep_reach_p90,dep_continuity_p10,dep_continuity_p25,dep_continuity_p50,dep_continuity_p75,dep_continuity_p90,dep_signal_p10,dep_signal_p25,dep_signal_p50,dep_signal_p75,dep_signal_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,arr_max_gap_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_reach_p10,arr_reach_p25,arr_reach_p50,arr_reach_p75,arr_reach_p90,arr_continuity_p10,arr_continuity_p25,arr_continuity_p50,arr_continuity_p75,arr_continuity_p90,arr_signal_p10,arr_signal_p25,arr_signal_p50,arr_signal_p75,arr_signal_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
EGQS,1.0,0.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,RAF Lossiemouth,57.7052,-3.33917
EGSC,4.0,3.0,75.0,0.0,0.0,600.0,600.0,49.0,62.5,85.0,87.5,89.0,-0.14833333333333332,-0.14583333333333331,-0.14166666666666666,-0.10416666666666666,-0.08166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,89.0,100.0,0.0,75.0,0.0,0.0,4.0,3.0,75.0,0.0,0.0,,,-37.0,-29.5,-17.0,-15.5,-14.6,,,,,,,,,,,,,,,,17.0,37.0,100.0,,75.0,0.0,0.0,0.0,nm_inferred,4.0,75.0,,Cambridge City Airport,52.205002,0.175
EGSH,29.0,26.0,89.65517241379311,0.0,0.0,600.0,600.0,10.0,20.0,33.0,53.5,132.5,-0.22083333333333333,-0.08916666666666667,-0.051666666666666666,-0.03125,-0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,132.5,92.3076923076923,0.0,89.65517241379311,0.0,0.0,31.0,28.0,90.3225806451613,0.0,0.0,,,-135.1,-84.0,-61.0,3.5,119.40000000000003,,,,,,,,,,,,,,,,81.5,162.8,75.0,,87.09677419354838,3.225806451612903,0.0,0.0,nm_inferred,31.0,89.98887652947721,,Norwich Airport,52.6758,1.28278
EGSS,891.0,890.0,99.88776655443323,0.0,100.0,720.0,720.0,10.0,25.0,40.0,55.0,65.0,-0.1,-0.0763888888888889,-0.05128205128205128,-0.029499299719887954,-0.009656862745098006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,90.56179775280899,0.0,96.29629629629629,3.367003367003367,0.2244668911335578,891.0,889.0,99.77553310886644,0.0,100.0,420.0,360.0,-10.0,0.0,20.0,35.0,129.0000000000009,-0.027777777777777776,0.0,0.041666666666666664,0.09259259259259259,0.4187500000000005,0.0,0.05555555555555555,0.08333333333333333,0.14285714285714285,0.25,0.0,0.011904761904761904,0.052083333333333336,0.09722222222222222,0.1505555555555557,20.0,166.00000000000023,28.683914510686165,0.0,95.62289562289563,4.040404040404041,0.1122334455667789,100.0,apdf,891.0,99.83164983164983,0.025997825476992142,London Stansted Airport,51.884998,0.235
EGTB,2.0,2.0,100.0,0.0,0.0,600.0,600.0,75.0,75.0,75.0,75.0,75.0,-0.125,-0.125,-0.125,-0.125,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,27.0,27.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Wycombe Air Park,51.61177,-0.808316
EGTC,2.0,2.0,100.0,0.0,0.0,600.0,215.0,-348.5,-346.25,-342.5,-338.75,-336.5,0.5608333333333333,0.5645833333333333,0.5708333333333333,0.5770833333333334,0.5808333333333334,0.56,0.5750000000000001,0.6000000000000001,0.625,0.64,0.285,0.2875,0.29166666666666663,0.29583333333333334,0.29833333333333334,342.5,348.5,0.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,189.0,189.0,189.0,189.0,189.0,,,,,,,,,,,,,,,,189.0,189.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Cranfield Airport,52.072201,-0.616667
EGTE,34.0,31.0,91.17647058823529,0.0,0.0,600.0,600.0,25.0,50.5,95.0,135.0,365.0,-0.5069444444444444,-0.225,-0.1388888888888889,-0.08416666666666667,-0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,365.0,96.7741935483871,0.0,85.29411764705883,5.882352941176471,0.0,32.0,29.0,90.625,0.0,0.0,,,-109.8,-93.0,-76.0,-54.0,-44.2,,,,,,,,,,,,,,,,76.0,109.8,96.55172413793103,,90.625,0.0,0.0,0.0,nm_inferred,34.0,90.90073529411765,,Exeter International Airport,50.734261,-3.413984
EGTF,1.0,1.0,100.0,0.0,0.0,600.0,440.0,-160.0,-160.0,-160.0,-160.0,-160.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.2,0.2,0.2,0.2,0.2,0.075,0.075,0.075,0.075,0.075,160.0,160.0,0.0,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,24.6,25.5,27.0,28.5,29.4,,,,,,,,,,,,,,,,27.0,29.4,0.0,,50.0,0.0,50.0,0.0,nm_inferred,2.0,100.0,,Fairoaks Airport,51.348099,-0.558889
EGTK,17.0,17.0,100.0,0.0,0.0,600.0,600.0,53.4,55.0,80.0,90.0,108.0,-0.18,-0.15,-0.13333333333333333,-0.09166666666666666,-0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,108.0,100.0,0.0,100.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,,,-102.6,-89.0,-67.0,-58.5,-48.800000000000004,,,,,,,,,,,,,,,,67.0,102.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,17.0,100.0,,London Oxford Airport,51.836899,-1.32
EGVN,2.0,2.0,100.0,0.0,0.0,600.0,600.0,22.5,33.75,52.5,71.25,82.5,-0.13749999999999998,-0.11875,-0.0875,-0.05625,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,82.5,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-45.0,-45.0,-45.0,-45.0,-45.0,,,,,,,,,,,,,,,,45.0,45.0,100.0,,0.0,100.0,0.0,0.0,nm_inferred,2.0,100.0,,RAF Brize Norton,51.75,-1.58362
EGWU,30.0,30.0,100.0,0.0,0.0,600.0,600.0,-121.0,26.25,47.5,70.0,75.5,-0.12583333333333332,-0.11666666666666667,-0.07916666666666666,-0.04375,0.2016666666666667,0.0,0.0,0.0,0.0,0.10500000000000008,0.0,0.0,0.0,0.0,0.05,65.0,121.00000000000001,86.66666666666667,0.0,96.66666666666667,0.0,3.3333333333333335,30.0,30.0,100.0,0.0,0.0,,,42.00000000000001,60.5,85.0,143.5,199.4000000000001,,,,,,,,,,,,,,,,85.0,199.4000000000001,0.0,,86.66666666666667,6.666666666666667,6.666666666666667,0.0,nm_inferred,30.0,100.0,,RAF Northolt,51.553001,-0.418167
EGXC,1.0,1.0,100.0,0.0,0.0,600.0,504.0,-96.0,-96.0,-96.0,-96.0,-96.0,0.16,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,96.0,96.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,72.0,72.0,72.0,72.0,72.0,,,,,,,,,,,,,,,,72.0,72.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,RAF Coningsby,53.092999,-0.166014
EHAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,66.66666666666667,0.0,0.0,,,-2650.6,-2600.5,-2517.0,-2433.5,-2383.4,,,,,,,,,,,,,,,,2517.0,2650.6,100.0,,66.66666666666667,0.0,0.0,0.0,nm_inferred,3.0,66.66666666666667,,A12-CPP Platform Helipad,55.399167,3.810278
EHAM,2101.0,2099.0,99.90480723465016,0.0,99.00047596382674,691.0,571.0,-518.4,-293.5,-3.0,6.0,14.0,-0.02381519950053919,-0.009440513896315797,0.005405405405405406,0.3734006734006734,0.5693413810706581,0.0,0.0,0.043478260869565216,0.13333333333333333,0.3,0.0,0.0,0.00889679715302491,0.04602639279621282,0.12873766908854628,11.0,522.2,40.59075750357313,0.0,94.66920514040933,5.188005711565921,0.047596382674916705,2061.0,2059.0,99.90295972828724,0.0,99.22367782629792,449.0,293.0,-2.0,2.0,126.0,415.0,660.2,-0.004212347509842345,0.006726491214840509,0.3157894736842105,0.6897092926047353,0.868099300087489,0.0,0.0822072072072072,0.18181818181818182,0.42857142857142855,0.6176470588235294,0.0,0.015723270440251572,0.0573394495412844,0.18218096400298595,0.3107118191184629,130.0,670.0,17.14424477901894,0.0,93.88646288209607,5.870936438622028,0.14556040756914118,99.22367782629792,apdf,2101.0,99.90388348146871,0.03308629135999047,Amsterdam Airport Schiphol,52.308601,4.76389
EHBK,21.0,18.0,85.71428571428571,0.0,0.0,600.0,600.0,-11.5,1.25,8.5,22.5,30.3,-0.0505,-0.0375,-0.016666666666666666,-0.0020833333333333333,0.017916666666666668,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.017916666666666668,11.0,32.2,77.77777777777777,0.0,80.95238095238095,4.761904761904762,0.0,20.0,17.0,85.0,0.0,0.0,,,86.0,115.0,253.0,303.0,345.40000000000003,,,,,,,,,,,,,,,,253.0,345.40000000000003,0.0,,70.0,10.0,5.0,0.0,nm_inferred,21.0,85.35714285714286,,Maastricht Aachen Airport,50.911087,5.769401
EHBL,2.0,1.0,50.0,0.0,0.0,60.0,60.0,2670.0,2670.0,2670.0,2670.0,2670.0,-44.5,-44.5,-44.5,-44.5,-44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.0,2670.0,100.0,0.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,2.0,50.0,,B13-A Platform Helipad,55.284722,4.096667
EHEH,193.0,193.0,100.0,0.0,0.0,600.0,420.0,-554.0,-445.0,-335.0,-135.0,-35.99999999999994,0.05,0.19166666666666668,0.43333333333333335,0.6833333333333333,0.8057575757575759,0.06666666666666667,0.16666666666666666,0.25,0.4,0.5,0.03444444444444446,0.075,0.125,0.2,0.2650000000000001,340.0,554.0,3.1088082901554404,0.0,98.44559585492227,1.5544041450777202,0.0,188.0,188.0,100.0,0.0,0.0,,,167.1,247.75,299.5,343.0,387.50000000000006,,,,,,,,,,,,,,,,300.0,391.3,2.127659574468085,,98.40425531914893,1.0638297872340425,0.5319148936170213,0.0,nm_inferred,193.0,100.0,,Eindhoven Airport,51.4500999451,5.37452983856
EHFB,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,F2-A,54.94444,4.5725
EHFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,,-1586.0,-1586.0,-1586.0,-1586.0,-1586.0,,,,,,,,,,,,,,,,1586.0,1586.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,F3-FB-1,54.85306,4.69472
EHFO,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,0.0,,F15-A,54.21583,4.82722
EHFQ,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,L2-FA-1,53.96056,4.49611
EHFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,50.0,0.0,0.0,,,-640.0,-640.0,-640.0,-640.0,-640.0,,,,,,,,,,,,,,,,640.0,640.0,100.0,,50.0,0.0,0.0,0.0,nm_inferred,2.0,50.0,,L5-FA-1,53.81083,4.35111
EHFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,L5-D,53.81806,4.51278
EHGG,6.0,5.0,83.33333333333333,0.0,0.0,600.0,600.0,16.0,25.0,35.0,45.0,45.0,-0.075,-0.075,-0.058333333333333334,-0.041666666666666664,-0.026666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,45.0,100.0,0.0,83.33333333333333,0.0,0.0,6.0,5.0,83.33333333333333,0.0,0.0,,,-9.8,-8.0,-3.0,8.0,15.8,,,,,,,,,,,,,,,,8.0,17.0,60.0,,83.33333333333333,0.0,0.0,0.0,nm_inferred,6.0,83.33333333333333,,Groningen Airport Eelde,53.119107,6.577652
EHGN,1.0,1.0,100.0,0.0,0.0,60.0,60.0,917.0,917.0,917.0,917.0,917.0,-15.283333333333333,-15.283333333333333,-15.283333333333333,-15.283333333333333,-15.283333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,917.0,100.0,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-605.5,-595.75,-579.5,-563.25,-553.5,,,,,,,,,,,,,,,,579.5,605.5,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,G14-A,54.22389,5.49861
EHGQ,3.0,3.0,100.0,0.0,0.0,60.0,60.0,755.4,924.0,1205.0,1310.0,1373.0,-22.883333333333333,-21.833333333333332,-20.083333333333332,-15.399999999999999,-12.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.0,1373.0,100.0,0.0,100.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,,,-296.0,-296.0,-296.0,-296.0,-296.0,,,,,,,,,,,,,,,,296.0,296.0,100.0,,50.0,0.0,0.0,0.0,nm_inferred,3.0,75.0,,G17D-A,54.04917,5.43194
EHJA,2.0,1.0,50.0,0.0,0.0,60.0,60.0,1525.0,1525.0,1525.0,1525.0,1525.0,-25.416666666666668,-25.416666666666668,-25.416666666666668,-25.416666666666668,-25.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,1525.0,100.0,0.0,50.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,,,-1842.0,-1842.0,-1842.0,-1842.0,-1842.0,,,,,,,,,,,,,,,,1842.0,1842.0,100.0,,50.0,0.0,0.0,0.0,nm_inferred,2.0,50.0,,J6-A Heliport,53.82333,2.94389
EHJF,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,K5-ACP Heliport,53.69556,3.33889
EHJM,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,K8-FA-1 Heliport,53.49944,3.36889
EHKD,56.0,9.0,16.071428571428573,0.0,0.0,600.0,595.0,-16.0,-10.0,-5.0,10.0,17.0,-0.028333333333333332,-0.016666666666666666,0.008333333333333333,0.016666666666666666,0.02666666666666667,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.008333333333333333,0.016666666666666666,0.02666666666666667,10.0,21.0,33.333333333333336,0.0,16.071428571428573,0.0,0.0,53.0,8.0,15.09433962264151,0.0,0.0,,,-5.999999999999999,6.0,14.0,28.75,45.099999999999994,,,,,,,,,,,,,,,,14.0,45.099999999999994,25.0,,15.09433962264151,0.0,0.0,0.0,nm_inferred,56.0,15.582884097035041,,De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062
EHKE,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,0.0,,K6-PC Heliport,53.69833,3.86889
EHKG,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,0.0,,K6-D Heliport,53.675,3.82833
EHKJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,L4-A Heliport,53.72444,4.0975
EHKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,K12-B Heliport,53.34083,3.89361
EHKS,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,K15-FB-1 Heliport,53.27556,3.87167
EHKV,2.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,3.0,0.0,,K14-FA-1C Heliport,53.26861,3.62639
EHKX,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,0.0,,K12-K Heliport,53.42278,3.96028
EHLE,6.0,5.0,83.33333333333333,0.0,0.0,600.0,600.0,-11.0,-5.0,0.0,20.0,35.0,-0.058333333333333334,-0.03333333333333333,0.0,0.008333333333333333,0.018333333333333333,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.008333333333333333,0.018333333333333333,15.0,35.0,60.0,0.0,83.33333333333333,0.0,0.0,5.0,4.0,80.0,0.0,0.0,,,-94.0,-71.5,-57.5,-29.25,18.90000000000002,,,,,,,,,,,,,,,,57.5,94.00000000000001,75.0,,80.0,0.0,0.0,0.0,nm_inferred,6.0,81.66666666666666,,Lelystad Airport,52.453188,5.514622
EHLL,3.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,4.0,0.0,,L10-A Heliport,53.40333,4.20056
EHLU,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,0.0,,L8-P Heliport,53.64,4.5625
EHMA,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,AWG-1 Helipad,53.4911,5.9413
EHMG,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,0.0,,L9-FF-1 Heliport,53.61444,4.96028
EHMR,2.0,1.0,50.0,0.0,0.0,60.0,60.0,465.0,465.0,465.0,465.0,465.0,-7.75,-7.75,-7.75,-7.75,-7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,465.0,100.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,25.0,,L15-FA-1 Heliport,53.32944,4.83083
EHPG,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,P11-B (De Ruyter) Heliport,52.35998,3.34192
EHPK,2.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,P15-ACD (Rijn-C) Heliport,52.29028,3.81611
EHQM,3.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,3.0,0.0,,Q1-D Heliport,52.87222,4.17139
EHQT,1.0,0.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,Q13-A Heliport,52.19111,4.13638
EHRD,92.0,92.0,100.0,0.0,0.0,600.0,45.0,-2190.4,-1200.0,-695.0,-454.5,-345.29999999999995,0.5754999999999999,0.81875,1.1583333333333332,2.0,3.6506666666666674,0.6,0.75,0.95,1.0,1.0,0.5175000000000001,0.5979166666666667,0.7458333333333333,0.8083333333333333,0.8579166666666667,695.0,2190.4000000000005,1.0869565217391304,2.1739130434782608,97.82608695652173,2.1739130434782608,0.0,87.0,87.0,100.0,0.0,0.0,,,176.2,200.5,250.0,307.0,867.2000000000003,,,,,,,,,,,,,,,,250.0,867.2000000000003,0.0,,98.85057471264368,1.1494252873563218,0.0,0.0,nm_inferred,92.0,100.0,,Rotterdam The Hague Airport,51.956902,4.43722
EHTW,2.0,2.0,100.0,0.0,0.0,600.0,600.0,42.900000000000006,77.25,134.5,191.75,226.1,-0.3768333333333333,-0.31958333333333333,-0.22416666666666665,-0.12875,-0.07149999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.5,226.1,100.0,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-27.0,-22.5,-15.0,-7.5,-2.999999999999999,,,,,,,,,,,,,,,,15.0,27.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Twente Airport,52.275833,6.889167
EICK,108.0,108.0,100.0,0.0,100.0,540.0,130.0,-886.0,-695.0,-597.5,-530.0,-475.0,0.949375,0.9895833333333334,1.03125,1.1052083333333333,1.3458333333333332,0.6077777777777779,0.7107142857142857,0.8125,0.9375,1.0,0.4975,0.5600378787878788,0.6422619047619048,0.7083333333333334,0.7992424242424242,600.0,900.0,0.9259259259259259,0.0,99.07407407407408,0.9259259259259259,0.0,109.0,109.0,100.0,0.0,100.0,120.0,15.0,120.0,160.0,195.0,230.0,290.0,0.7388888888888889,1.2083333333333333,1.4583333333333333,1.625,2.1833333333333336,0.8333333333333334,1.0,1.0,1.0,1.0,0.5486111111111112,0.6666666666666666,0.7222222222222222,0.7916666666666666,0.838888888888889,195.0,290.0,0.0,2.7522935779816513,100.0,0.0,0.0,100.0,apdf,109.0,100.0,0.6822420634920635,Cork International Airport,51.841301,-8.49111
EIDL,7.0,7.0,100.0,0.0,0.0,600.0,600.0,370.0,397.5,405.0,417.5,430.0,-1.005,-0.7166666666666667,-0.675,-0.6625000000000001,-0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,430.0,100.0,0.0,100.0,0.0,0.0,7.0,7.0,100.0,0.0,0.0,,,-857.2,-783.5,-725.0,-689.0,-620.1999999999999,,,,,,,,,,,,,,,,725.0,857.2,100.0,,100.0,0.0,0.0,0.0,nm_inferred,7.0,100.0,,Donegal Airport,55.0442008972168,-8.340999603271484
EIDW,1127.0,1119.0,99.29015084294588,0.0,99.64507542147294,780.0,540.0,-746.0,-480.0,-150.0,55.0,75.0,-0.12121212121212122,-0.075,0.18333333333333332,0.5451631701631701,0.8402777777777778,0.0,0.0,0.041666666666666664,0.18181818181818182,0.3181818181818182,0.0,0.0,0.015151515151515152,0.07607323232323232,0.1568627450980392,155.0,751.0000000000002,48.168007149240395,0.0,96.00709849157055,2.839396628216504,0.44365572315882873,1108.0,1101.0,99.36823104693141,0.0,100.0,420.0,335.0,-10.0,10.0,70.0,320.0,420.0,-0.023809523809523808,0.026041666666666668,0.15,0.7738095238095238,0.9479166666666666,0.0,0.07142857142857142,0.13636363636363635,0.25,0.4,0.0,0.025,0.0625,0.10714285714285714,0.15,75.0,420.0,18.52861035422343,0.0,95.57761732851985,3.339350180505415,0.45126353790613716,100.0,apdf,1127.0,99.32919094493865,0.03856531087824323,Dublin Airport,53.428713,-6.262121
EIKN,29.0,29.0,100.0,0.0,0.0,600.0,350.0,-825.0,-460.0,-255.0,-190.0,-145.00000000000003,0.2733333333333334,0.3333333333333333,0.425,0.9083333333333333,1.62,0.24000000000000002,0.25,0.3,0.375,0.5599999999999999,0.12333333333333334,0.15,0.2,0.225,0.32999999999999996,255.0,824.9999999999999,0.0,0.0,93.10344827586206,3.4482758620689653,3.4482758620689653,29.0,29.0,100.0,0.0,0.0,,,27.200000000000006,169.0,234.0,336.0,367.4,,,,,,,,,,,,,,,,234.0,367.4,3.4482758620689653,,93.10344827586206,3.4482758620689653,3.4482758620689653,0.0,nm_inferred,29.0,100.0,,Ireland West Airport Knock,53.910439,-8.817002
