icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,dep_max_gap_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_reach_p10,dep_reach_p25,dep_reach_p50,dep_reach_p75,dep_reach_p90,dep_continuity_p10,dep_continuity_p25,dep_continuity_p50,dep_continuity_p75,dep_continuity_p90,dep_signal_p10,dep_signal_p25,dep_signal_p50,dep_signal_p75,dep_signal_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,arr_max_gap_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_reach_p10,arr_reach_p25,arr_reach_p50,arr_reach_p75,arr_reach_p90,arr_continuity_p10,arr_continuity_p25,arr_continuity_p50,arr_continuity_p75,arr_continuity_p90,arr_signal_p10,arr_signal_p25,arr_signal_p50,arr_signal_p75,arr_signal_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
BIVO,2.0,0.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,Vopnafjörður Airport,65.720596,-14.8506
BKPR,101.0,101.0,100.0,0.0,0.0,300.0,300.0,120.0,140.0,165.0,195.0,235.0,-0.7666666666666667,-0.65,-0.5066666666666667,-0.35185185185185186,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,235.0,100.0,0.0,100.0,0.0,0.0,100.0,99.0,99.0,0.0,0.0,,,-501.0,-432.5,-380.0,-295.0,-231.6,,,,,,,,,,,,,,,,380.0,501.0,100.0,,98.0,1.0,0.0,0.0,nm_inferred,101.0,99.5,,Priština Adem Jashari International Airport,42.5728,21.035801
DAAE,10.0,10.0,100.0,0.0,0.0,600.0,600.0,453.5,515.0,570.0,637.5,822.9999999999999,-1.7166666666666666,-1.6208333333333331,-1.0499999999999998,-0.9375,-0.7558333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,822.9999999999999,100.0,0.0,100.0,0.0,0.0,11.0,11.0,100.0,0.0,0.0,,,-1131.0,-1082.5,-972.0,-299.5,-152.0,,,,,,,,,,,,,,,,972.0,1131.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,11.0,100.0,,Soummam–Abane Ramdane Airport,36.712547,5.069909
DAAG,172.0,172.0,100.0,0.0,0.0,600.0,600.0,201.3,287.0,430.0,706.75,3572.4,-5.969166666666666,-3.939166666666667,-0.8108333333333333,-0.5391666666666667,-0.33549999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,3572.4,100.0,0.0,80.81395348837209,19.186046511627907,0.0,176.0,175.0,99.43181818181819,0.0,0.0,,,-4145.4,-1222.0,-728.0,-319.0,-63.60000000000002,,,,,,,,,,,,,,,,728.0,4145.4,100.0,,76.13636363636364,23.295454545454547,0.0,0.0,nm_inferred,176.0,99.7159090909091,,Houari Boumediene Airport,36.693886,3.214531
DAAS,6.0,6.0,100.0,0.0,0.0,600.0,600.0,373.5,564.25,608.0,782.25,1035.0,-1.725,-1.30375,-1.0133333333333332,-0.9404166666666667,-0.6225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,1035.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,,,-1288.4,-1205.0,-1106.0,-992.0,-867.2,,,,,,,,,,,,,,,,1106.0,1288.4,100.0,,80.0,20.0,0.0,0.0,nm_inferred,6.0,100.0,,Ain Arnat Airport,36.178488,5.329909
DAAV,1.0,1.0,100.0,0.0,0.0,600.0,600.0,2287.0,2287.0,2287.0,2287.0,2287.0,-3.8116666666666665,-3.8116666666666665,-3.8116666666666665,-3.8116666666666665,-3.8116666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287.0,2287.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-415.0,-415.0,-415.0,-415.0,-415.0,,,,,,,,,,,,,,,,415.0,415.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Jijel Ferhat Abbas Airport,36.794125,5.873652
DABB,10.0,10.0,100.0,0.0,0.0,360.0,360.0,852.5,866.25,997.5,1151.25,1706.5,-4.740277777777778,-3.1979166666666665,-2.7708333333333335,-2.40625,-2.3680555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.5,1706.5,100.0,0.0,90.0,10.0,0.0,10.0,10.0,100.0,0.0,0.0,,,-1373.8,-1161.25,-1140.0,-1062.25,-1034.5,,,,,,,,,,,,,,,,1140.0,1373.7999999999997,100.0,,100.0,0.0,0.0,0.0,nm_inferred,10.0,100.0,,Annaba Rabah Bitat Airport,36.826781,7.81334
DABC,28.0,28.0,100.0,0.0,0.0,360.0,360.0,947.0,1008.75,1050.0,2102.5,2218.0,-6.1611111111111105,-5.840277777777778,-2.9166666666666665,-2.8020833333333335,-2.6305555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,2218.0,100.0,0.0,75.0,25.0,0.0,28.0,28.0,100.0,0.0,0.0,,,-2943.2,-2749.0,-1464.0,-1203.0,-1177.1,,,,,,,,,,,,,,,,1464.0,2943.2000000000003,100.0,,78.57142857142857,21.428571428571427,0.0,0.0,nm_inferred,28.0,100.0,,Mohamed Boudiaf International Airport,36.276001,6.62039
DABT,2.0,2.0,100.0,0.0,0.0,600.0,600.0,1343.1,1497.75,1755.5,2013.25,2167.9,-3.613166666666667,-3.3554166666666667,-2.9258333333333333,-2.4962500000000003,-2.2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.5,2167.9,100.0,0.0,50.0,50.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-1630.0,-1630.0,-1630.0,-1630.0,-1630.0,,,,,,,,,,,,,,,,1630.0,1630.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859
DAOI,2.0,2.0,100.0,0.0,0.0,600.0,600.0,121.0,167.5,245.0,322.5,369.0,-0.615,-0.5375,-0.4083333333333333,-0.2791666666666667,-0.20166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,369.0,100.0,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-423.0,-412.5,-395.0,-377.5,-367.0,,,,,,,,,,,,,,,,395.0,423.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Chlef Aboubakr Belkaid International Airport,36.216614,1.341114
DAON,8.0,8.0,100.0,0.0,0.0,480.0,480.0,309.0,370.5,390.0,470.0,1903.999999999999,-3.966666666666666,-0.9791666666666666,-0.8125,-0.771875,-0.64375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,1903.999999999999,100.0,0.0,87.5,12.5,0.0,8.0,8.0,100.0,0.0,0.0,,,-2510.2,-701.5,-556.0,-510.25,-461.5,,,,,,,,,,,,,,,,556.0,2510.199999999999,100.0,,87.5,12.5,0.0,0.0,nm_inferred,8.0,100.0,,Zenata – Messali El Hadj Airport,35.012732,-1.457117
DAOO,44.0,44.0,100.0,0.0,0.0,480.0,480.0,28.299999999999997,67.75,134.0,294.0,437.6,-2.7,-0.9041666666666667,-0.5059027777777778,-0.15364583333333334,-0.07749999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,437.6,95.45454545454545,0.0,90.9090909090909,9.090909090909092,0.0,45.0,45.0,100.0,0.0,0.0,,,-1288.7999999999997,-485.0,-237.0,-91.0,-61.8,,,,,,,,,,,,,,,,237.0,1288.800000000001,100.0,,88.88888888888889,11.11111111111111,0.0,0.0,nm_inferred,45.0,100.0,,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.620648,-0.622486
DAUG,2.0,2.0,100.0,0.0,0.0,600.0,600.0,3596.0,3597.5,3600.0,3602.5,3604.0,-6.006666666666667,-6.004166666666666,-6.0,-5.995833333333334,-5.993333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,3604.0,100.0,0.0,0.0,100.0,0.0,3.0,3.0,100.0,0.0,0.0,,,-4106.0,-4062.5,-3990.0,-3947.5,-3922.0,,,,,,,,,,,,,,,,3990.0,4106.0,100.0,,0.0,100.0,0.0,0.0,nm_inferred,3.0,100.0,,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411
DAUH,2.0,1.0,50.0,0.0,0.0,480.0,600.0,3750.0,3750.0,3750.0,3750.0,3750.0,-6.25,-6.25,-6.25,-6.25,-6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,3750.0,100.0,0.0,50.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,,,-3298.0,-3298.0,-3298.0,-3298.0,-3298.0,,,,,,,,,,,,,,,,3298.0,3298.0,100.0,,50.0,0.0,0.0,0.0,nm_inferred,2.0,50.0,,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044
DTKA,1.0,1.0,100.0,0.0,0.0,480.0,480.0,1955.0,1955.0,1955.0,1955.0,1955.0,-4.072916666666667,-4.072916666666667,-4.072916666666667,-4.072916666666667,-4.072916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.0,1955.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-2112.0,-2112.0,-2112.0,-2112.0,-2112.0,,,,,,,,,,,,,,,,2112.0,2112.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Tabarka-Aïn Draham International Airport,36.98,8.87694
DTMB,71.0,71.0,100.0,0.0,0.0,900.0,900.0,920.0,1250.0,1685.0,1827.5,2090.0,-2.533333333333333,-2.0944444444444446,-1.9388888888888889,-1.4416666666666667,-1.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1685.0,2090.0,100.0,0.0,100.0,0.0,0.0,67.0,67.0,100.0,0.0,0.0,,,-2230.4,-2020.0,-1883.0,-1715.5,-1485.6,,,,,,,,,,,,,,,,1883.0,2230.4,100.0,,100.0,0.0,0.0,0.0,nm_inferred,71.0,100.0,,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125
DTNH,54.0,52.0,96.29629629629629,0.0,0.0,480.0,480.0,1459.0,1598.75,1665.0,1896.25,2018.0,-4.204166666666667,-3.9505208333333335,-3.458333333333333,-3.3203125,-2.709791666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,2018.0,100.0,0.0,96.29629629629629,0.0,0.0,57.0,55.0,96.49122807017544,0.0,0.0,,,-2480.2,-2395.5,-2120.0,-1760.0,-1669.2,,,,,,,,,,,,,,,,2120.0,2480.2,100.0,,94.73684210526316,1.7543859649122806,0.0,0.0,nm_inferred,57.0,96.39376218323586,,Enfidha - Hammamet International Airport,36.075833,10.438611
DTTA,191.0,191.0,100.0,0.0,0.0,600.0,600.0,1065.0,1142.5,1200.0,1280.0,1780.0,-3.1,-2.1666666666666665,-2.0083333333333333,-1.9041666666666668,-1.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1780.0,100.0,0.0,92.14659685863874,7.853403141361256,0.0,187.0,186.0,99.46524064171123,0.0,0.0,,,-2116.5,-1791.0,-1614.5,-1402.25,-1290.0,,,,,,,,,,,,,,,,1614.5,2116.5,100.0,,91.44385026737967,8.02139037433155,0.0,0.0,nm_inferred,191.0,99.73262032085562,,Tunis Carthage International Airport,36.851002,10.2272
DTTJ,72.0,68.0,94.44444444444444,0.0,0.0,600.0,600.0,1088.5,1556.25,2520.0,2717.5,3019.0,-5.099166666666666,-4.545833333333333,-4.216666666666667,-2.6062499999999997,-1.8225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,3019.0,100.0,0.0,91.66666666666667,2.7777777777777777,0.0,74.0,70.0,94.5945945945946,0.0,0.0,,,-3168.6,-3046.75,-2692.0,-2451.0,-1460.8,,,,,,,,,,,,,,,,2692.0,3168.6,100.0,,90.54054054054055,4.054054054054054,0.0,0.0,nm_inferred,74.0,94.51951951951952,,Djerba Zarzis International Airport,33.873719,10.7773
DTTX,4.0,4.0,100.0,0.0,0.0,600.0,600.0,1032.0,1117.5,1630.0,2124.75,2178.3,-3.6305,-3.54125,-2.716666666666667,-1.8625,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,2178.3,100.0,0.0,75.0,25.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-2395.5,-2348.25,-2269.5,-2190.75,-2143.5,,,,,,,,,,,,,,,,2269.5,2395.5,100.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,Sfax Thyna International Airport,34.717999,10.691
DTTZ,1.0,1.0,100.0,0.0,0.0,600.0,600.0,2275.0,2275.0,2275.0,2275.0,2275.0,-3.7916666666666665,-3.7916666666666665,-3.7916666666666665,-3.7916666666666665,-3.7916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2275.0,2275.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-2677.0,-2677.0,-2677.0,-2677.0,-2677.0,,,,,,,,,,,,,,,,2677.0,2677.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293
EBAW,36.0,35.0,97.22222222222223,0.0,0.0,900.0,735.0,-282.0,-207.5,-130.0,-85.0,-6.999999999999922,0.0077777777777778,0.09722222222222222,0.18333333333333332,0.24166666666666667,0.31333333333333335,0.02666666666666669,0.1,0.16666666666666666,0.23333333333333334,0.3,0.017777777777777795,0.07777777777777778,0.11666666666666667,0.1638888888888889,0.22666666666666668,130.0,282.0,11.428571428571429,0.0,97.22222222222223,0.0,0.0,28.0,27.0,96.42857142857143,0.0,0.0,,,-12.6,-5.0,25.0,100.0,198.00000000000006,,,,,,,,,,,,,,,,25.0,198.00000000000006,37.03703703703704,,92.85714285714286,0.0,3.5714285714285716,0.0,nm_inferred,36.0,96.82539682539684,,Antwerp International Airport (Deurne),51.190667,4.463153
EBBR,840.0,839.0,99.88095238095238,0.0,100.0,600.0,55.0,-1115.0,-857.5,-685.0,-570.0,-495.0,0.9268518518518519,0.9799679487179487,1.05,1.1760416666666667,1.448484848484849,0.7142857142857143,0.8333333333333334,0.95,1.0,1.0,0.575925925925926,0.6578703703703703,0.7291666666666666,0.7916666666666666,0.8428240740740741,685.0,1115.0,0.0,0.3575685339690107,94.88095238095238,4.523809523809524,0.47619047619047616,816.0,814.0,99.75490196078431,0.0,100.0,300.0,15.0,225.0,275.0,350.0,460.0,680.0,1.0,1.05,1.125,1.25,1.6763888888888896,1.0,1.0,1.0,1.0,1.0,0.6880681818181819,0.7708333333333334,0.8333333333333334,0.875,0.9027777777777778,350.0,690.5000000000007,0.12285012285012285,6.142506142506143,95.58823529411765,3.799019607843137,0.36764705882352944,100.0,apdf,840.0,99.81792717086834,0.7798275560224089,Brussels Airport,50.901402,4.48444
EBCI,298.0,298.0,100.0,0.0,99.66442953020133,660.0,660.0,20.0,30.0,45.0,60.0,70.0,-0.11520833333333333,-0.08333333333333333,-0.061553030303030304,-0.041666666666666664,-0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,99.66442953020135,0.0,98.32214765100672,1.6778523489932886,0.0,298.0,298.0,100.0,0.0,100.0,300.0,300.0,-35.0,-25.0,-10.0,8.75,20.0,-0.13499999999999998,-0.08333333333333333,-0.03333333333333333,0.023809523809523808,0.0625,0.0,0.0,0.0,0.1,0.125,0.0,0.0,0.0,0.02306547619047619,0.0625,15.0,35.0,71.81208053691275,0.0,99.32885906040268,0.6711409395973155,0.0,100.0,apdf,298.0,100.0,0.0,Brussels South Charleroi Airport,50.461963,4.459562
EBKT,14.0,11.0,78.57142857142857,0.0,0.0,900.0,900.0,30.0,35.0,60.0,72.5,90.0,-0.13333333333333333,-0.09166666666666667,-0.06666666666666667,-0.03888888888888889,-0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,90.0,100.0,0.0,78.57142857142857,0.0,0.0,16.0,14.0,87.5,0.0,0.0,,,-161.8,-130.0,-100.0,-80.0,-70.89999999999999,,,,,,,,,,,,,,,,100.0,161.8,100.0,,87.5,0.0,0.0,0.0,nm_inferred,16.0,83.03571428571428,,Kortrijk-Wevelgem International Airport,50.818878,3.209551
EBLG,128.0,128.0,100.0,0.0,0.0,840.0,840.0,-536.5,-117.5,40.0,60.0,75.0,-0.09499999999999999,-0.06547619047619048,-0.04487179487179487,0.1494047619047619,0.725,0.0,0.0,0.0,0.1,0.36484848484848487,0.0,0.0,0.0,0.03137254901960784,0.20173611111111125,65.0,536.5,67.96875,0.0,82.03125,17.96875,0.0,111.0,111.0,100.0,0.0,0.0,,,-21.0,-0.5,20.0,60.0,245.0,,,,,,,,,,,,,,,,30.0,345.0,31.53153153153153,,66.66666666666667,33.333333333333336,0.0,0.0,nm_inferred,128.0,100.0,,Liège Airport,50.638574,5.443897
EBMB,1.0,1.0,100.0,0.0,0.0,360.0,20.0,-500.0,-500.0,-500.0,-500.0,-500.0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.0,1.0,1.0,1.0,1.0,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,500.0,500.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,210.0,210.0,210.0,210.0,210.0,,,,,,,,,,,,,,,,210.0,210.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Melsbroek Air Base,50.913419,4.491005
EBOS,20.0,20.0,100.0,0.0,0.0,900.0,900.0,39.5,50.0,62.5,75.0,80.0,-0.26666666666666666,-0.09375,-0.07777777777777778,-0.05555555555555555,-0.04388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,80.0,100.0,0.0,90.0,5.0,5.0,20.0,20.0,100.0,0.0,0.0,,,-40.699999999999996,-35.0,-22.5,0.0,5.0,,,,,,,,,,,,,,,,27.5,47.80000000000001,80.0,,95.0,5.0,0.0,0.0,nm_inferred,20.0,100.0,,Ostend-Bruges International Airport,51.1998,2.874673
EDAB,3.0,3.0,100.0,0.0,0.0,600.0,600.0,16.0,40.0,80.0,135.0,168.0,-0.27999999999999997,-0.22499999999999998,-0.13333333333333333,-0.06666666666666667,-0.02666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,168.0,100.0,0.0,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,,-248.6,-207.5,-139.0,-136.5,-135.0,,,,,,,,,,,,,,,,139.0,248.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Bautzen Airfield,51.193611,14.519722
EDAE,1.0,1.0,100.0,0.0,0.0,600.0,600.0,35.0,35.0,35.0,35.0,35.0,-0.058333333333333334,-0.058333333333333334,-0.058333333333333334,-0.058333333333333334,-0.058333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-152.0,-152.0,-152.0,-152.0,-152.0,,,,,,,,,,,,,,,,152.0,152.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Eisenhüttenstadt Airfield,52.197199,14.585696
