icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,dep_max_gap_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_reach_p10,dep_reach_p25,dep_reach_p50,dep_reach_p75,dep_reach_p90,dep_continuity_p10,dep_continuity_p25,dep_continuity_p50,dep_continuity_p75,dep_continuity_p90,dep_signal_p10,dep_signal_p25,dep_signal_p50,dep_signal_p75,dep_signal_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,arr_max_gap_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_reach_p10,arr_reach_p25,arr_reach_p50,arr_reach_p75,arr_reach_p90,arr_continuity_p10,arr_continuity_p25,arr_continuity_p50,arr_continuity_p75,arr_continuity_p90,arr_signal_p10,arr_signal_p25,arr_signal_p50,arr_signal_p75,arr_signal_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
BIAR,17.0,14.0,82.3529411764706,0.0,0.0,300.0,300.0,696.0,781.25,820.0,946.25,1197.5,-3.9916666666666667,-3.154166666666667,-2.7333333333333334,-2.604166666666667,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,1197.5,100.0,0.0,76.47058823529412,5.882352941176471,0.0,19.0,15.0,78.94736842105263,0.0,0.0,,,-1030.4,-979.0,-941.0,-886.0,-875.8,,,,,,,,,,,,,,,,941.0,1030.4,100.0,,78.94736842105263,0.0,0.0,0.0,nm_inferred,19.0,80.6501547987616,,Akureyri International Airport,65.656573,-18.072018
BIBD,2.0,2.0,100.0,0.0,0.0,600.0,600.0,452.0,455.0,460.0,465.0,468.0,-0.78,-0.775,-0.7666666666666666,-0.7583333333333333,-0.7533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,468.0,100.0,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-427.0,-418.0,-403.0,-388.0,-379.0,,,,,,,,,,,,,,,,403.0,427.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Bildudalur Airport,65.641296,-23.5462
BIEG,8.0,8.0,100.0,0.0,0.0,300.0,300.0,1319.3,1418.75,1505.5,1610.0,1643.0,-5.476666666666667,-5.366666666666666,-5.0183333333333335,-4.729166666666666,-4.397666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.5,1643.0,100.0,0.0,100.0,0.0,0.0,8.0,8.0,100.0,0.0,0.0,,,-1498.6,-1457.5,-1398.0,-1297.25,-1284.2,,,,,,,,,,,,,,,,1398.0,1498.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,8.0,100.0,,Egilsstaðir Airport,65.2833023071289,-14.401399612426758
BIGJ,1.0,1.0,100.0,0.0,0.0,600.0,600.0,1026.0,1026.0,1026.0,1026.0,1026.0,-1.71,-1.71,-1.71,-1.71,-1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,1026.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-1135.0,-1135.0,-1135.0,-1135.0,-1135.0,,,,,,,,,,,,,,,,1135.0,1135.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Gjögur Airport,65.9953,-21.3269
BIGR,1.0,0.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,Grímsey Airport,66.5458,-18.0173
BIHN,2.0,2.0,100.0,0.0,0.0,300.0,300.0,1025.9,1057.25,1109.5,1161.75,1193.1,-3.9770000000000003,-3.8725,-3.6983333333333333,-3.524166666666667,-3.4196666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.5,1193.1,100.0,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-1788.9,-1703.25,-1560.5,-1417.75,-1332.1,,,,,,,,,,,,,,,,1560.5,1788.9,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Hornafjörður Airport,64.295601,-15.2272
BIIS,6.0,6.0,100.0,0.0,0.0,600.0,600.0,826.5,855.0,915.0,1008.75,1055.0,-1.7583333333333333,-1.6812500000000001,-1.525,-1.4249999999999998,-1.3775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0,1055.0,100.0,0.0,100.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,,,-1043.0,-1003.5,-952.0,-907.25,-891.5,,,,,,,,,,,,,,,,952.0,1043.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,6.0,100.0,,Ísafjörður Airport,66.058098,-23.1353
BIKF,254.0,253.0,99.60629921259843,0.0,99.60629921259843,660.0,540.0,-185.99999999999994,25.0,4995.0,5210.0,5447.0,-9.833923454841484,-8.31953642384106,-6.226190476190476,-0.022675736961451247,0.28632395312059994,0.0,0.0,0.11764705882352941,0.23809523809523808,0.4525252525252526,0.0,0.0,0.05736137667304016,0.12476007677543186,0.25699439213870456,4995.0,5447.0,77.07509881422925,0.0,35.43307086614173,64.1732283464567,0.0,258.0,258.0,100.0,0.0,100.0,360.0,193.0,-5411.5,-5185.0,-4962.5,8.75,216.50000000000006,-22.142916666666665,-16.775,-12.034632034632034,0.019116620111731843,0.7291666666666666,0.0,0.05555555555555555,0.20416666666666666,0.5,0.6666666666666666,0.0,0.00954861111111111,0.07653111028679643,0.18055555555555555,0.3125,4962.5,5411.5,72.86821705426357,0.0,36.04651162790697,63.95348837209303,0.0,100.0,apdf,258.0,99.80314960629921,0.06681445953606018,Keflavik International Airport,63.985001,-22.6056
BIRK,38.0,38.0,100.0,0.0,0.0,300.0,167.5,-231.5,-200.0,-122.5,0.0,21.50000000000002,-0.07166666666666666,0.0,0.4083333333333333,0.6666666666666666,0.7716666666666667,0.0,0.1,0.45,0.7,0.8,0.0,0.03333333333333333,0.375,0.55,0.655,137.5,471.5000000000032,28.94736842105263,0.0,94.73684210526316,5.2631578947368425,0.0,37.0,37.0,100.0,0.0,0.0,,,-157.99999999999997,-30.0,100.0,150.0,202.0,,,,,,,,,,,,,,,,115.0,313.99999999999994,40.54054054054054,,91.89189189189189,8.108108108108109,0.0,0.0,nm_inferred,38.0,100.0,,Reykjavík Domestic Airport,64.128732,-21.93759
BITN,2.0,0.0,0.0,0.0,0.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,Þórshöfn Airport,66.218459,-15.334739
BIVO,1.0,0.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,Vopnafjörður Airport,65.720596,-14.8506
BKPR,130.0,130.0,100.0,0.0,0.0,300.0,300.0,324.0,390.0,469.0,500.0,626.5000000000001,-1.7433333333333334,-1.5833333333333333,-1.1958333333333333,-0.7083333333333334,-0.4874999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,626.5000000000001,100.0,0.0,95.38461538461539,3.8461538461538463,0.7692307692307693,137.0,137.0,100.0,0.0,0.0,,,-1299.9999999999998,-1053.0,-860.0,-730.0,-620.0,,,,,,,,,,,,,,,,860.0,1300.0000000000007,100.0,,94.8905109489051,4.37956204379562,0.7299270072992701,0.0,nm_inferred,137.0,100.0,,Priština Adem Jashari International Airport,42.5728,21.035801
DAAE,11.0,11.0,100.0,0.0,0.0,600.0,600.0,670.0,810.0,945.0,1042.5,1085.0,-1.8083333333333333,-1.7375,-1.575,-1.35,-1.1166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,1085.0,100.0,0.0,100.0,0.0,0.0,11.0,11.0,100.0,0.0,0.0,,,-1511.0,-1452.0,-1362.0,-1302.0,-1184.0,,,,,,,,,,,,,,,,1362.0,1511.0,100.0,,90.9090909090909,9.090909090909092,0.0,0.0,nm_inferred,11.0,100.0,,Soummam–Abane Ramdane Airport,36.712547,5.069909
DAAG,206.0,206.0,100.0,0.0,0.0,600.0,600.0,581.5,649.0,778.0,1083.25,3003.5,-5.033333333333333,-2.6930555555555555,-1.2983333333333333,-1.065,-0.9125000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,3003.5,100.0,0.0,90.77669902912622,9.223300970873787,0.0,203.0,203.0,100.0,0.0,0.0,,,-3504.0,-2591.0,-1059.0,-874.0,-634.3999999999999,,,,,,,,,,,,,,,,1059.0,3504.0,100.0,,87.6847290640394,12.31527093596059,0.0,0.0,nm_inferred,206.0,100.0,,Houari Boumediene Airport,36.693886,3.214531
DAAS,5.0,5.0,100.0,0.0,0.0,600.0,600.0,1042.0,1060.0,1070.0,1110.0,1167.0,-1.945,-1.85,-1.7833333333333334,-1.7666666666666666,-1.7366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,1167.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,,,-1416.6,-1404.0,-1389.0,-1062.0,-1045.2,,,,,,,,,,,,,,,,1389.0,1416.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,5.0,100.0,,Ain Arnat Airport,36.178488,5.329909
DABB,7.0,7.0,100.0,0.0,0.0,360.0,360.0,826.0,852.5,895.0,945.0,1069.0,-2.969444444444444,-2.625,-2.486111111111111,-2.3680555555555554,-2.2944444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,1069.0,100.0,0.0,100.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,,,-1137.0,-1053.25,-1012.5,-977.75,-934.0,,,,,,,,,,,,,,,,1012.5,1137.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,7.0,100.0,,Annaba Rabah Bitat Airport,36.826781,7.81334
DABC,20.0,20.0,100.0,0.0,0.0,360.0,360.0,899.5,946.25,965.0,1153.75,1642.0000000000002,-4.863888888888889,-2.767361111111111,-2.638888888888889,-2.5479166666666666,-2.359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.0,1642.0000000000002,100.0,0.0,100.0,0.0,0.0,22.0,22.0,100.0,0.0,0.0,,,-2062.4,-1783.0,-1331.5,-1212.0,-1123.0,,,,,,,,,,,,,,,,1331.5,2062.4,100.0,,95.45454545454545,4.545454545454546,0.0,0.0,nm_inferred,22.0,100.0,,Mohamed Boudiaf International Airport,36.276001,6.62039
DABT,2.0,2.0,100.0,0.0,0.0,600.0,600.0,1158.5,1268.75,1452.5,1636.25,1746.5,-2.910833333333333,-2.7270833333333333,-2.4208333333333334,-2.1145833333333335,-1.9308333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.5,1746.5,100.0,0.0,50.0,50.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-2075.5,-1941.25,-1717.5,-1493.75,-1359.5,,,,,,,,,,,,,,,,1717.5,2075.5,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859
DAOF,1.0,0.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,Tindouf Airport,27.7003993988,-8.167099952700001
DAOI,2.0,2.0,100.0,0.0,0.0,450.0,450.0,526.2,528.0,531.0,534.0,535.8,-1.6985000000000001,-1.56125,-1.3325,-1.10375,-0.9665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,535.8,100.0,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-869.4,-861.0,-847.0,-833.0,-824.6,,,,,,,,,,,,,,,,847.0,869.4,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Chlef Aboubakr Belkaid International Airport,36.216614,1.341114
DAON,4.0,4.0,100.0,0.0,0.0,480.0,480.0,186.5,188.75,317.5,453.75,469.5,-0.978125,-0.9453125,-0.6614583333333333,-0.39322916666666663,-0.3885416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.5,469.5,100.0,0.0,100.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,,,-775.4,-567.5,-447.0,-411.25,-355.9,,,,,,,,,,,,,,,,447.0,775.4000000000001,100.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,Zenata – Messali El Hadj Airport,35.012732,-1.457117
DAOO,44.0,44.0,100.0,0.0,0.0,480.0,480.0,23.9,99.75,146.0,369.0,3119.000000000011,-6.546666666666667,-0.9189236111111112,-0.39479166666666665,-0.22447916666666667,-0.08562499999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,3119.000000000011,95.45454545454545,0.0,88.63636363636364,11.363636363636363,0.0,44.0,44.0,100.0,0.0,0.0,,,-5094.9,-625.5,-518.0,-433.5,-151.7999999999999,,,,,,,,,,,,,,,,518.0,5094.9,100.0,,86.36363636363636,13.636363636363637,0.0,0.0,nm_inferred,44.0,100.0,,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.620648,-0.622486
DAUB,2.0,2.0,100.0,0.0,0.0,0.0,,1631.0,1700.0,1815.0,1930.0,1999.0,,,,,,,,,,,,,,,,1815.0,1999.0,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-2628.7,-2515.75,-2327.5,-2139.25,-2026.3,,,,,,,,,,,,,,,,2327.5,2628.7,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Biskra - Mohamed Khider Airport,34.79318,5.738899
DAUG,1.0,0.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,0.0,,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411
DTMB,74.0,74.0,100.0,0.0,0.0,900.0,900.0,418.0,551.25,857.5,1261.25,1508.0,-1.761111111111111,-1.4458333333333333,-0.9777777777777777,-0.6125,-0.46444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.5,1508.0,97.29729729729729,0.0,95.94594594594595,4.054054054054054,0.0,77.0,76.0,98.7012987012987,0.0,0.0,,,-1827.0,-1472.0,-1121.5,-973.0,-787.0,,,,,,,,,,,,,,,,1121.5,1827.0,100.0,,90.9090909090909,7.792207792207792,0.0,0.0,nm_inferred,77.0,99.35064935064935,,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125
DTNH,49.0,49.0,100.0,0.0,0.0,480.0,440.0,-590.0,-285.0,-115.0,50.0,930.0000000000003,-1.7366666666666666,-0.1,0.19166666666666668,0.5520833333333334,1.195,0.0,0.0,0.1,0.35,0.5700000000000001,0.0,0.0,0.05,0.2111111111111111,0.4366666666666667,265.0,1042.0000000000002,44.89795918367347,0.0,97.95918367346938,2.0408163265306123,0.0,48.0,48.0,100.0,0.0,0.0,,,-1635.8,-1371.75,-1237.0,-40.0,102.60000000000039,,,,,,,,,,,,,,,,1237.0,1635.8000000000004,87.5,,39.583333333333336,60.416666666666664,0.0,0.0,nm_inferred,49.0,100.0,,Enfidha - Hammamet International Airport,36.075833,10.438611
DTTA,197.0,197.0,100.0,0.0,0.0,600.0,600.0,283.0,515.0,710.0,1075.0,1199.0,-2.0388888888888888,-1.8083333333333333,-1.1083333333333334,-0.8416666666666667,-0.511111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,1199.0,96.95431472081218,0.0,95.43147208121827,4.060913705583756,0.5076142131979695,192.0,192.0,100.0,0.0,0.0,,,-1718.7,-1187.5,-930.5,-727.25,-492.69999999999993,,,,,,,,,,,,,,,,930.5,1718.7,97.91666666666667,,91.66666666666667,8.333333333333334,0.0,0.0,nm_inferred,197.0,100.0,,Tunis Carthage International Airport,36.851002,10.2272
DTTF,1.0,1.0,100.0,0.0,0.0,0.0,,1010.0,1010.0,1010.0,1010.0,1010.0,,,,,,,,,,,,,,,,1010.0,1010.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-1211.0,-1211.0,-1211.0,-1211.0,-1211.0,,,,,,,,,,,,,,,,1211.0,1211.0,100.0,,0.0,100.0,0.0,0.0,nm_inferred,1.0,100.0,,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836
DTTJ,83.0,83.0,100.0,0.0,0.0,600.0,600.0,26.000000000000007,345.0,705.0,2417.5,2690.2,-4.868703703703704,-4.170833333333333,-1.2166666666666666,-0.575,-0.043333333333333356,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.05777777777777777,730.0,2690.2,91.56626506024097,0.0,74.6987951807229,25.301204819277107,0.0,86.0,86.0,100.0,0.0,0.0,,,-2863.0,-2666.5,-1083.0,-456.75,195.0,,,,,,,,,,,,,,,,1083.0,2863.0,82.55813953488372,,76.74418604651163,23.25581395348837,0.0,0.0,nm_inferred,86.0,100.0,,Djerba Zarzis International Airport,33.873719,10.7773
DTTX,2.0,2.0,100.0,0.0,0.0,600.0,360.0,-455.5,-418.75,-357.5,-296.25,-259.5,0.4325,0.49375,0.5958333333333333,0.6979166666666667,0.7591666666666668,0.26,0.275,0.3,0.32499999999999996,0.33999999999999997,0.16,0.175,0.2,0.225,0.24,357.5,455.5,0.0,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-979.7,-821.75,-558.5,-295.25,-137.29999999999998,,,,,,,,,,,,,,,,558.5,979.7,100.0,,50.0,50.0,0.0,0.0,nm_inferred,2.0,100.0,,Sfax Thyna International Airport,34.717999,10.691
DTTZ,1.0,1.0,100.0,0.0,0.0,600.0,600.0,2315.0,2315.0,2315.0,2315.0,2315.0,-3.8583333333333334,-3.8583333333333334,-3.8583333333333334,-3.8583333333333334,-3.8583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315.0,2315.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-2562.0,-2562.0,-2562.0,-2562.0,-2562.0,,,,,,,,,,,,,,,,2562.0,2562.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293
EBAW,18.0,18.0,100.0,0.0,0.0,300.0,210.0,-307.0,-155.0,-90.0,-46.25,18.000000000000007,-0.06,0.15416666666666667,0.3,0.5166666666666667,1.0233333333333337,0.0,0.2,0.35,0.5,0.63,0.0,0.1375,0.20833333333333334,0.35,0.455,90.0,307.0000000000001,22.22222222222222,0.0,100.0,0.0,0.0,22.0,22.0,100.0,0.0,0.0,,,-28.5,16.25,70.0,143.75,184.5,,,,,,,,,,,,,,,,87.5,185.0,22.727272727272727,,90.9090909090909,0.0,9.090909090909092,0.0,nm_inferred,22.0,100.0,,Antwerp International Airport (Deurne),51.190667,4.463153
EBBR,843.0,843.0,100.0,0.0,100.0,660.0,40.0,-1189.0,-920.0,-725.0,-595.0,-505.0,0.9243939393939393,0.9722222222222222,1.044871794871795,1.1634615384615385,1.5522222222222235,0.75,0.9,1.0,1.0,1.0,0.5904040404040404,0.6944444444444444,0.7638888888888888,0.8245370370370371,0.875,740.0,1268.0000000000007,2.372479240806643,2.0166073546856467,95.01779359430606,4.6263345195729535,0.35587188612099646,802.0,799.0,99.62593516209476,0.0,99.75062344139651,300.0,15.0,234.00000000000006,300.0,375.0,475.0,626.0000000000002,1.0100694444444445,1.0595238095238095,1.125,1.25,1.5208333333333333,1.0,1.0,1.0,1.0,1.0,0.7211805555555556,0.7857142857142857,0.8333333333333334,0.875,0.9047619047619048,385.0,746.0000000000002,3.0037546933667083,5.639097744360902,92.14463840399003,7.231920199501247,0.24937655860349128,100.0,apdf,843.0,99.81296758104739,0.7971174494319757,Brussels Airport,50.901402,4.48444
EBCI,325.0,324.0,99.6923076923077,0.0,0.0,900.0,900.0,20.0,30.0,45.0,60.0,70.0,-0.09166666666666666,-0.07222222222222222,-0.05555555555555555,-0.03888888888888889,-0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,100.0,0.0,97.23076923076923,2.1538461538461537,0.3076923076923077,325.0,323.0,99.38461538461539,0.0,0.0,,,-44.599999999999994,-33.5,-20.0,-5.0,5.0,,,,,,,,,,,,,,,,21.0,45.0,87.61609907120743,,94.76923076923077,4.615384615384615,0.0,0.0,nm_inferred,325.0,99.53846153846155,,Brussels South Charleroi Airport,50.461963,4.459562
EBKT,9.0,9.0,100.0,0.0,0.0,900.0,900.0,13.0,25.0,40.0,40.0,55.0,-0.1983333333333333,-0.06111111111111111,-0.044444444444444446,-0.03888888888888889,-0.023333333333333327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,55.0,100.0,0.0,100.0,0.0,0.0,11.0,11.0,100.0,0.0,0.0,,,-45.0,-42.5,-28.0,-2.5,15.0,,,,,,,,,,,,,,,,28.0,45.0,72.72727272727273,,100.0,0.0,0.0,0.0,nm_inferred,11.0,100.0,,Kortrijk-Wevelgem International Airport,50.818878,3.209551
EBLG,105.0,105.0,100.0,0.0,0.0,900.0,900.0,30.0,40.0,60.0,75.0,85.0,-0.1111111111111111,-0.08333333333333333,-0.06547619047619048,-0.046536796536796536,-0.030382775119617227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,85.0,100.0,0.0,80.0,20.0,0.0,88.0,86.0,97.72727272727273,0.0,0.0,,,-38.5,-15.0,-5.5,10.0,25.0,,,,,,,,,,,,,,,,15.0,292.5,66.27906976744185,,60.22727272727273,36.36363636363637,1.1363636363636365,0.0,nm_inferred,105.0,98.86363636363637,,Liège Airport,50.638574,5.443897
EBMB,1.0,0.0,0.0,0.0,0.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,870.0,870.0,870.0,870.0,870.0,,,,,,,,,,,,,,,,870.0,870.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,50.0,,Melsbroek Air Base,50.913419,4.491005
EBOS,19.0,19.0,100.0,0.0,0.0,900.0,900.0,38.0,40.0,50.0,70.0,77.0,-0.11833333333333333,-0.09166666666666667,-0.06666666666666667,-0.044444444444444446,-0.04222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,77.0,100.0,0.0,94.73684210526316,5.2631578947368425,0.0,20.0,20.0,100.0,0.0,0.0,,,-106.0,-90.0,-85.0,-73.75,-49.49999999999999,,,,,,,,,,,,,,,,85.0,106.00000000000001,100.0,,85.0,15.0,0.0,0.0,nm_inferred,20.0,100.0,,Ostend-Bruges International Airport,51.1998,2.874673
EBSP,1.0,1.0,100.0,0.0,0.0,900.0,900.0,320.0,320.0,320.0,320.0,320.0,-0.35555555555555557,-0.35555555555555557,-0.35555555555555557,-0.35555555555555557,-0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,320.0,100.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Spa-La Sauvenière Airfield,50.482006,5.913434
EDAB,1.0,1.0,100.0,0.0,0.0,600.0,600.0,165.0,165.0,165.0,165.0,165.0,-0.275,-0.275,-0.275,-0.275,-0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,232.0,232.0,232.0,232.0,232.0,,,,,,,,,,,,,,,,232.0,232.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Bautzen Airfield,51.193611,14.519722
EDAC,1.0,1.0,100.0,0.0,0.0,600.0,600.0,90.0,90.0,90.0,90.0,90.0,-0.15,-0.15,-0.15,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,253.0,253.0,253.0,253.0,253.0,,,,,,,,,,,,,,,,253.0,253.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Leipzig–Altenburg Airport,50.981945,12.506389
EDAH,3.0,3.0,100.0,0.0,0.0,480.0,480.0,-43.0,-25.0,5.0,87.5,137.0,-0.28541666666666665,-0.18229166666666666,-0.010416666666666666,0.05208333333333333,0.08958333333333333,0.0,0.0,0.0,0.0625,0.1,0.0,0.0,0.0,0.052083333333333336,0.08333333333333334,55.0,147.0,66.66666666666667,0.0,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,,-177.5,-170.75,-159.5,-148.25,-141.5,,,,,,,,,,,,,,,,159.5,177.5,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Heringsdorf Airport,53.8787,14.1523
EDAZ,2.0,2.0,100.0,0.0,0.0,600.0,600.0,28.5,33.75,42.5,51.25,56.5,-0.09416666666666668,-0.08541666666666667,-0.07083333333333333,-0.05625,-0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,56.5,100.0,0.0,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,,37.6,50.5,72.0,334.5,492.0,,,,,,,,,,,,,,,,72.0,492.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Schönhagen Airfield,52.204631,13.159526
EDDB,774.0,760.0,98.19121447028424,0.0,99.6124031007752,583.0,480.5,-548.5999999999999,-300.5,-14.0,8.0,12.0,-0.021669197396963123,-0.012558869701726845,0.02584249823428514,0.5,0.9291638433392059,0.0,0.0,0.0625,0.32333333333333336,0.5,0.0,0.0,0.02441049353290749,0.13208189015338942,0.21454588405924496,22.0,567.7000000000002,41.578947368421055,0.0,94.44444444444444,3.359173126614987,0.3875968992248062,788.0,774.0,98.22335025380711,0.0,99.74619289340102,320.0,277.0,-2.0,2.0,27.0,181.0,276.4000000000001,-0.005178669451473404,0.005277044854881266,0.09644670050761421,0.75,1.042158495220475,0.0,0.07692307692307693,0.125,0.36363636363636365,0.6,0.0,0.014245014245014245,0.04054054054054054,0.11904761904761904,0.2045590165890918,36.0,299.4000000000001,19.50904392764858,0.0,92.38578680203045,5.456852791878172,0.38071065989847713,99.74619289340102,apdf,788.0,98.20728236204567,0.031893322714789805,Berlin Brandenburg Airport,52.361738,13.502341
