icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,dep_max_gap_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_reach_p10,dep_reach_p25,dep_reach_p50,dep_reach_p75,dep_reach_p90,dep_continuity_p10,dep_continuity_p25,dep_continuity_p50,dep_continuity_p75,dep_continuity_p90,dep_signal_p10,dep_signal_p25,dep_signal_p50,dep_signal_p75,dep_signal_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,arr_max_gap_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_reach_p10,arr_reach_p25,arr_reach_p50,arr_reach_p75,arr_reach_p90,arr_continuity_p10,arr_continuity_p25,arr_continuity_p50,arr_continuity_p75,arr_continuity_p90,arr_signal_p10,arr_signal_p25,arr_signal_p50,arr_signal_p75,arr_signal_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
EGHI,84.0,84.0,100.0,0.0,0.0,600.0,235.0,-757.0,-498.75,-385.0,-195.0,-111.49999999999999,0.18583333333333332,0.33125,0.6537037037037037,0.8527777777777777,1.3522222222222224,0.2,0.3,0.45,0.6,0.7416666666666667,0.14416666666666667,0.20833333333333334,0.26666666666666666,0.3715277777777778,0.44166666666666665,387.5,816.0000000000002,5.9523809523809526,0.0,97.61904761904762,1.1904761904761905,1.1904761904761905,86.0,86.0,100.0,0.0,0.0,,,66.0,98.5,134.0,187.25,245.5,,,,,,,,,,,,,,,,135.5,247.5,2.3255813953488373,,97.67441860465117,1.1627906976744187,1.1627906976744187,0.0,nm_inferred,86.0,100.0,,Southampton Airport,50.950298,-1.3568
EGHL,1.0,1.0,100.0,0.0,0.0,720.0,720.0,70.0,70.0,70.0,70.0,70.0,-0.09722222222222222,-0.09722222222222222,-0.09722222222222222,-0.09722222222222222,-0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,100.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Lasham Airfield,51.18744,-1.031663
EGHQ,20.0,20.0,100.0,0.0,0.0,660.0,160.0,-831.5,-728.75,-587.5,-447.0,-346.8,0.46611111111111114,0.5770833333333333,0.7888888888888889,0.9322916666666667,1.3858333333333335,0.46,0.5916666666666667,0.7791666666666667,0.8,0.8350000000000001,0.38166666666666665,0.4270833333333333,0.5833333333333334,0.6333333333333333,0.685,587.5,831.5000000000001,0.0,0.0,100.0,0.0,0.0,20.0,20.0,100.0,0.0,0.0,,,134.5,189.75,241.5,309.25,391.2000000000002,,,,,,,,,,,,,,,,261.0,552.0000000000002,5.0,,100.0,0.0,0.0,0.0,nm_inferred,20.0,100.0,,Cornwall Airport Newquay,50.440601,-4.99541
EGJA,11.0,9.0,81.81818181818181,0.0,0.0,600.0,600.0,8.0,20.0,35.0,50.0,56.0,-0.09333333333333332,-0.08333333333333333,-0.058333333333333334,-0.03333333333333333,-0.01333333333333333,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.003333333333333336,35.0,56.0,100.0,0.0,72.72727272727273,9.090909090909092,0.0,13.0,9.0,69.23076923076923,0.0,0.0,,,-590.6,-490.0,-334.0,-89.0,46.00000000000003,,,,,,,,,,,,,,,,334.0,590.6,77.77777777777777,,69.23076923076923,0.0,0.0,0.0,nm_inferred,13.0,75.52447552447552,,Alderney Airport,49.706104,-2.21472
EGJB,75.0,70.0,93.33333333333333,0.0,0.0,600.0,600.0,-5.0,5.0,20.0,35.0,45.0,-0.075,-0.058333333333333334,-0.03333333333333333,-0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.008333333333333333,22.5,45.50000000000001,85.71428571428571,0.0,89.33333333333333,1.3333333333333333,2.6666666666666665,72.0,68.0,94.44444444444444,0.0,0.0,,,118.7,169.75,215.5,293.25,432.6,,,,,,,,,,,,,,,,233.0,553.7000000000005,4.411764705882353,,91.66666666666667,0.0,2.7777777777777777,0.0,nm_inferred,75.0,93.88888888888889,,Guernsey Airport,49.435001,-2.60197
EGJJ,98.0,94.0,95.91836734693878,0.0,0.0,600.0,447.5,-468.5,-280.0,-62.5,0.0,25.0,-0.04652777777777777,0.0,0.13974358974358975,0.5416666666666666,1.2166666666666668,0.0,0.0,0.1,0.2,0.4550000000000004,0.0,0.0,0.039351851851851846,0.1109375,0.20694444444444446,74.5,480.50000000000006,27.659574468085108,0.0,94.89795918367346,0.0,1.0204081632653061,102.0,98.0,96.07843137254902,0.0,0.0,,,17.30000000000001,77.5,205.0,320.75,457.59999999999997,,,,,,,,,,,,,,,,216.5,469.59999999999997,7.142857142857143,,95.09803921568627,0.0,0.9803921568627451,0.0,nm_inferred,102.0,95.9983993597439,,Jersey Airport,49.207901,-2.19551
EGKB,75.0,74.0,98.66666666666667,0.0,0.0,600.0,600.0,-387.0,-43.75,52.5,70.0,90.0,-0.15,-0.12291666666666667,-0.0875,0.07291666666666667,0.645,0.0,0.0,0.0,0.037500000000000006,0.13500000000000015,0.0,0.0,0.0,0.0125,0.041666666666666664,70.0,387.0,74.32432432432432,0.0,96.0,0.0,2.6666666666666665,76.0,76.0,100.0,0.0,0.0,,,-27.5,-15.5,12.5,163.5,235.5,,,,,,,,,,,,,,,,30.0,255.0,47.36842105263158,,94.73684210526316,3.9473684210526314,1.3157894736842106,0.0,nm_inferred,76.0,99.33333333333334,,London Biggin Hill Airport,51.33079910279999,0.0324999988079
EGKK,1217.0,1216.0,99.9178307313065,0.0,97.78142974527528,1140.0,380.0,-1627.5,-1321.25,-1045.0,-765.0,-345.0,0.4217592592592593,0.7961805555555556,0.928030303030303,0.9810606060606061,1.0541666666666667,0.11986863711001641,0.3181818181818182,0.48461174242424243,0.6356837606837606,0.7635233918128654,0.05,0.1613235294117647,0.2976190476190476,0.4,0.5066773504273504,1060.0,1705.0,4.1118421052631575,0.08223684210526316,92.52259654889072,6.9843878389482335,0.4108463434675431,1201.0,1200.0,99.91673605328893,0.0,98.0849292256453,480.0,30.0,352.70000000000005,415.0,495.0,590.0,805.5000000000007,0.795050505050505,0.9404761904761905,1.0347222222222223,1.0952380952380953,1.1805555555555556,0.7857142857142857,0.9166666666666666,1.0,1.0,1.0,0.43291666666666667,0.5119047619047619,0.5833333333333334,0.6428571428571429,0.6770833333333334,497.5,845.0,1.4166666666666667,0.0,92.9225645295587,6.7443796835970025,0.2497918401332223,98.0849292256453,apdf,1217.0,99.91728339229772,0.4401118435136923,London Gatwick Airport,51.148744,-0.185739
EGLC,158.0,158.0,100.0,0.0,100.0,360.0,175.0,-343.0,-253.75,-170.0,-125.0,10.0,-0.02881944444444444,0.3898809523809524,0.51875,0.6458333333333334,0.7435185185185186,0.0,0.3,0.42857142857142855,0.5714285714285714,0.6428571428571429,0.0,0.13385416666666666,0.21064814814814814,0.28733766233766234,0.3361111111111112,170.0,343.0000000000001,10.759493670886076,0.0,100.0,0.0,0.0,158.0,158.0,100.0,0.0,100.0,180.0,85.0,38.50000000000001,60.0,112.5,170.0,215.0,0.25,0.3611111111111111,0.6666666666666666,1.0763888888888888,1.5541666666666671,0.25,0.4,0.5,0.75,0.9125000000000014,0.16666666666666666,0.25,0.3333333333333333,0.4166666666666667,0.5833333333333334,115.0,216.50000000000006,1.2658227848101267,0.0,99.36708860759494,0.6329113924050633,0.0,100.0,apdf,158.0,100.0,0.2719907407407407,London City Airport,51.505299,0.055278
EGLF,96.0,96.0,100.0,0.0,0.0,600.0,600.0,15.0,25.0,40.0,55.0,67.5,-0.1125,-0.09166666666666666,-0.06666666666666667,-0.041666666666666664,-0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,67.5,100.0,0.0,92.70833333333333,4.166666666666667,3.125,102.0,102.0,100.0,0.0,0.0,,,-34.8,-25.0,-15.0,0.0,15.0,,,,,,,,,,,,,,,,15.0,34.80000000000001,80.3921568627451,,97.05882352941177,1.9607843137254901,0.9803921568627451,0.0,nm_inferred,102.0,100.0,,Farnborough Airport,51.275799,-0.776333
EGLK,1.0,1.0,100.0,0.0,0.0,300.0,300.0,85.0,85.0,85.0,85.0,85.0,-0.2833333333333333,-0.2833333333333333,-0.2833333333333333,-0.2833333333333333,-0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,20.0,20.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Blackbushe Airport,51.323898,-0.8475
EGLL,1878.0,1874.0,99.78700745473908,0.0,99.84025559105432,1320.0,1320.0,15.0,25.0,40.0,55.0,65.0,-0.058141025641025634,-0.043333333333333335,-0.029411764705882353,-0.017406798245614037,-0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,65.0,98.34578441835646,0.0,86.5814696485623,13.205537806176784,0.0,1903.0,1896.0,99.63215974776668,0.0,99.7372569626905,420.0,405.0,-20.0,-5.0,15.0,30.0,45.0,-0.041666666666666664,-0.011904761904761904,0.025,0.06944444444444445,0.11666666666666667,0.0,0.0,0.07142857142857142,0.1111111111111111,0.16666666666666666,0.0,0.0,0.03333333333333333,0.07142857142857142,0.1111111111111111,20.0,55.0,35.70675105485232,0.0,88.75459800315292,10.877561744613768,0.0,99.84025559105432,apdf,1903.0,99.70958360125289,0.016618263933542148,London Heathrow Airport,51.470748,-0.459909
EGMC,40.0,40.0,100.0,0.0,0.0,600.0,600.0,40.0,50.0,70.0,80.0,90.5,-0.25166666666666665,-0.17857142857142858,-0.12121212121212122,-0.08333333333333333,-0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,90.5,100.0,0.0,87.5,12.5,0.0,40.0,40.0,100.0,0.0,0.0,,,-37.5,-33.0,-17.5,1.0,4.100000000000001,,,,,,,,,,,,,,,,18.0,37.50000000000001,72.5,,92.5,7.5,0.0,0.0,nm_inferred,40.0,100.0,,London Southend Airport,51.570562,0.693627
EGMD,1.0,1.0,100.0,0.0,0.0,600.0,600.0,60.0,60.0,60.0,60.0,60.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-46.0,-46.0,-46.0,-46.0,-46.0,,,,,,,,,,,,,,,,46.0,46.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Lydd London Ashford Airport,50.956246,0.939074
EGNH,2.0,2.0,100.0,0.0,0.0,600.0,305.0,-335.0,-320.0,-295.0,-270.0,-255.0,0.425,0.44999999999999996,0.49166666666666664,0.5333333333333333,0.5583333333333333,0.465,0.4875,0.525,0.5625,0.585,0.375,0.4,0.44166666666666665,0.48333333333333334,0.5083333333333333,295.0,335.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,182.0,182.0,182.0,182.0,182.0,,,,,,,,,,,,,,,,182.0,182.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Blackpool Airport,53.771702,-3.02861
EGNJ,10.0,10.0,100.0,0.0,0.0,540.0,540.0,-24.0,-14.5,8.0,22.5,43.49999999999997,-0.08055555555555555,-0.041666666666666664,-0.013425925925925928,0.022222222222222223,0.03999999999999999,0.0,0.0,0.0,0.049999999999999996,0.05666666666666666,0.0,0.0,0.0,0.024999999999999998,0.03999999999999999,17.5,65.99999999999997,60.0,0.0,100.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,,,-573.9,-24.25,-2.5,4.25,7.599999999999998,,,,,,,,,,,,,,,,10.0,573.8999999999999,50.0,,100.0,0.0,0.0,0.0,nm_inferred,10.0,100.0,,Humberside Airport,53.576152,-0.34954
EGNM,200.0,200.0,100.0,0.0,0.0,600.0,185.0,-896.5,-731.25,-585.0,-450.0,-85.0,0.14833333333333334,0.6194444444444445,0.8833333333333333,1.1583333333333332,1.4100000000000001,0.24000000000000005,0.45,0.6,0.8,0.95,0.13777777777777778,0.2833333333333333,0.4,0.5625,0.6683333333333334,607.5,1051.5,4.5,0.0,91.0,8.5,0.5,190.0,190.0,100.0,0.0,0.0,,,146.4,180.25,215.5,260.75,335.2,,,,,,,,,,,,,,,,218.0,339.4999999999999,2.1052631578947367,,94.21052631578948,5.2631578947368425,0.5263157894736842,0.0,nm_inferred,200.0,100.0,,Leeds Bradford Airport,53.865898,-1.66057
EGNO,1.0,1.0,100.0,0.0,0.0,600.0,525.0,-75.0,-75.0,-75.0,-75.0,-75.0,0.125,0.125,0.125,0.125,0.125,0.15,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,75.0,75.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,10.0,10.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Warton Aerodrome,53.745098,-2.88306
EGNR,2.0,2.0,100.0,0.0,0.0,600.0,105.0,-5561.2,-4730.5,-3346.0,-1961.5,-1130.7999999999997,1.8846666666666667,3.269166666666667,5.576666666666666,7.884166666666666,9.268666666666666,0.5850000000000001,0.6375000000000001,0.7250000000000001,0.8125,0.865,0.19333333333333333,0.2583333333333333,0.3666666666666667,0.47500000000000003,0.54,3346.0,5561.2,0.0,0.0,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,,356.2,358.0,361.0,367.0,370.6,,,,,,,,,,,,,,,,361.0,370.6,0.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Hawarden Airport,53.178101,-2.97778
EGNS,85.0,85.0,100.0,0.0,0.0,600.0,600.0,160.0,170.0,185.0,205.0,220.0,-0.37962962962962965,-0.35185185185185186,-0.31666666666666665,-0.2962962962962963,-0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,220.0,100.0,0.0,96.47058823529412,1.1764705882352942,2.3529411764705883,83.0,83.0,100.0,0.0,0.0,,,-391.4,-279.0,-139.0,-34.0,-18.200000000000003,,,,,,,,,,,,,,,,139.0,391.4,95.18072289156626,,98.79518072289157,0.0,1.2048192771084338,0.0,nm_inferred,85.0,100.0,,Isle of Man Airport,54.083081,-4.623871
EGNT,216.0,215.0,99.53703703703704,0.0,99.53703703703704,720.0,105.0,-1100.0,-837.5,-670.0,-560.0,-485.0,0.803030303030303,0.8731060606060606,0.9212962962962963,0.9696969696969697,1.4777777777777774,0.5685714285714285,0.6785714285714286,0.8181818181818182,0.9,0.9545454545454546,0.4038888888888889,0.5,0.5989583333333334,0.6872895622895623,0.7611111111111111,690.0,1165.0,2.3255813953488373,0.0,92.5925925925926,6.481481481481482,0.46296296296296297,204.0,204.0,100.0,0.0,100.0,240.0,15.0,155.0,193.75,230.0,290.0,438.5000000000001,0.4666666666666667,0.8652777777777778,1.0625,1.3055555555555556,1.7888888888888899,0.5,0.8645833333333334,1.0,1.0,1.0,0.36738095238095236,0.5922619047619048,0.7805555555555556,0.90625,0.9916666666666671,235.0,488.5000000000001,1.9607843137254901,15.196078431372548,93.13725490196079,5.882352941176471,0.9803921568627451,100.0,apdf,216.0,99.76851851851852,0.6881602848508231,Newcastle International Airport,55.037958,-1.689577
EGNV,14.0,14.0,100.0,0.0,0.0,540.0,527.5,-20.5,-8.25,9.0,36.25,93.00000000000004,-0.1475,-0.06197916666666666,-0.01875,0.012916666666666667,0.03541666666666669,0.0,0.0,0.0,0.04791666666666667,0.08875000000000005,0.0,0.0,0.0,0.01423611111111111,0.03541666666666669,20.0,97.50000000000003,64.28571428571429,0.0,100.0,0.0,0.0,13.0,13.0,100.0,0.0,0.0,,,-28.8,-23.0,45.0,76.0,121.00000000000003,,,,,,,,,,,,,,,,63.0,121.00000000000003,46.15384615384615,,100.0,0.0,0.0,0.0,nm_inferred,14.0,100.0,,Teesside International Airport,54.509201,-1.42941
EGNX,243.0,243.0,100.0,0.0,0.0,600.0,100.0,-1082.0,-802.5,-655.0,-547.5,-346.9999999999996,0.5622222222222223,0.7638888888888888,1.0069444444444444,1.2972222222222223,1.6950000000000003,0.5066666666666667,0.6666666666666666,0.8333333333333334,0.95,1.0,0.3588888888888889,0.4638888888888889,0.5916666666666667,0.7,0.7916666666666666,660.0,1135.0000000000002,1.2345679012345678,0.411522633744856,90.53497942386831,8.23045267489712,1.2345679012345678,227.0,226.0,99.55947136563877,0.0,0.0,,,155.5,193.0,240.0,287.75,420.0,,,,,,,,,,,,,,,,241.0,444.0,0.8849557522123894,,91.62995594713657,6.607929515418502,1.3215859030837005,0.0,nm_inferred,243.0,99.77973568281939,,East Midlands Airport,52.8311,-1.32806
EGPA,22.0,19.0,86.36363636363636,0.0,0.0,600.0,600.0,786.0,840.0,985.0,1042.5,1096.0,-1.8266666666666667,-1.7375,-1.6416666666666666,-1.4,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,1096.0,100.0,0.0,86.36363636363636,0.0,0.0,20.0,17.0,85.0,0.0,0.0,,,-1165.6,-957.0,-897.0,-782.0,-744.4,,,,,,,,,,,,,,,,897.0,1165.6,100.0,,85.0,0.0,0.0,0.0,nm_inferred,22.0,85.68181818181819,,Kirkwall Airport,58.957903,-2.905077
EGPB,26.0,23.0,88.46153846153847,0.0,0.0,600.0,600.0,1207.0,1315.0,1440.0,1572.5,1683.0,-2.805,-2.6208333333333336,-2.4,-2.191666666666667,-2.0116666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1683.0,100.0,0.0,88.46153846153847,0.0,0.0,28.0,24.0,85.71428571428571,0.0,0.0,,,-1547.1,-1455.75,-1317.5,-1228.0,-1137.8,,,,,,,,,,,,,,,,1317.5,1547.1,100.0,,85.71428571428571,0.0,0.0,0.0,nm_inferred,28.0,87.08791208791209,,Sumburgh Airport,59.878899,-1.29556
EGPC,2.0,0.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,Wick John O'Groats Airport,58.4589,-3.09306
EGPD,123.0,120.0,97.5609756097561,0.0,0.0,600.0,370.0,-621.0,-481.25,-237.5,-63.75,50.0,-0.08333333333333333,0.10625000000000001,0.37222222222222223,0.7677083333333334,1.0516666666666667,0.0,0.1,0.35,0.5104166666666666,0.75,0.0,0.05625,0.21666666666666667,0.35,0.44333333333333347,245.0,641.0000000000001,20.0,0.0,92.6829268292683,4.065040650406504,0.8130081300813008,121.0,119.0,98.34710743801652,0.0,0.0,,,76.2,117.0,167.0,221.0,263.4,,,,,,,,,,,,,,,,167.0,265.6,5.042016806722689,,95.04132231404958,2.479338842975207,0.8264462809917356,0.0,nm_inferred,123.0,97.9540415238863,,Aberdeen International Airport,57.2019,-2.19778
EGPE,54.0,54.0,100.0,0.0,0.0,600.0,600.0,30.0,55.0,75.0,98.75,123.50000000000001,-0.2345238095238095,-0.17916666666666664,-0.125,-0.08025793650793651,-0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,123.50000000000001,96.29629629629629,0.0,100.0,0.0,0.0,58.0,57.0,98.27586206896552,0.0,0.0,,,-519.2,-449.0,-399.0,-333.0,-115.0,,,,,,,,,,,,,,,,399.0,519.1999999999999,100.0,,96.55172413793103,0.0,1.7241379310344827,0.0,nm_inferred,58.0,99.13793103448276,,Inverness Airport,57.5425,-4.0475
EGPF,332.0,332.0,100.0,0.0,0.0,600.0,175.0,-913.5,-695.0,-552.5,-430.0,-240.99999999999966,0.4016666666666667,0.6583333333333333,0.85625,1.0916666666666666,1.5,0.3,0.4534090909090909,0.65,0.8,0.95,0.2,0.3151515151515151,0.45,0.5680555555555555,0.6666666666666666,560.0,949.0000000000003,2.710843373493976,0.0,93.97590361445783,5.120481927710843,0.9036144578313253,319.0,319.0,100.0,0.0,0.0,,,115.0,165.0,220.0,303.0,425.0,,,,,,,,,,,,,,,,223.0,500.2,3.761755485893417,,91.53605015673982,7.523510971786834,0.9404388714733543,0.0,nm_inferred,332.0,100.0,,Glasgow Airport,55.871899,-4.43306
EGPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,,-18.0,-18.0,-18.0,-18.0,-18.0,,,,,,,,,,,,,,,,18.0,18.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Cumbernauld Airport,55.974701,-3.97556
EGPH,589.0,588.0,99.830220713073,0.0,99.830220713073,780.0,530.0,-840.0,-605.0,-285.0,-40.0,40.0,-0.041666666666666664,0.05044934640522876,0.3799189814814815,0.7713068181818182,0.9008680555555556,0.0,0.041666666666666664,0.1,0.16666666666666666,0.301666666666667,0.0,0.015151515151515152,0.04411764705882353,0.08333333333333333,0.13712121212121228,307.5,861.5000000000003,22.108843537414966,0.0,95.07640067911714,4.753820033955857,0.0,585.0,584.0,99.82905982905983,0.0,99.82905982905983,360.0,270.0,10.0,30.0,100.0,340.0,540.0,0.022943722943722947,0.08333333333333333,0.31666666666666665,0.9369047619047619,1.078125,0.07142857142857142,0.1111111111111111,0.20833333333333334,0.35714285714285715,0.5,0.030492424242424244,0.06481481481481481,0.125,0.1875,0.268821548821549,100.0,545.0,6.164383561643835,0.0,95.21367521367522,4.615384615384615,0.0,99.830220713073,apdf,589.0,99.82964027106641,0.08441476934685763,Edinburgh Airport,55.950145,-3.372288
EGPI,5.0,5.0,100.0,0.0,0.0,600.0,600.0,146.0,155.0,185.0,200.0,215.0,-0.35833333333333334,-0.3333333333333333,-0.30833333333333335,-0.25833333333333336,-0.24333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,215.0,100.0,0.0,100.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,,,-576.0,-538.0,-441.0,-414.5,-394.5,,,,,,,,,,,,,,,,441.0,576.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,6.0,100.0,,Islay Airport,55.682708,-6.257525
EGPK,35.0,34.0,97.14285714285714,0.0,0.0,900.0,900.0,-15.0,1.25,20.0,35.0,48.5,-0.06027777777777778,-0.04861111111111111,-0.025,-0.001388888888888889,0.016666666666666666,0.0,0.0,0.0,0.0,0.04499999999999999,0.0,0.0,0.0,0.0,0.016666666666666666,22.5,50.0,76.47058823529412,0.0,82.85714285714286,14.285714285714286,0.0,35.0,34.0,97.14285714285714,0.0,0.0,,,-52.4,-47.0,-34.5,-22.0,-12.900000000000002,,,,,,,,,,,,,,,,34.5,52.4,100.0,,94.28571428571429,2.857142857142857,0.0,0.0,nm_inferred,35.0,97.14285714285714,,Glasgow Prestwick Airport,55.501499,-4.577182
EGPL,6.0,4.0,66.66666666666667,0.0,0.0,600.0,600.0,498.0,502.5,605.0,716.25,736.5,-1.2275,-1.19375,-1.0083333333333333,-0.8375,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,736.5,100.0,0.0,66.66666666666667,0.0,0.0,6.0,4.0,66.66666666666667,0.0,0.0,,,-1185.6,-1101.0,-1030.0,-985.75,-949.3,,,,,,,,,,,,,,,,1030.0,1185.6000000000001,100.0,,66.66666666666667,0.0,0.0,0.0,nm_inferred,6.0,66.66666666666667,,Benbecula Airport,57.481098,-7.36278
EGPN,7.0,7.0,100.0,0.0,0.0,600.0,600.0,14.000000000000002,22.5,25.0,35.5,44.0,-0.07333333333333333,-0.059166666666666666,-0.041666666666666664,-0.0375,-0.02666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,44.0,100.0,0.0,100.0,0.0,0.0,9.0,9.0,100.0,0.0,0.0,,,-210.0,-181.0,-143.0,-124.0,-109.6,,,,,,,,,,,,,,,,143.0,210.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,9.0,100.0,,Dundee Airport,56.452499,-3.02583
EGPO,17.0,14.0,82.3529411764706,0.0,0.0,600.0,600.0,492.0,540.0,760.0,931.25,1009.5,-1.6824999999999999,-1.5520833333333333,-1.2666666666666666,-0.9,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,1009.5,100.0,0.0,82.3529411764706,0.0,0.0,17.0,15.0,88.23529411764706,0.0,0.0,,,-1166.6,-1069.5,-955.0,-855.5,-795.0,,,,,,,,,,,,,,,,955.0,1166.6,100.0,,88.23529411764706,0.0,0.0,0.0,nm_inferred,17.0,85.29411764705883,,Stornoway Airport,58.215599,-6.33111
EGPR,6.0,6.0,100.0,0.0,0.0,600.0,600.0,1622.5,1695.0,1715.0,2061.25,2187.5,-3.645833333333333,-3.435416666666667,-2.8583333333333334,-2.825,-2.7041666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715.0,2187.5,100.0,0.0,83.33333333333333,0.0,16.666666666666668,6.0,6.0,100.0,0.0,0.0,,,-1854.0,-1798.5,-1765.0,-1717.25,-1648.0,,,,,,,,,,,,,,,,1765.0,1854.0,100.0,,83.33333333333333,0.0,16.666666666666668,0.0,nm_inferred,6.0,100.0,,Barra Airport,57.0228,-7.44306
EGPU,6.0,6.0,100.0,0.0,0.0,600.0,600.0,872.5,920.0,955.0,1001.25,1175.0,-1.9583333333333335,-1.66875,-1.5916666666666668,-1.5333333333333332,-1.4541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,1175.0,100.0,0.0,83.33333333333333,0.0,16.666666666666668,6.0,6.0,100.0,0.0,0.0,,,-1060.0,-939.75,-915.5,-886.75,-858.5,,,,,,,,,,,,,,,,915.5,1060.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,6.0,100.0,,Tiree Airport,56.499199,-6.86917
EGSC,1.0,1.0,100.0,0.0,0.0,600.0,600.0,35.0,35.0,35.0,35.0,35.0,-0.058333333333333334,-0.058333333333333334,-0.058333333333333334,-0.058333333333333334,-0.058333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,-61.0,-61.0,-61.0,-61.0,-61.0,,,,,,,,,,,,,,,,61.0,61.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Cambridge City Airport,52.205002,0.175
