rank,icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,dep_max_gap_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_reach_p10,dep_reach_p25,dep_reach_p50,dep_reach_p75,dep_reach_p90,dep_continuity_p10,dep_continuity_p25,dep_continuity_p50,dep_continuity_p75,dep_continuity_p90,dep_signal_p10,dep_signal_p25,dep_signal_p50,dep_signal_p75,dep_signal_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,arr_max_gap_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_reach_p10,arr_reach_p25,arr_reach_p50,arr_reach_p75,arr_reach_p90,arr_continuity_p10,arr_continuity_p25,arr_continuity_p50,arr_continuity_p75,arr_continuity_p90,arr_signal_p10,arr_signal_p25,arr_signal_p50,arr_signal_p75,arr_signal_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
226,UZTT,69.0,68.0,98.55072463768116,0.0,0.0,600.0,,8331.5,8533.75,8867.5,11797.5,18481.000000000004,,,,,,,,,,,,,,,,8867.5,18481.000000000004,100.0,,71.01449275362319,27.536231884057973,0.0,66.0,65.0,98.48484848484848,0.0,0.0,,,-13628.0,-12329.0,-7090.0,-6714.0,-6546.4,,,,,,,,,,,,,,,,7090.0,13628.0,100.0,,66.66666666666667,31.818181818181817,0.0,0.0,nm_inferred,69.0,98.51778656126481,,,,
227,VTBS,67.0,65.0,97.01492537313433,0.0,0.0,1140.0,,25329.0,25685.0,33070.0,34085.0,34906.0,,,,,,,,,,,,,,,,33070.0,34906.0,100.0,,25.37313432835821,68.65671641791045,2.985074626865672,73.0,73.0,100.0,0.0,0.0,,,-28843.6,-28495.0,-28189.0,-27174.0,-22716.0,,,,,,,,,,,,,,,,28189.0,28843.6,100.0,,24.65753424657534,75.34246575342466,0.0,0.0,nm_inferred,73.0,98.50746268656717,,,,
228,EKYT,68.0,67.0,98.52941176470588,0.0,0.0,600.0,,5.0,15.0,30.0,45.0,65.0,,,,,,,,,,,,,,,,30.0,65.0,94.02985074626865,,94.11764705882354,4.411764705882353,0.0,66.0,65.0,98.48484848484848,0.0,0.0,,,237.0,245.0,260.0,280.0,285.0,,,,,,,,,,,,,,,,260.0,290.0,3.076923076923077,,93.93939393939394,4.545454545454546,0.0,0.0,nm_inferred,68.0,98.50713012477718,,Aalborg Airport,57.094763,9.84993
229,LCLK,325.0,318.0,97.84615384615384,0.0,0.0,600.0,,-648.0,-27.5,110.0,168.75,1532.9,,,,,,,,,,,,,,,,155.0,1781.000000000001,74.52830188679245,,78.46153846153847,18.153846153846153,1.2307692307692308,328.0,325.0,99.08536585365853,0.0,0.0,,,-541.0,-55.0,115.0,335.0,520.0,,,,,,,,,,,,,,,,250.0,1275.0000000000132,31.076923076923077,,80.79268292682927,17.378048780487806,0.9146341463414634,0.0,nm_inferred,328.0,98.46575984990619,,Larnaca International Airport,34.875099,33.624901
230,GVAC,31.0,30.0,96.7741935483871,0.0,0.0,600.0,,6057.0,6112.5,6162.5,6425.0,7200.5000000000055,,,,,,,,,,,,,,,,6162.5,7200.5000000000055,100.0,,77.41935483870968,19.35483870967742,0.0,30.0,30.0,100.0,0.0,0.0,,,-10719.9,-6893.75,-6571.5,-6462.5,-6318.5,,,,,,,,,,,,,,,,6571.5,10719.9,100.0,,83.33333333333333,16.666666666666668,0.0,0.0,nm_inferred,31.0,98.38709677419355,,,,
231,ZGGG,30.0,29.0,96.66666666666667,0.0,0.0,600.0,,28092.0,29385.0,31025.0,35105.0,36905.0,,,,,,,,,,,,,,,,31025.0,36905.0,100.0,,50.0,46.666666666666664,0.0,35.0,35.0,100.0,0.0,0.0,,,-31518.6,-30813.0,-29717.0,-26128.0,-25674.8,,,,,,,,,,,,,,,,29717.0,31518.600000000002,100.0,,48.57142857142857,51.42857142857143,0.0,0.0,nm_inferred,35.0,98.33333333333334,,,,
232,ESNU,30.0,29.0,96.66666666666667,0.0,0.0,600.0,,229.0,270.0,330.0,380.0,892.9999999999999,,,,,,,,,,,,,,,,330.0,892.9999999999999,100.0,,90.0,6.666666666666667,0.0,32.0,32.0,100.0,0.0,0.0,,,-522.5,-462.25,-410.5,-369.75,-211.6,,,,,,,,,,,,,,,,410.5,522.5,100.0,,96.875,3.125,0.0,0.0,nm_inferred,32.0,98.33333333333334,,Umeå Airport,63.791801,20.282801
233,LDZA,206.0,202.0,98.05825242718447,0.0,31.55339805825243,600.0,660.0,90.0,111.25,135.0,175.0,225.0,-0.42916666666666664,-0.3125,-0.2222222222222222,-0.17424242424242425,-0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,225.0,100.0,0.0,86.89320388349515,9.70873786407767,1.4563106796116505,206.0,203.0,98.54368932038835,0.0,32.5242718446602,240.0,240.0,-292.4,-196.0,-105.0,89.5,140.0,-1.7,-0.825,-0.4375,-0.06875,0.4366666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4516666666666666,134.0,292.4000000000001,70.93596059113301,0.0,91.74757281553399,5.339805825242719,1.4563106796116505,32.5242718446602,nm_inferred,206.0,98.30097087378641,0.0,Zagreb Franjo Tuđman International Airport,45.742901,16.0688
234,LRCL,119.0,117.0,98.31932773109244,0.0,0.0,600.0,,170.0,190.0,230.0,255.0,323.0000000000001,,,,,,,,,,,,,,,,230.0,323.0000000000001,100.0,,89.91596638655462,8.403361344537815,0.0,116.0,114.0,98.27586206896552,0.0,0.0,,,-317.0,-208.75,-60.0,45.0,79.4,,,,,,,,,,,,,,,,85.0,317.0,64.03508771929825,,85.34482758620689,12.931034482758621,0.0,0.0,nm_inferred,119.0,98.29759490002898,,Avram Iancu Cluj International Airport,46.786042,23.685733
235,HEGN,259.0,256.0,98.84169884169884,0.0,0.0,900.0,,1559.5,1892.5,2840.0,4857.5,6855.0,,,,,,,,,,,,,,,,2840.0,6855.0,100.0,,69.11196911196912,29.72972972972973,0.0,265.0,259.0,97.73584905660377,0.0,0.0,,,-5127.4,-3826.5,-1607.0,-1253.0,-1083.3999999999999,,,,,,,,,,,,,,,,1607.0,5127.400000000001,100.0,,73.9622641509434,23.77358490566038,0.0,0.0,nm_inferred,265.0,98.2887739491513,,Hurghada International Airport,27.176776,33.796692
236,EDDB,774.0,760.0,98.19121447028424,0.0,3.7467700258397936,480.0,230.0,-545.0,-320.0,10.0,45.0,70.0,-0.037257121297868324,-0.005915200088132419,0.031477460927170756,0.4214988058000762,0.8557105553460964,0.0,0.0,0.13068181818181818,0.5841346153846154,0.7937062937062938,0.0,0.0,0.07623957876261518,0.5143460230881309,0.7269870540418486,70.0,820.0000000000011,53.1578947368421,0.0,86.17571059431525,11.11111111111111,0.9043927648578811,788.0,774.0,98.22335025380711,0.0,4.695431472081219,289.0,5.0,-16.399999999999977,279.0,398.0,496.0,592.4000000000001,0.7612318610987897,0.9641041394237273,1.8187215010998936,2.1147819783651167,2.4275420425437133,0.7741258741258742,0.9791666666666666,1.0,1.0,1.0,0.8044729978584939,0.981146730687756,0.9882301455684541,1.0,1.0026102572669564,435.0,666.4000000000001,10.594315245478036,78.125,85.91370558375634,11.421319796954315,0.8883248730964467,4.695431472081219,nm_inferred,788.0,98.20728236204567,0.5226933939161512,Berlin Brandenburg Airport,52.361738,13.502341
237,LTBS,209.0,207.0,99.04306220095694,0.0,0.0,720.0,,220.0,245.0,290.0,432.5,613.0000000000001,,,,,,,,,,,,,,,,290.0,613.0000000000001,99.51690821256038,,82.29665071770334,16.74641148325359,0.0,216.0,210.0,97.22222222222223,0.0,0.0,,,-735.9999999999998,-418.75,-315.0,-143.75,-74.00000000000006,,,,,,,,,,,,,,,,315.0,735.9999999999993,94.28571428571429,,76.38888888888889,20.37037037037037,0.46296296296296297,0.0,nm_inferred,216.0,98.13264221158958,,Dalaman International Airport,36.7131,28.7925
238,LFKF,79.0,78.0,98.73417721518987,0.0,0.0,600.0,,120.0,136.25,160.0,185.0,215.0,,,,,,,,,,,,,,,,160.0,215.0,100.0,,91.13924050632912,3.7974683544303796,3.7974683544303796,80.0,78.0,97.5,0.0,0.0,,,-351.3,-276.75,-83.5,95.25,148.79999999999998,,,,,,,,,,,,,,,,178.5,351.3,55.12820512820513,,95.0,2.5,0.0,0.0,nm_inferred,80.0,98.11708860759494,,Figari Sud-Corse Airport,41.50185,9.097092
239,EFOU,26.0,25.0,96.15384615384616,0.0,0.0,480.0,,2.0000000000000018,10.0,25.0,40.0,50.0,,,,,,,,,,,,,,,,25.0,50.0,92.0,,84.61538461538461,11.538461538461538,0.0,25.0,25.0,100.0,0.0,0.0,,,-5.1999999999999815,227.0,269.0,278.0,293.6,,,,,,,,,,,,,,,,275.0,296.6,12.0,,88.0,12.0,0.0,0.0,nm_inferred,26.0,98.07692307692308,,Oulu Airport,64.930099,25.354601
240,EPGD,277.0,270.0,97.47292418772564,0.0,0.0,600.0,,0.0,15.0,30.0,1282.5,2777.0,,,,,,,,,,,,,,,,30.0,2777.0,93.70370370370371,,77.61732851985559,19.494584837545126,0.36101083032490977,276.0,272.0,98.55072463768116,0.0,0.0,,,-1497.5,-325.0,237.5,275.0,294.5,,,,,,,,,,,,,,,,275.0,1497.5000000000005,41.1764705882353,,83.69565217391305,14.855072463768115,0.0,0.0,nm_inferred,277.0,98.01182441270339,,Gdańsk Lech Wałęsa Airport,54.377602,18.4662
241,LDPL,50.0,49.0,98.0,0.0,0.0,420.0,,-427.99999999999994,35.0,60.0,100.0,2358.0000000000005,,,,,,,,,,,,,,,,85.0,2523.0000000000005,81.63265306122449,,84.0,12.0,2.0,50.0,49.0,98.0,0.0,0.0,,,-18.199999999999985,155.0,225.0,261.0,544.8000000000001,,,,,,,,,,,,,,,,237.0,578.2,12.244897959183673,,84.0,8.0,6.0,0.0,nm_inferred,50.0,98.0,,Pula Airport,44.893501,13.9222
242,EGPD,123.0,120.0,97.5609756097561,0.0,0.0,600.0,,-621.0,-481.25,-237.5,-65.0,45.50000000000004,,,,,,,,,,,,,,,,240.0,621.0000000000001,19.166666666666668,,80.48780487804878,16.260162601626018,0.8130081300813008,121.0,119.0,98.34710743801652,0.0,0.0,,,273.4,410.0,480.0,541.0,706.8000000000006,,,,,,,,,,,,,,,,489.0,1790.4,2.5210084033613445,,85.9504132231405,11.570247933884298,0.8264462809917356,0.0,nm_inferred,123.0,97.9540415238863,,Aberdeen International Airport,57.2019,-2.19778
243,RJAA,24.0,23.0,95.83333333333333,0.0,0.0,600.0,,37390.0,39662.5,43377.0,44287.5,45373.0,,,,,,,,,,,,,,,,43377.0,45373.0,100.0,,66.66666666666667,29.166666666666668,0.0,30.0,30.0,100.0,0.0,0.0,,,-36347.0,-36024.25,-35554.5,-34968.75,-30140.5,,,,,,,,,,,,,,,,35554.5,36347.0,100.0,,36.666666666666664,63.333333333333336,0.0,0.0,nm_inferred,30.0,97.91666666666666,,,,
244,CYHZ,24.0,23.0,95.83333333333333,0.0,0.0,540.0,,13574.0,13785.0,14275.0,14697.5,15420.0,,,,,,,,,,,,,,,,14275.0,15420.0,100.0,,91.66666666666667,4.166666666666667,0.0,20.0,20.0,100.0,0.0,0.0,,,-20286.3,-18684.75,-17547.5,-16884.75,-16556.1,,,,,,,,,,,,,,,,17547.5,20286.300000000003,100.0,,80.0,20.0,0.0,0.0,nm_inferred,24.0,97.91666666666666,,,,
245,LGHI,24.0,23.0,95.83333333333333,0.0,0.0,300.0,,196.0,292.5,390.0,512.5,615.6,,,,,,,,,,,,,,,,390.0,615.6,100.0,,95.83333333333333,0.0,0.0,23.0,23.0,100.0,0.0,0.0,,,-292.0,-228.5,-190.0,-163.5,-122.79999999999998,,,,,,,,,,,,,,,,190.0,292.0,95.65217391304348,,95.65217391304348,0.0,4.3478260869565215,0.0,nm_inferred,24.0,97.91666666666666,,Chios Island National Airport,38.34320068359375,26.140600204467773
246,LJLJ,92.0,90.0,97.82608695652173,0.0,41.30434782608695,660.0,600.0,34.9,46.0,70.0,95.75,120.50000000000004,-0.328743961352657,-0.11129032258064517,-0.08661417322834646,-0.05835240274599542,-0.043125000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,120.50000000000004,100.0,0.0,84.78260869565217,10.869565217391305,2.1739130434782608,92.0,90.0,97.82608695652173,0.0,26.08695652173913,181.5,5.0,38.00000000000003,248.25,269.0,284.75,293.20000000000005,0.9128120478053486,1.047082228116711,1.3676470588235294,1.6421436588103253,1.9809302325581395,1.0,1.0,1.0,1.0,1.0,0.9798622151563328,0.9874695485409215,1.0,1.004185932464621,1.0137591223911124,273.0,307.30000000000047,10.0,91.30434782608695,82.6086956521739,14.130434782608695,1.0869565217391304,41.30434782608695,nm_inferred,92.0,97.82608695652173,0.48913043478260865,Ljubljana Jože Pučnik Airport,46.223701,14.4576
247,LGRP,360.0,353.0,98.05555555555556,0.0,0.0,600.0,,-1006.6,-755.0,-572.0,-386.0,-159.5999999999998,,,,,,,,,,,,,,,,595.0,1250.6000000000001,6.515580736543909,,78.05555555555556,19.166666666666668,0.8333333333333334,374.0,365.0,97.59358288770053,0.0,0.0,,,416.8,517.0,604.0,725.0,869.0000000000001,,,,,,,,,,,,,,,,611.0,894.8000000000001,2.191780821917808,,77.27272727272727,19.25133689839572,1.0695187165775402,0.0,nm_inferred,374.0,97.82456922162805,,"Rhodes International Airport ""Diagoras""",36.405399,28.086201
248,LGPA,46.0,45.0,97.82608695652173,0.0,0.0,300.0,,77.0,95.0,175.0,255.0,478.0,,,,,,,,,,,,,,,,175.0,478.0,97.77777777777777,,97.82608695652173,0.0,0.0,45.0,44.0,97.77777777777777,0.0,0.0,,,162.8,265.5,368.5,436.25,486.6000000000001,,,,,,,,,,,,,,,,368.5,486.6000000000001,4.545454545454546,,97.77777777777777,0.0,0.0,0.0,nm_inferred,46.0,97.80193236714976,,Paros National Airport,37.020495,25.113195
249,SBGR,67.0,65.0,97.01492537313433,0.0,0.0,600.0,,24876.6,25270.0,26457.0,32253.0,34120.2,,,,,,,,,,,,,,,,26457.0,34120.2,100.0,,83.58208955223881,13.432835820895523,0.0,66.0,65.0,98.48484848484848,0.0,0.0,,,-36177.2,-30989.0,-28452.0,-27524.0,-26968.0,,,,,,,,,,,,,,,,28452.0,36177.200000000004,100.0,,74.24242424242425,22.727272727272727,1.5151515151515151,0.0,nm_inferred,67.0,97.7498869289914,,,,
250,LTFE,195.0,191.0,97.94871794871794,0.0,0.0,600.0,,95.0,120.0,160.0,200.0,240.0,,,,,,,,,,,,,,,,160.0,245.0,99.47643979057591,,88.2051282051282,8.717948717948717,1.0256410256410255,202.0,197.0,97.52475247524752,0.0,0.0,,,-53.999999999999986,45.0,110.0,140.0,160.0,,,,,,,,,,,,,,,,120.0,165.0,20.304568527918782,,85.64356435643565,11.386138613861386,0.49504950495049505,0.0,nm_inferred,202.0,97.73673521198273,,Milas Bodrum International Airport,37.249314,27.66401
251,HLLM,23.0,23.0,100.0,0.0,0.0,600.0,,-725.0,-414.0,-31.0,696.0,4193.6,,,,,,,,,,,,,,,,520.0,4193.6,47.82608695652174,,73.91304347826087,26.08695652173913,0.0,22.0,21.0,95.45454545454545,0.0,0.0,,,-648.0,247.0,298.0,663.0,982.0,,,,,,,,,,,,,,,,548.0,1246.0,23.80952380952381,,86.36363636363636,9.090909090909092,0.0,0.0,nm_inferred,23.0,97.72727272727272,,Mitiga International Airport,32.89177,13.287878
252,KBOS,131.0,131.0,100.0,0.0,0.0,1140.0,,15760.0,16112.5,16705.0,17252.5,17985.0,,,,,,,,,,,,,,,,16705.0,17985.0,100.0,,90.07633587786259,9.923664122137405,0.0,146.0,139.0,95.20547945205479,0.0,0.0,,,-22932.8,-20794.5,-19630.0,-18715.5,-18217.8,,,,,,,,,,,,,,,,19630.0,22932.8,100.0,,82.1917808219178,13.013698630136986,0.0,0.0,nm_inferred,146.0,97.6027397260274,,,,
253,UAAA,83.0,79.0,95.18072289156626,0.0,0.0,600.0,,11066.0,11352.5,11965.0,18665.0,19802.0,,,,,,,,,,,,,,,,11965.0,19802.0,100.0,,38.55421686746988,56.626506024096386,0.0,65.0,65.0,100.0,0.0,0.0,,,-15338.2,-14274.0,-9967.0,-9494.0,-9149.2,,,,,,,,,,,,,,,,9967.0,15338.2,100.0,,58.46153846153846,41.53846153846154,0.0,0.0,nm_inferred,83.0,97.59036144578313,,,,
254,EDSB,80.0,78.0,97.5,0.0,0.0,780.0,,0.10000000000000053,13.0,18.5,30.0,332.7,,,,,,,,,,,,,,,,19.0,347.9999999999999,89.74358974358974,,87.5,8.75,1.25,85.0,83.0,97.6470588235294,0.0,0.0,,,-55.39999999999982,218.0,256.0,269.5,284.0,,,,,,,,,,,,,,,,260.0,584.799999999999,10.843373493975903,,78.82352941176471,16.470588235294116,2.3529411764705883,0.0,nm_inferred,85.0,97.5735294117647,,Karlsruhe Baden-Baden Airport,48.7794,8.0805
255,EDFH,81.0,78.0,96.29629629629629,0.0,0.0,600.0,,55.0,65.0,80.0,100.0,1526.9999999999998,,,,,,,,,,,,,,,,80.0,1526.9999999999998,100.0,,76.54320987654322,19.753086419753085,0.0,80.0,79.0,98.75,0.0,0.0,,,-1862.6,175.5,202.0,214.0,225.2,,,,,,,,,,,,,,,,209.0,1862.6000000000001,18.9873417721519,,73.75,25.0,0.0,0.0,nm_inferred,81.0,97.52314814814815,,Frankfurt-Hahn Airport,49.946353,7.261734
256,LGKL,40.0,39.0,97.5,0.0,0.0,480.0,,43.0,105.0,175.0,332.5,397.0,,,,,,,,,,,,,,,,175.0,397.0,97.43589743589743,,80.0,17.5,0.0,40.0,39.0,97.5,0.0,0.0,,,-302.6,-125.5,41.0,96.5,116.4,,,,,,,,,,,,,,,,103.0,302.6000000000001,46.15384615384615,,87.5,10.0,0.0,0.0,nm_inferred,40.0,97.5,,Kalamata Airport,37.06829833984375,22.02549934387207
257,ZBAA,77.0,73.0,94.8051948051948,0.0,0.0,600.0,,21336.0,22340.0,28335.0,30740.0,34050.0,,,,,,,,,,,,,,,,28335.0,34050.0,100.0,,32.467532467532465,62.33766233766234,0.0,86.0,86.0,100.0,0.0,0.0,,,-26502.0,-24704.25,-23582.0,-22858.75,-21425.0,,,,,,,,,,,,,,,,23582.0,26502.0,100.0,,63.95348837209303,36.04651162790697,0.0,0.0,nm_inferred,86.0,97.4025974025974,,,,
258,OMDB,275.0,268.0,97.45454545454545,0.0,0.0,1500.0,,9127.0,9478.75,12377.5,13336.25,14353.0,,,,,,,,,,,,,,,,12377.5,14353.0,100.0,,49.81818181818182,47.27272727272727,0.36363636363636365,263.0,256.0,97.33840304182509,0.0,0.0,,,-14679.0,-13366.5,-10346.0,-9560.25,-9252.5,,,,,,,,,,,,,,,,10346.0,14679.0,100.0,,74.90494296577947,22.433460076045627,0.0,0.0,nm_inferred,275.0,97.39647424818527,,,,
259,RCTP,19.0,18.0,94.73684210526316,0.0,0.0,600.0,,33614.0,33750.0,40835.0,41821.25,42285.0,,,,,,,,,,,,,,,,40835.0,42285.0,100.0,,21.05263157894737,73.6842105263158,0.0,27.0,27.0,100.0,0.0,0.0,,,-36610.2,-35102.5,-34816.0,-32263.0,-29705.0,,,,,,,,,,,,,,,,34816.0,36610.2,100.0,,29.62962962962963,70.37037037037037,0.0,0.0,nm_inferred,27.0,97.36842105263159,,,,
260,WMKK,19.0,18.0,94.73684210526316,0.0,0.0,600.0,,28999.0,29375.0,30122.5,37398.75,37990.5,,,,,,,,,,,,,,,,30122.5,37990.5,100.0,,68.42105263157895,26.31578947368421,0.0,21.0,21.0,100.0,0.0,0.0,,,-33305.0,-32369.0,-31483.0,-27605.0,-26910.0,,,,,,,,,,,,,,,,31483.0,33305.0,100.0,,47.61904761904762,52.38095238095238,0.0,0.0,nm_inferred,21.0,97.36842105263159,,,,
261,HLLB,20.0,20.0,100.0,0.0,0.0,600.0,,429.8,577.0,845.0,1399.75,2053.8,,,,,,,,,,,,,,,,845.0,2053.8,100.0,,100.0,0.0,0.0,19.0,18.0,94.73684210526316,0.0,0.0,,,-1437.2999999999997,-616.0,-420.5,159.25,440.50000000000006,,,,,,,,,,,,,,,,498.0,1437.3000000000009,72.22222222222223,,94.73684210526316,0.0,0.0,0.0,nm_inferred,20.0,97.36842105263159,,Benina International Airport,32.096802,20.269501
262,LICB,20.0,20.0,100.0,0.0,0.0,420.0,,39.9,61.25,72.5,90.0,111.00000000000001,,,,,,,,,,,,,,,,72.5,111.00000000000001,100.0,,100.0,0.0,0.0,19.0,18.0,94.73684210526316,0.0,0.0,,,242.0,257.5,292.5,315.0,326.5,,,,,,,,,,,,,,,,292.5,326.5,0.0,,94.73684210526316,0.0,0.0,0.0,nm_inferred,20.0,97.36842105263159,,Comiso Airport,36.99583,14.60889
263,OERK,68.0,66.0,97.05882352941177,0.0,0.0,900.0,,5609.0,6160.5,7066.5,8306.5,9968.0,,,,,,,,,,,,,,,,7066.5,9968.0,100.0,,72.05882352941177,25.0,0.0,85.0,83.0,97.6470588235294,0.0,0.0,,,-9871.0,-9265.0,-7486.0,-6125.0,-4942.2,,,,,,,,,,,,,,,,7486.0,9871.0,100.0,,61.1764705882353,36.470588235294116,0.0,0.0,nm_inferred,85.0,97.35294117647058,,,,
264,OKKK,38.0,38.0,100.0,0.0,0.0,600.0,,5299.5,6998.75,8478.0,10051.75,10498.500000000002,,,,,,,,,,,,,,,,8478.0,10498.500000000002,100.0,,73.6842105263158,26.31578947368421,0.0,37.0,35.0,94.5945945945946,0.0,0.0,,,-9902.8,-6592.5,-5318.0,-4849.5,-4707.2,,,,,,,,,,,,,,,,5318.0,9902.8,100.0,,70.27027027027027,24.324324324324323,0.0,0.0,nm_inferred,38.0,97.29729729729729,,Kuwait International Airport,29.224487,47.969813
265,LFKB,92.0,89.0,96.73913043478261,0.0,0.0,360.0,,104.0,120.0,145.0,180.0,216.0,,,,,,,,,,,,,,,,145.0,216.0,100.0,,95.65217391304348,1.0869565217391304,0.0,91.0,89.0,97.8021978021978,0.0,0.0,,,-219.2,-113.0,-32.0,77.0,164.0,,,,,,,,,,,,,,,,105.0,264.8,56.17977528089887,,96.7032967032967,1.098901098901099,0.0,0.0,nm_inferred,92.0,97.2706641184902,,Bastia-Poretta International airport,42.5527,9.48373
266,LBBG,91.0,88.0,96.7032967032967,0.0,0.0,300.0,,-561.5,-75.0,90.0,125.0,171.79999999999998,,,,,,,,,,,,,,,,125.0,813.7999999999993,67.04545454545455,,68.13186813186813,28.571428571428573,0.0,92.0,90.0,97.82608695652173,0.0,0.0,,,-322.09999999999997,-125.75,95.0,436.5,638.1,,,,,,,,,,,,,,,,207.5,638.1,35.55555555555556,,77.17391304347827,20.652173913043477,0.0,0.0,nm_inferred,92.0,97.26469182990922,,Burgas Airport,42.569917,27.515173
267,EGPK,35.0,34.0,97.14285714285714,0.0,0.0,900.0,,-13.499999999999998,5.0,22.5,48.75,2160.0,,,,,,,,,,,,,,,,27.5,2160.0,82.3529411764706,,65.71428571428571,31.428571428571427,0.0,35.0,34.0,97.14285714285714,0.0,0.0,,,89.80000000000001,244.25,255.5,272.5,283.0,,,,,,,,,,,,,,,,262.0,324.29999999999995,8.823529411764707,,80.0,17.142857142857142,0.0,0.0,nm_inferred,35.0,97.14285714285714,,Glasgow Prestwick Airport,55.501499,-4.577182
268,ESSA,888.0,866.0,97.52252252252252,0.0,1.9144144144144142,900.0,5.0,-1007.5,-775.0,-630.0,-510.0,-375.0,-1.4622222222222214,0.9696969696969697,1.03125,1.108974358974359,1.2861236802413274,0.9833333333333334,1.0,1.0,1.0,1.0,0.9430555555555555,0.9861111111111112,1.0,1.0,1.0,665.0,1892.5,6.928406466512702,88.23529411764706,86.14864864864865,10.81081081081081,0.5630630630630631,883.0,854.0,96.71574178935447,0.0,2.0385050962627407,390.0,5.0,482.3,576.25,735.5,858.0,1016.7,-13.689583333333333,1.5653409090909092,1.8125,2.234375,3.008333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,769.0,1497.4,5.152224824355972,100.0,84.71121177802945,11.211778029445073,0.7927519818799547,2.0385050962627407,nm_inferred,888.0,97.1191321559385,0.971191321559385,Stockholm-Arlanda Airport,59.64849,17.928829
269,OLBA,82.0,80.0,97.5609756097561,0.0,0.0,600.0,,131.8,191.5,305.0,515.0,2779.0,,,,,,,,,,,,,,,,305.0,2779.0,100.0,,93.90243902439025,3.658536585365854,0.0,84.0,81.0,96.42857142857143,0.0,0.0,,,-1060.0,-733.0,-519.0,-286.0,-43.0,,,,,,,,,,,,,,,,519.0,1060.0,91.35802469135803,,90.47619047619048,5.9523809523809526,0.0,0.0,nm_inferred,84.0,96.99477351916377,,Beirut Rafic Hariri International Airport,33.819833,35.487443
270,LRTR,67.0,65.0,97.01492537313433,0.0,0.0,600.0,,155.0,160.0,190.0,220.0,248.0,,,,,,,,,,,,,,,,190.0,248.0,100.0,,94.02985074626865,2.985074626865672,0.0,66.0,64.0,96.96969696969697,0.0,0.0,,,-257.0,-177.5,-110.0,-65.0,-24.399999999999977,,,,,,,,,,,,,,,,110.5,257.0,93.75,,90.9090909090909,6.0606060606060606,0.0,0.0,nm_inferred,67.0,96.99231117141565,,Timișoara Traian Vuia International Airport,45.809898,21.3379
271,LTAU,65.0,63.0,96.92307692307692,0.0,0.0,600.0,,1413.8,1493.5,1593.0,1647.5,1744.4,,,,,,,,,,,,,,,,1593.0,1744.4,100.0,,92.3076923076923,4.615384615384615,0.0,64.0,62.0,96.875,0.0,0.0,,,-1785.5,-1700.0,-1625.0,-1525.0,-1415.5,,,,,,,,,,,,,,,,1625.0,1785.5,100.0,,96.875,0.0,0.0,0.0,nm_inferred,65.0,96.89903846153845,,Kayseri Erkilet International Airport,38.770401,35.495399
272,HESH,158.0,155.0,98.10126582278481,0.0,0.0,1200.0,,830.0,897.5,995.0,1817.5,6730.999999999998,,,,,,,,,,,,,,,,995.0,6730.999999999998,100.0,,55.063291139240505,43.037974683544306,0.0,161.0,154.0,95.65217391304348,0.0,0.0,,,-5095.3,-2818.0,-1045.5,-868.0,-758.5999999999999,,,,,,,,,,,,,,,,1045.5,5095.3,100.0,,60.24844720496895,35.40372670807454,0.0,0.0,nm_inferred,161.0,96.87671986791415,,Sharm El Sheikh International Airport,27.977272,34.394717
273,EDLP,32.0,30.0,93.75,0.0,0.0,480.0,,-89.7999999999999,5.5,20.0,33.75,62.40000000000002,,,,,,,,,,,,,,,,26.0,362.30000000000007,76.66666666666667,,87.5,6.25,0.0,30.0,30.0,100.0,0.0,0.0,,,-766.1999999999994,281.25,426.5,526.0,598.7,,,,,,,,,,,,,,,,472.5,827.4000000000024,13.333333333333334,,76.66666666666667,20.0,3.3333333333333335,0.0,nm_inferred,32.0,96.875,,Paderborn Lippstadt Airport,51.612527,8.617459
274,LEZG,33.0,32.0,96.96969696969697,0.0,0.0,480.0,,-354.0,-231.25,15.0,36.25,50.0,,,,,,,,,,,,,,,,50.0,368.50000000000006,59.375,,81.81818181818181,15.151515151515152,0.0,31.0,30.0,96.7741935483871,0.0,0.0,,,294.3,426.75,528.0,565.25,764.5000000000001,,,,,,,,,,,,,,,,540.5,912.5000000000002,6.666666666666667,,77.41935483870968,19.35483870967742,0.0,0.0,nm_inferred,33.0,96.87194525904204,,Zaragoza Airport,41.666199,-1.04155
