rank,icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,dep_max_gap_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_reach_p10,dep_reach_p25,dep_reach_p50,dep_reach_p75,dep_reach_p90,dep_continuity_p10,dep_continuity_p25,dep_continuity_p50,dep_continuity_p75,dep_continuity_p90,dep_signal_p10,dep_signal_p25,dep_signal_p50,dep_signal_p75,dep_signal_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,arr_max_gap_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_reach_p10,arr_reach_p25,arr_reach_p50,arr_reach_p75,arr_reach_p90,arr_continuity_p10,arr_continuity_p25,arr_continuity_p50,arr_continuity_p75,arr_continuity_p90,arr_signal_p10,arr_signal_p25,arr_signal_p50,arr_signal_p75,arr_signal_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon,measured
11,ESSA,888.0,866.0,97.52252252252252,0.0,100.0,600.0,5.0,-985.0,-750.0,-602.5,-485.0,-340.0,0.7916666666666666,0.9539141414141414,1.0,1.0833333333333333,1.296957671957672,0.9330357142857143,1.0,1.0,1.0,1.0,0.9078703703703703,0.9612179487179487,0.9930555555555556,1.0,1.0,632.5,1887.5,7.043879907621247,79.33025404157044,86.14864864864865,10.81081081081081,0.5630630630630631,883.0,854.0,96.71574178935447,0.0,100.0,420.0,5.0,490.0,595.0,750.0,865.0,1023.5000000000002,1.357979797979798,1.625,1.8452380952380953,2.375,3.0145833333333343,1.0,1.0,1.0,1.0,1.0,0.9924242424242424,1.0,1.0,1.0,1.0,777.5,1538.5000000000025,5.152224824355972,99.41451990632318,84.71121177802945,11.211778029445073,0.7927519818799547,100.0,apdf,888.0,97.1191321559385,0.9678191294706372,Stockholm-Arlanda Airport,59.64849,17.928829,yes
12,ENVA,199.0,198.0,99.49748743718592,7.0,100.0,420.0,25.0,-5017.499999999999,-570.0,-427.5,-305.0,-170.49999999999983,0.7222222222222222,0.8707912457912458,0.9621212121212122,1.1024305555555556,11.229166666666666,0.75,0.8867521367521367,1.0,1.0,1.0,0.7361111111111112,0.8628472222222223,0.9444444444444444,1.0,1.0,432.5,5017.500000000002,1.0101010101010102,48.69109947643979,83.41708542713567,1.0050251256281406,15.075376884422111,200.0,199.0,99.5,0.0,99.5,180.0,5.0,413.0,460.0,555.0,1605.0,5049.000000000003,1.9722222222222223,2.5208333333333335,3.25,9.947916666666666,28.877777777777784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,555.0,5183.000000000002,1.0050251256281406,98.48484848484848,83.0,3.5,13.0,100.0,apdf,200.0,99.49874371859296,0.9673488972640982,"Trondheim Airport, Værnes",63.457802,10.924,yes
13,LOWW,1070.0,1068.0,99.81308411214954,0.0,99.7196261682243,540.0,30.0,-810.0,-640.0,-485.0,-340.0,-215.0,0.43462962962962964,0.7916666666666666,0.9506944444444444,1.037037037037037,1.4833333333333334,0.5,0.8333333333333334,0.9615384615384616,1.0,1.0,0.4878205128205128,0.8055555555555556,0.9355413105413106,1.0,1.0,512.5,943.0000000000007,4.868913857677903,45.2247191011236,88.69158878504673,10.373831775700934,0.7476635514018691,1057.0,1055.0,99.81078524124882,0.0,100.0,300.0,5.0,462.0,535.0,610.0,700.0,838.0000000000001,1.2308333333333334,1.5734953703703705,1.8611111111111112,2.3125,3.0,1.0,1.0,1.0,1.0,1.0,0.9880952380952381,1.0,1.0,1.0,1.0,625.0,933.0000000000001,4.170616113744076,95.73459715639811,88.93093661305582,9.933774834437086,0.9460737937559129,100.0,apdf,1070.0,99.81193467669918,0.9659506142590101,Vienna International Airport,48.110298,16.5697,yes
14,LKPR,667.0,663.0,99.40029985007496,0.0,99.10044977511244,720.0,35.0,-1184.0,-825.0,-635.0,-432.5,-255.0,0.45916666666666667,0.6582924836601307,0.9444444444444444,1.070855614973262,1.7481481481481487,0.5244318181818182,0.6961538461538461,0.9583333333333334,1.0,1.0,0.506043956043956,0.6753565062388591,0.9404761904761905,1.0,1.0,645.0,1391.0000000000032,4.374057315233785,47.51131221719457,90.55472263868066,7.646176911544228,1.199400299850075,670.0,663.0,98.95522388059702,0.0,99.1044776119403,240.0,5.0,446.0,525.0,575.0,642.5,763.0000000000007,1.4861111111111112,1.8111111111111111,2.1875,2.75,3.577777777777783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,585.0,844.0000000000003,3.770739064856712,97.42033383915023,89.1044776119403,8.955223880597014,0.8955223880597015,99.1044776119403,apdf,670.0,99.17776186533598,0.9622604276220098,Václav Havel Airport Prague,50.100874,14.259911,yes
15,EDDP,233.0,233.0,100.0,0.0,97.85407725321889,840.0,60.0,-1017.0,-845.0,-720.0,-600.0,-290.99999999999994,0.38919753086419756,0.796875,0.9222222222222223,0.9930555555555556,1.201666666666667,0.5972222222222223,0.8461538461538461,0.9375,1.0,1.0,0.5743464052287582,0.8333333333333334,0.921875,0.9833333333333333,1.0,735.0,1333.0,6.008583690987124,38.62660944206009,79.39914163090128,20.600858369098713,0.0,218.0,218.0,100.0,0.0,100.0,360.0,5.0,415.0,591.25,695.0,785.0,1001.5,1.1323717948717948,1.5925595238095238,1.9666666666666666,2.3333333333333335,2.7000000000000006,1.0,1.0,1.0,1.0,1.0,0.9870833333333334,1.0,1.0,1.0,1.0,715.0,1546.0000000000002,7.339449541284404,96.78899082568807,78.89908256880734,21.10091743119266,0.0,100.0,apdf,233.0,100.0,0.9609375,Leipzig/Halle Airport,51.420657,12.232705,yes
16,LPPT,970.0,970.0,100.0,0.0,99.58762886597938,840.0,60.0,-1120.5,-945.0,-795.0,-645.0,-480.0,0.6058333333333334,0.8869922969187675,0.9464285714285714,0.9924242424242424,1.0513621794871795,0.5950892857142858,0.85,0.9444444444444444,1.0,1.0,0.5833333333333334,0.8282015931372549,0.9230769230769231,0.9742588141025641,1.0,802.5,1150.5,2.6804123711340204,37.628865979381445,92.78350515463917,7.010309278350515,0.20618556701030927,981.0,978.0,99.69418960244649,0.0,99.89806320081549,360.0,5.0,525.0,580.0,650.0,718.75,841.5000000000003,1.376107226107226,1.6785714285714286,1.9166666666666667,2.2,2.4583333333333335,1.0,1.0,1.0,1.0,1.0,0.9895833333333334,1.0,1.0,1.0,1.0,655.0,901.5000000000003,2.2494887525562373,97.95501022494888,91.74311926605505,7.747196738022426,0.2038735983690112,99.89806320081549,apdf,981.0,99.84709480122325,0.9600682192425313,Lisbon Humberto Delgado Airport,38.7813,-9.13592,yes
17,EGGD,373.0,373.0,100.0,0.0,99.19571045576407,668.0,52.0,-950.0,-725.0,-585.0,-395.0,1253.0000000000005,-1.8465428276573788,0.6624888093106536,0.9084302325581395,0.9624145785876993,1.0297979797979797,0.7028571428571428,0.88,0.9444444444444444,1.0,1.0,0.6985106382978723,0.8636363636363636,0.9166666666666666,0.964765100671141,0.9989286199359366,670.0,2133.000000000001,19.571045576407506,31.367292225201073,75.06702412868633,22.5201072386059,2.4128686327077746,370.0,370.0,100.0,0.0,100.0,300.0,5.0,-1406.0,456.25,585.0,640.0,735.5000000000001,-5.272083333333335,1.1338562753036436,1.845741952032833,2.3541666666666665,2.947222222222223,1.0,1.0,1.0,1.0,1.0,0.9895107938718664,1.0,1.0,1.0035058969735369,1.009324060303852,620.0,1869.000000000001,18.37837837837838,95.13513513513513,78.64864864864865,19.18918918918919,2.1621621621621623,100.0,apdf,373.0,100.0,0.9583333333333333,Bristol Airport,51.382326,-2.716453,yes
18,EGNT,216.0,215.0,99.53703703703704,0.0,99.53703703703704,720.0,60.0,-1024.0,-812.5,-645.0,-500.0,1992.9999999999998,-2.822222222222222,0.8363095238095238,0.9102564102564102,0.9628314393939394,1.285,0.8181818181818182,0.8846153846153846,0.9444444444444444,1.0,1.0,0.8024621212121212,0.8666666666666667,0.9166666666666666,0.9696969696969697,1.0,730.0,2079.0,15.348837209302326,31.627906976744185,80.0925925925926,18.98148148148148,0.46296296296296297,204.0,204.0,100.0,0.0,100.0,240.0,5.0,193.00000000000006,485.0,540.0,635.0,1674.5000000000007,0.5052083333333334,1.6152777777777778,2.4791666666666665,3.0625,6.257500000000019,1.0,1.0,1.0,1.0,1.0,0.9885416666666668,1.0,1.0,1.0,1.0,555.0,2057.0,9.313725490196079,94.6078431372549,82.3529411764706,17.647058823529413,0.0,100.0,apdf,216.0,99.76851851851852,0.9561149691358024,Newcastle International Airport,55.037958,-1.689577,yes
19,EGCC,976.0,973.0,99.69262295081967,1.0,99.79508196721312,960.0,90.0,-1339.0,-1040.0,-735.0,-315.0,1489.000000000002,-1.5044444444444443,0.3999875992063492,0.8869607843137255,0.9862500000000001,1.1111111111111112,0.44473684210526315,0.6810064935064934,0.9210526315789473,1.0,1.0,0.4270833333333333,0.659965034965035,0.9040064102564103,0.9777777777777777,1.0,945.0,2507.0000000000027,19.83556012332991,34.97942386831276,76.02459016393442,22.74590163934426,0.9221311475409836,939.0,936.0,99.68051118210863,0.0,99.89350372736953,420.0,5.0,-1665.0,475.0,687.5,815.0,1022.5,-3.797023809523809,1.1527777777777777,1.6083333333333334,1.9059343434343434,2.4083333333333337,1.0,1.0,1.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,1.0,780.0,1895.0,20.192307692307693,94.11764705882354,73.58892438764643,25.13312034078807,0.9584664536741214,99.89350372736953,apdf,976.0,99.68656706646415,0.9490193135550165,Manchester Airport,53.349375,-2.279521,yes
20,UGKO,45.0,44.0,97.77777777777777,0.0,97.77777777777777,780.0,15.0,-830.5,-631.25,5980.0,6637.5,7139.5,-9.621666666666666,-8.608707264957264,-6.426711309523809,0.9748168498168498,1.0688034188034188,0.9027272727272727,0.9607371794871795,1.0,1.0,1.0,0.8926767676767676,0.9369212962962963,0.9846611721611722,1.0,1.0,5980.0,7139.5,65.9090909090909,65.9090909090909,24.444444444444443,73.33333333333333,0.0,44.0,41.0,93.18181818181819,0.0,90.9090909090909,480.0,5.0,-4570.0,-4085.0,-3670.0,-2825.0,735.0,-12.846666666666668,-10.011904761904763,-7.916666666666667,-5.625,1.7126984126984126,1.0,1.0,1.0,1.0,1.0,0.9902777777777778,1.0,1.0,1.0,1.0,3670.0,4570.0,78.04878048780488,94.5945945945946,15.909090909090908,77.27272727272727,0.0,97.77777777777777,apdf,45.0,95.47979797979798,0.9474752388814889,David the Builder Kutaisi International Airport,42.177448,42.485353,yes
21,LGAV,1346.0,1327.0,98.58841010401188,0.0,99.25705794947994,900.0,75.0,-1487.0,-1105.0,-790.0,-555.0,-330.0,0.5470899470899471,0.7847007223942208,0.927536231884058,0.9943486590038314,1.21868686868687,0.5833333333333334,0.7875939849624061,0.9230769230769231,1.0,1.0,0.5663157894736842,0.7671052631578947,0.9094202898550725,0.9755923202614378,1.0,825.0,1589.000000000001,2.7882441597588548,35.11680482290882,89.00445765230312,8.320950965824666,1.263001485884101,1339.0,1317.0,98.35698282300224,0.0,99.85063480209111,300.0,5.0,430.0,505.0,580.0,685.0,825.0,1.3628472222222223,1.7142857142857142,2.0833333333333335,2.8055555555555554,3.9166666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,580.0,827.0000000000005,0.37965072133637057,96.96048632218844,89.32038834951456,7.5429424943988055,1.4936519790888723,99.85063480209111,apdf,1346.0,98.47269646350706,0.9401288231208011,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,yes
22,LMML,352.0,351.0,99.7159090909091,0.0,98.29545454545455,540.0,65.0,-940.0,-675.0,-490.0,-267.5,-35.0,0.06666666666666667,0.4967948717948718,0.8666666666666667,1.2145989974937343,2.283333333333333,0.3181818181818182,0.5645833333333333,0.9,1.0,1.0,0.2962962962962963,0.536096256684492,0.875,1.0,1.0,520.0,2105.0,9.116809116809117,37.60683760683761,87.2159090909091,11.647727272727273,0.8522727272727273,360.0,358.0,99.44444444444444,1.0,98.61111111111111,240.0,5.0,355.0,460.0,515.0,630.0,931.5,1.4826923076923078,2.0,2.5625,3.28125,4.158333333333337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,525.0,1071.5,3.0726256983240225,97.72727272727273,90.0,8.055555555555555,1.3888888888888888,98.61111111111111,apdf,360.0,99.58017676767676,0.9335641571969697,Malta International Airport,35.845932,14.491546,yes
23,LEZL,310.0,309.0,99.6774193548387,0.0,99.35483870967742,600.5,75.0,-834.0,-682.0,-522.0,-342.0,-14.0,0.03872008903728437,0.5764462809917356,0.8950381679389313,1.0,1.4303984259714706,0.272027972027972,0.6086956521739131,0.8928571428571429,1.0,1.0,0.22096758675874628,0.578512396694215,0.8766233766233765,0.9772423025435073,1.0042743905726979,544.0,899.5999999999999,6.472491909385114,30.097087378640776,90.96774193548387,7.419354838709677,1.2903225806451613,314.0,314.0,100.0,0.0,99.04458598726114,228.0,5.0,299.3,401.25,444.0,493.0,541.7,1.1750972762645915,1.6795545092357842,1.944206008583691,2.4070855614973263,3.44,0.8888888888888888,1.0,1.0,1.0,1.0,0.9793814432989691,0.9837711501744684,0.9903381642512078,0.99609375,1.0,449.0,568.0999999999999,3.1847133757961785,94.53376205787781,84.71337579617834,14.012738853503185,1.2738853503184713,99.35483870967742,apdf,314.0,99.83870967741936,0.9319751562914256,Seville Airport,37.417999,-5.89311,yes
24,EGKK,1217.0,1216.0,99.9178307313065,0.0,97.78142974527528,1140.0,135.0,-1620.0,-1285.0,-985.0,-605.0,955.0,-0.8454269865841073,0.651849376114082,0.9166666666666666,0.9778508771929825,1.0555555555555556,0.42678571428571427,0.6989130434782609,0.8809523809523809,0.9583333333333334,1.0,0.39550264550264547,0.6742857142857144,0.8569047619047618,0.9427083333333334,0.9912280701754386,1087.5,2850.0,14.638157894736842,22.861842105263158,81.42974527526705,17.502054231717338,0.9860312243221035,1201.0,1200.0,99.91673605328893,0.0,98.0849292256453,480.0,5.0,595.0,710.0,790.0,895.0,1135.5000000000007,1.2212121212121212,1.462962962962963,1.6296296296296295,1.7708333333333333,2.005555555555557,1.0,1.0,1.0,1.0,1.0,0.9895833333333334,1.0,1.0,1.0,1.0,805.0,1410.0,4.583333333333333,97.36618521665251,89.67527060782682,9.325562031640299,0.9159034138218152,98.0849292256453,apdf,1217.0,99.91728339229772,0.927684396638726,London Gatwick Airport,51.148744,-0.185739,yes
25,LIMF,181.0,180.0,99.4475138121547,0.0,99.4475138121547,540.0,75.0,-767.0,-571.25,-485.0,-383.75,-310.0,0.5892255892255893,0.7873376623376623,0.8888888888888888,1.0416666666666667,1.4547619047619047,0.56125,0.7857142857142857,0.8888888888888888,1.0,1.0,0.5333333333333333,0.7685185185185185,0.8583333333333333,0.9583333333333334,1.0,487.5,801.0,2.7777777777777777,27.77777777777778,92.81767955801105,4.972375690607735,1.6574585635359116,185.0,185.0,100.0,0.0,100.0,420.0,5.0,417.0,525.0,575.0,625.0,748.0,0.8975000000000001,1.0416666666666667,1.4861111111111112,2.1166666666666667,3.1599999999999997,0.9,1.0,1.0,1.0,1.0,0.8693181818181819,0.975,1.0,1.0,1.0,575.0,904.9999999999994,1.6216216216216217,78.37837837837837,92.97297297297297,5.405405405405405,1.6216216216216217,100.0,apdf,185.0,99.72375690607734,0.9265999079189686,Turin Airport,45.200802,7.64963,yes
26,LZIB,167.0,167.0,100.0,0.0,100.0,600.0,90.0,-825.0,-630.0,-520.0,-395.0,-190.0,0.3611111111111111,0.7458333333333333,0.8630952380952381,0.9553429027113238,1.2166666666666668,0.4,0.7247474747474747,0.875,0.95,1.0,0.3611111111111111,0.712391774891775,0.8484848484848485,0.925,1.0,525.0,991.0000000000002,4.790419161676646,19.760479041916167,91.61676646706587,6.586826347305389,1.7964071856287425,170.0,170.0,100.0,0.0,99.41176470588235,240.0,5.0,415.0,480.0,542.5,603.75,797.9999999999995,1.413888888888889,1.7916666666666667,2.1875,2.5555555555555554,3.7166666666666677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,545.0,977.4999999999987,1.1764705882352942,97.0414201183432,91.17647058823529,6.470588235294118,2.3529411764705883,100.0,apdf,170.0,100.0,0.9242424242424243,M. R. Štefánik Airport,48.1702,17.2127,yes
27,LFBO,262.0,262.0,100.0,0.0,98.47328244274809,600.0,90.0,-775.0,-625.0,-500.0,-305.0,-165.99999999999994,0.30365384615384616,0.5112847222222222,0.8888888888888888,0.9828703703703703,1.4675189393939396,0.3513636363636364,0.5,0.875,0.9895833333333334,1.0,0.32651515151515154,0.5,0.8449519230769231,0.9533730158730158,1.0,505.0,830.5000000000002,2.6717557251908395,26.717557251908396,91.22137404580153,5.7251908396946565,3.053435114503817,266.0,266.0,100.0,0.0,96.99248120300751,240.0,5.0,392.5,496.25,565.0,638.75,770.0,1.6135416666666669,1.9666666666666666,2.2708333333333335,2.7777777777777777,3.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,565.0,770.0,0.0,94.18604651162791,96.2406015037594,0.7518796992481203,3.007518796992481,98.47328244274809,apdf,266.0,100.0,0.9224759615384616,Toulouse-Blagnac Airport,43.629101,1.36382,yes
28,EDDH,496.0,491.0,98.99193548387096,0.0,99.59677419354838,556.5,76.0,-802.0,-626.5,-453.0,-183.0,-13.0,0.0226928895612708,0.3518786497649907,0.9097222222222222,1.0013190192461963,1.1536273115220483,0.1,0.4375,0.8888888888888888,1.0,1.0,0.04366812227074236,0.3995635412597863,0.8474576271186441,0.9762608318382758,0.9984152139461172,482.0,1077.0,6.720977596741344,32.586558044806516,88.70967741935483,9.274193548387096,1.0080645161290323,504.0,499.0,99.0079365079365,0.0,99.40476190476191,308.0,5.0,308.8,479.5,564.0,642.0,724.5999999999999,1.0840369997252495,1.620303889044054,1.8599806798056617,2.150238988653623,2.595104516716979,1.0,1.0,1.0,1.0,1.0,0.9788903625110521,0.9930211827151649,1.0,1.0032109034528998,1.0092819916440539,582.0,923.2,6.212424849699399,92.54032258064517,86.30952380952381,11.904761904761905,0.7936507936507936,99.59677419354838,apdf,504.0,98.99993599590374,0.9144909341994498,Hamburg Helmut Schmidt Airport,53.630402,9.98823,yes
29,UGTB,233.0,213.0,91.41630901287553,0.0,99.57081545064378,660.0,10.0,-1368.0,-940.0,-635.0,-455.0,6610.000000000003,-9.151666666666666,0.8541666666666666,1.0092592592592593,1.3541666666666667,2.1156410256410267,0.6411111111111111,0.95,1.0,1.0,1.0,0.625,0.9270833333333334,0.9930555555555556,1.0,1.0,770.0,6729.000000000001,14.553990610328638,68.07511737089202,59.227467811158796,30.472103004291846,1.7167381974248928,227.0,204.0,89.86784140969164,0.0,100.0,420.0,5.0,-4893.0,-4377.5,645.0,750.0,900.5000000000002,-12.5125,-8.339856902356903,1.5595238095238095,1.9226190476190477,2.4281250000000005,1.0,1.0,1.0,1.0,1.0,0.9867063492063493,1.0,1.0,1.0,1.0,790.0,4940.5,29.41176470588235,95.09803921568627,54.18502202643172,34.36123348017621,1.3215859030837005,100.0,apdf,233.0,90.64207521128358,0.9032734578346663,Tbilisi International Airport,41.669201,44.9547,yes
30,EDDN,192.0,192.0,100.0,0.0,98.95833333333334,653.0,115.0,-864.0,-662.25,-495.5,-231.5,2.9000000000000057,-0.004607213902338324,0.3815096668778072,0.8214699632992081,0.9221861339363517,1.5071670635647558,0.278125,0.4738095238095238,0.8333333333333334,0.9175,1.0,0.25014140210440877,0.44614766284054763,0.801854714064915,0.8953061972863953,1.001750972762646,523.0,1102.9000000000003,10.9375,16.666666666666668,89.0625,9.895833333333334,1.0416666666666667,204.0,204.0,100.0,0.0,99.01960784313727,216.0,5.0,239.3,445.0,510.5,579.5,642.4000000000001,1.1078438410843254,2.016284466939324,2.367125573633709,2.8009933774834437,3.517716535433071,0.89,1.0,1.0,1.0,1.0,0.9766506109022557,0.9873949579831932,0.9950852533449257,1.0,1.0,528.5,782.3000000000002,6.862745098039215,93.06930693069307,89.2156862745098,9.313725490196079,1.4705882352941178,99.01960784313727,apdf,204.0,100.0,0.8984699837049204,Nuremberg Airport,49.498699,11.078056,yes
31,EDDK,419.0,415.0,99.0453460620525,0.0,99.52267303102626,697.0,125.0,-965.5999999999999,-708.5,-518.0,-278.5,-26.399999999999977,0.042860434749212695,0.39190395332636707,0.8191681735985533,0.9420047155700504,1.15021782121464,0.15789473684210525,0.4478221415607986,0.8260869565217391,0.9444444444444444,1.0,0.10213577120684893,0.4185330015404669,0.8108108108108109,0.9218972108364731,1.0,566.0,1179.2,6.506024096385542,18.795180722891565,86.39618138424821,11.933174224343675,0.7159904534606205,416.0,413.0,99.27884615384616,0.0,100.0,359.0,5.0,284.0,481.0,608.0,723.0,1013.6000000000001,0.8087583746719539,1.3623762376237625,1.6445182724252492,1.976109215017065,2.77010590675838,0.9,1.0,1.0,1.0,1.0,0.9305068012286091,0.9923664122137404,1.0,1.0031847133757963,1.006536017174315,632.0,1846.6000000000008,7.263922518159807,88.86198547215497,84.85576923076923,13.221153846153847,1.2019230769230769,100.0,apdf,419.0,99.16209610794934,0.8978189782746765,Cologne Bonn Airport,50.865898,7.14274,yes
32,LEBL,1661.0,1659.0,99.87959060806743,0.0,99.157134256472,957.0,190.0,-1336.2,-1085.5,-742.0,-364.5,-112.0,0.15931644241388673,0.43275482791944,0.8733535967578521,0.9796910934473668,1.0754960433434977,0.21008771929824563,0.4405882352941176,0.8181818181818182,0.9696969696969697,1.0,0.1767543859649123,0.41347958910019467,0.7966373098478783,0.9556549502201676,1.0008952666903577,769.0,1397.0,4.400241109101868,25.858951175406872,93.19686935580975,6.562311860325106,0.12040939193257075,1643.0,1640.0,99.81740718198418,0.0,99.39135727328059,181.0,5.0,305.0,413.75,465.0,538.0,635.0,1.4263076810212019,1.845427196149218,2.5198237885462555,3.2396353646353644,4.03030303030303,0.875,1.0,1.0,1.0,1.0,0.9701492537313433,0.9803921568627452,0.9893048128342247,0.9954751131221719,1.0,467.0,650.1000000000001,1.2195121951219512,96.13496932515338,92.45283018867924,7.121119902617163,0.24345709068776628,99.39135727328059,apdf,1661.0,99.84849889502581,0.8916182003160201,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,yes
33,EETN,172.0,166.0,96.51162790697674,0.0,100.0,510.0,90.0,-685.0,-500.0,-327.5,-92.5,4250.0,-5.697916666666666,0.23402777777777778,0.7775297619047619,0.9256944444444445,1.1083333333333334,0.21875,0.45113636363636367,0.8535714285714285,0.9534090909090909,1.0,0.2048611111111111,0.4166666666666667,0.8098290598290598,0.925,1.0,425.0,4377.5,13.25301204819277,20.481927710843372,73.25581395348837,19.186046511627907,4.069767441860465,179.0,171.0,95.53072625698324,0.0,100.0,300.0,5.0,400.0,510.0,625.0,720.0,1720.0,1.5833333333333333,1.9027777777777777,2.15,2.8194444444444446,8.444444444444445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,655.0,3530.0,7.60233918128655,98.83040935672514,80.44692737430168,11.731843575418994,3.35195530726257,100.0,apdf,179.0,96.02117708198,0.8689095832097977,Lennart Meri Tallinn Airport,59.413246,24.83264,yes
34,EDDV,210.0,210.0,100.0,0.0,100.0,626.5,146.0,-835.1,-660.0,-450.5,-11.0,7.099999999999994,-0.013891679109542554,0.022134251804139082,0.8367106821534689,0.9658647341564578,1.076541748189769,0.0,0.1294642857142857,0.75,0.9473684210526315,1.0,0.0,0.06482075976457999,0.7130303791112227,0.9317640281741771,0.9967324815719923,501.5,950.3,19.047619047619047,20.476190476190474,90.0,9.047619047619047,0.9523809523809523,210.0,209.0,99.52380952380952,0.0,100.0,325.0,5.0,277.0,419.0,552.0,715.0,826.2,0.6394525392149978,1.4229323308270676,1.6746765249537894,2.121739130434783,2.5803296119085593,0.875,1.0,1.0,1.0,1.0,0.9615271399976452,0.9905660377358491,0.9978308026030368,1.0,1.005618699030373,586.0,913.8000000000006,7.177033492822966,89.95215311004785,86.66666666666667,10.952380952380953,1.9047619047619047,100.0,apdf,210.0,99.76190476190476,0.853393851355089,Hannover Airport,52.461102,9.68508,yes
35,EDDF,1952.0,1937.0,99.23155737704919,0.0,99.43647540983606,860.5,307.0,-1055.8,-799.0,-519.0,-319.0,2.0,-0.0025918630160693436,0.4200913242009132,0.6237113402061856,0.9320388349514563,1.0552768685215494,0.27701149425287364,0.46153846153846156,0.6451612903225806,0.9148936170212766,1.0,0.24534511368214829,0.4351851851851852,0.6218274111675127,0.8896797153024911,0.9935709199246124,587.0,1161.0,10.738255033557047,16.159008776458442,85.29713114754098,13.883196721311476,0.05122950819672131,1933.0,1915.0,99.0688049663735,0.0,100.0,521.0,5.0,278.0,564.0,699.0,834.5,979.0,0.514819596306693,1.1691391941391942,1.3526570048309179,1.5298537291504624,1.695325497287523,0.8888888888888888,1.0,1.0,1.0,1.0,0.8717818545236108,0.9924504374424106,0.9983221476510067,1.0020040080160322,1.0048543879821523,740.0,1269.6000000000001,8.77284595300261,84.75195822454307,80.28970512157268,18.67563372995344,0.10346611484738748,100.0,apdf,1952.0,99.15018117171135,0.8031906114106221,Frankfurt Main Airport,50.026706,8.55835,yes
36,EGLC,158.0,158.0,100.0,0.0,100.0,360.0,165.0,-355.0,-275.0,-175.0,-100.0,46.50000000000006,-0.20333333333333325,0.32638888888888884,0.5257936507936508,0.6666666666666666,0.7684848484848485,0.0,0.4166666666666667,0.5833333333333334,0.7,0.8037500000000002,0.0,0.40069444444444446,0.5416666666666666,0.6643518518518519,0.7801948051948054,195.0,576.5,18.9873417721519,1.8987341772151898,90.50632911392405,8.227848101265822,1.2658227848101267,158.0,158.0,100.0,0.0,100.0,180.0,5.0,295.0,381.25,455.0,505.0,565.0,1.4458333333333333,2.0388888888888888,2.6666666666666665,3.6666666666666665,4.208333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,465.0,585.0,4.430379746835443,98.10126582278481,93.0379746835443,5.69620253164557,1.2658227848101267,100.0,apdf,158.0,100.0,0.7708333333333333,London City Airport,51.505299,0.055278,yes
37,ENBR,363.0,363.0,100.0,50.0,100.0,540.0,225.0,-585.0,-435.0,-270.0,-57.5,45.0,0.0,0.36904761904761907,0.5555555555555556,0.8680555555555556,0.966388888888889,0.043333333333333356,0.375,0.5625,0.875,1.0,0.015277777777777796,0.3611111111111111,0.5416666666666666,0.84375,0.9507936507936509,275.0,603.0000000000001,20.385674931129476,10.223642172523961,92.56198347107438,2.203856749311295,5.234159779614325,359.0,358.0,99.72144846796657,5.0,99.72144846796658,180.0,5.0,295.0,366.25,420.0,480.0,571.5,1.1111111111111112,1.8888888888888888,2.5694444444444446,3.4166666666666665,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,422.5,583.0000000000001,1.1173184357541899,95.45454545454545,91.08635097493037,3.8997214484679668,4.735376044568246,100.0,apdf,363.0,99.86072423398329,0.7697597493036211,"Bergen Airport, Flesland",60.2934,5.21814,yes
