icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_capture_p10,dep_capture_p25,dep_capture_p50,dep_capture_p75,dep_capture_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_capture_p10,arr_capture_p25,arr_capture_p50,arr_capture_p75,arr_capture_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
AFIL,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,0.0,,,,
BGBW,3.0,3.0,100.0,0.0,0.0,0.0,7715.0,7806.5,7959.0,8939.0,9527.0,,,,,,7959.0,9527.0,100.0,,66.66666666666667,33.333333333333336,0.0,3.0,3.0,100.0,0.0,0.0,,-10905.0,-10653.0,-10233.0,-9815.0,-9564.2,,,,,,10233.0,10905.0,100.0,,66.66666666666667,33.333333333333336,0.0,0.0,nm_inferred,3.0,100.0,,,,
BGCO,2.0,1.0,50.0,0.0,0.0,0.0,5534.0,5534.0,5534.0,5534.0,5534.0,,,,,,5534.0,5534.0,100.0,,50.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,,-4334.0,-4334.0,-4334.0,-4334.0,-4334.0,,,,,,4334.0,4334.0,100.0,,50.0,0.0,0.0,0.0,nm_inferred,2.0,50.0,,,,
BGGH,7.0,7.0,100.0,0.0,0.0,0.0,8440.0,10041.5,10119.0,10619.0,11202.0,,,,,,10119.0,11202.0,100.0,,14.285714285714286,85.71428571428571,0.0,7.0,7.0,100.0,0.0,0.0,,-11517.4,-11036.5,-10668.0,-8756.5,-6774.8,,,,,,10668.0,11517.4,100.0,,28.571428571428573,71.42857142857143,0.0,0.0,nm_inferred,7.0,100.0,,,,
BGJN,3.0,3.0,100.0,0.0,0.0,300.0,9032.0,9126.5,9284.0,9386.5,9448.0,,,,,,9284.0,9448.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,-11123.2,-11078.5,-11004.0,-10678.0,-10482.4,,,,,,11004.0,11123.2,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,,,
BGKK,3.0,3.0,100.0,0.0,0.0,300.0,3891.0,4276.5,4919.0,6926.5,8131.0,,,,,,4919.0,8131.0,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-5560.0,-5420.5,-5188.0,-4955.5,-4816.0,,,,,,5188.0,5560.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,,,
BGSF,1.0,1.0,100.0,0.0,0.0,60.0,10314.0,10314.0,10314.0,10314.0,10314.0,,,,,,10314.0,10314.0,100.0,,0.0,100.0,0.0,2.0,2.0,100.0,0.0,0.0,,-9824.9,-9148.25,-8020.5,-6892.75,-6216.1,,,,,,8020.5,9824.9,100.0,,50.0,50.0,0.0,0.0,nm_inferred,2.0,100.0,,,,
BIAR,21.0,18.0,85.71428571428571,0.0,0.0,300.0,499.0,507.75,596.5,737.75,2055.5000000000027,,,,,,596.5,2055.5000000000027,100.0,,85.71428571428571,0.0,0.0,21.0,18.0,85.71428571428571,0.0,0.0,,-1973.3999999999994,-722.25,-627.5,-566.5,-549.9,,,,,,627.5,1973.4000000000028,100.0,,85.71428571428571,0.0,0.0,0.0,nm_inferred,21.0,85.71428571428571,,Akureyri International Airport,65.656573,-18.072018
BIBD,3.0,3.0,100.0,0.0,0.0,600.0,589.0,956.5,1569.0,1579.0,1585.0,,,,,,1569.0,1585.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,-1032.4,-1031.5,-1030.0,-992.0,-969.2,,,,,,1030.0,1032.4,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Bildudalur Airport,65.641296,-23.5462
BIEG,8.0,8.0,100.0,0.0,0.0,300.0,1407.5,1424.0,1524.0,1609.0,1757.5,,,,,,1524.0,1757.5,100.0,,100.0,0.0,0.0,8.0,8.0,100.0,0.0,0.0,,-1236.6,-1161.0,-1027.0,-1002.0,-989.7,,,,,,1027.0,1236.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,8.0,100.0,,Egilsstaðir Airport,65.2833023071289,-14.401399612426758
BIGJ,1.0,1.0,100.0,0.0,0.0,600.0,1134.0,1134.0,1134.0,1134.0,1134.0,,,,,,1134.0,1134.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,-818.0,-818.0,-818.0,-818.0,-818.0,,,,,,818.0,818.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Gjögur Airport,65.9953,-21.3269
BIHN,3.0,3.0,100.0,0.0,0.0,300.0,1790.0,1791.5,1794.0,1806.5,1814.0,,,,,,1794.0,1814.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,-1005.8,-963.5,-893.0,-870.0,-856.2,,,,,,893.0,1005.8,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Hornafjörður Airport,64.295601,-15.2272
BIIS,7.0,4.0,57.142857142857146,0.0,0.0,600.0,1733.5,1762.75,1806.5,1847.75,1872.5,,,,,,1806.5,1872.5,100.0,,57.142857142857146,0.0,0.0,7.0,7.0,100.0,0.0,0.0,,-1587.4,-1563.5,-1369.0,-1345.5,-1242.8,,,,,,1369.0,1587.4,100.0,,100.0,0.0,0.0,0.0,nm_inferred,7.0,78.57142857142857,,Ísafjörður Airport,66.058098,-23.1353
BIKF,284.0,284.0,100.0,0.0,99.64788732394366,840.0,-174.5,24.0,4564.0,4829.0,5126.5,0.0,0.0,0.0,0.0,0.24888888888888894,4564.0,5126.5,83.45070422535211,1.4134275618374559,34.859154929577464,64.78873239436619,0.352112676056338,285.0,285.0,100.0,0.0,99.29824561403508,300.0,-5461.0,-5158.0,-4961.0,301.0,449.59999999999997,0.0,0.0,0.0,0.9946969696969696,1.0,4961.0,5461.0,63.50877192982456,25.795053003533567,35.08771929824562,64.56140350877193,0.3508771929824561,99.64788732394366,apdf,285.0,100.0,0.0,Keflavik International Airport,63.985001,-22.6056
BIRK,44.0,44.0,100.0,0.0,0.0,300.0,-340.0,-261.0,-186.0,24.0,54.0,,,,,,186.0,366.50000000000006,34.09090909090909,,93.18181818181819,4.545454545454546,2.272727272727273,44.0,41.0,93.18181818181819,0.0,0.0,,119.0,270.0,361.0,414.0,456.0,,,,,,379.0,460.0,4.878048780487805,,86.36363636363636,4.545454545454546,2.272727272727273,0.0,nm_inferred,44.0,96.5909090909091,,Reykjavík Domestic Airport,64.128732,-21.93759
BITN,2.0,0.0,0.0,0.0,0.0,300.0,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,Þórshöfn Airport,66.218459,-15.334739
BIVO,2.0,0.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,2.0,0.0,,Vopnafjörður Airport,65.720596,-14.8506
BKPR,120.0,108.0,90.0,0.0,0.0,300.0,571.0,694.0,739.0,789.0,1553.9999999999998,,,,,,739.0,1553.9999999999998,100.0,,89.16666666666667,0.8333333333333334,0.0,120.0,107.0,89.16666666666667,0.0,0.0,,-1680.3999999999999,-1216.0,-781.0,-602.5,-547.0,,,,,,781.0,1680.4,100.0,,88.33333333333333,0.0,0.8333333333333334,0.0,nm_inferred,120.0,89.58333333333334,,Priština Adem Jashari International Airport,42.5728,21.035801
CYCL,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-16089.0,-16089.0,-16089.0,-16089.0,-16089.0,,,,,,16089.0,16089.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,,,
CYEG,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-25734.0,-25734.0,-25734.0,-25734.0,-25734.0,,,,,,25734.0,25734.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,,,
CYGK,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-19261.0,-19261.0,-19261.0,-19261.0,-19261.0,,,,,,19261.0,19261.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,,,
CYHZ,14.0,14.0,100.0,0.0,0.0,600.0,14377.0,14430.25,14750.0,15260.25,15451.5,,,,,,14750.0,15451.5,100.0,,85.71428571428571,14.285714285714286,0.0,16.0,16.0,100.0,0.0,0.0,,-17682.0,-17303.75,-17011.0,-16499.75,-16401.0,,,,,,17011.0,17682.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,16.0,100.0,,,,
CYMX,1.0,1.0,100.0,0.0,0.0,0.0,15329.0,15329.0,15329.0,15329.0,15329.0,,,,,,15329.0,15329.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,-21230.4,-21169.5,-21068.0,-20378.5,-19964.8,,,,,,21068.0,21230.4,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,,,
CYOW,3.0,3.0,100.0,0.0,0.0,0.0,15600.8,15618.5,15648.0,17532.5,18663.2,,,,,,15648.0,18663.2,100.0,,100.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,,-20990.5,-20727.25,-20266.0,-19824.75,-19597.5,,,,,,20266.0,20990.5,100.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,,,
CYQB,2.0,2.0,100.0,0.0,0.0,0.0,14851.5,14975.25,15181.5,15387.75,15511.5,,,,,,15181.5,15511.5,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-21939.2,-21333.5,-20324.0,-19314.5,-18708.8,,,,,,20324.0,21939.2,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,,,
CYQX,1.0,1.0,100.0,0.0,0.0,0.0,12244.0,12244.0,12244.0,12244.0,12244.0,,,,,,12244.0,12244.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,,,
CYUL,113.0,113.0,100.0,0.0,0.0,600.0,14946.8,15184.0,15940.0,17817.0,18965.399999999998,,,,,,15940.0,18965.399999999998,100.0,,99.11504424778761,0.8849557522123894,0.0,127.0,125.0,98.4251968503937,0.0,0.0,,-22440.2,-21921.0,-20923.0,-19847.0,-19219.2,,,,,,20923.0,22440.2,100.0,,89.76377952755905,8.661417322834646,0.0,0.0,nm_inferred,127.0,99.21259842519686,,,,
CYVR,29.0,29.0,100.0,0.0,0.0,0.0,25486.6,26009.0,26279.0,27024.0,27230.0,,,,,,26279.0,27230.0,100.0,,89.65517241379311,10.344827586206897,0.0,34.0,34.0,100.0,0.0,0.0,,-28160.0,-27913.5,-27437.0,-26648.5,-26470.7,,,,,,27437.0,28160.0,100.0,,58.8235294117647,41.1764705882353,0.0,0.0,nm_inferred,34.0,100.0,,,,
CYWG,1.0,1.0,100.0,0.0,0.0,0.0,19733.0,19733.0,19733.0,19733.0,19733.0,,,,,,19733.0,19733.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,-24343.0,-24343.0,-24343.0,-24343.0,-24343.0,,,,,,24343.0,24343.0,100.0,,0.0,100.0,0.0,0.0,nm_inferred,1.0,100.0,,,,
CYYC,24.0,24.0,100.0,0.0,0.0,600.0,22973.9,23623.75,24215.0,24530.25,25349.7,,,,,,24215.0,25349.7,100.0,,83.33333333333333,16.666666666666668,0.0,26.0,26.0,100.0,0.0,0.0,,-25645.5,-25323.75,-24937.0,-24543.25,-22988.0,,,,,,24937.0,25645.5,100.0,,38.46153846153846,61.53846153846154,0.0,0.0,nm_inferred,26.0,100.0,,,,
CYYR,1.0,1.0,100.0,0.0,0.0,600.0,9924.0,9924.0,9924.0,9924.0,9924.0,,,,,,9924.0,9924.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,,,
CYYT,3.0,3.0,100.0,0.0,0.0,900.0,10772.0,11121.5,11704.0,11799.0,11856.0,,,,,,11704.0,11856.0,100.0,,100.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,,-14295.7,-14155.75,-13860.0,-13387.5,-12929.4,,,,,,13860.0,14295.7,100.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,,,
CYYZ,148.0,148.0,100.0,0.0,0.0,0.0,16525.7,16877.5,17565.0,18814.0,19839.100000000002,,,,,,17565.0,19839.100000000002,100.0,,93.91891891891892,6.081081081081081,0.0,170.0,167.0,98.23529411764706,0.0,0.0,,-24058.8,-23390.5,-22530.0,-21742.0,-20813.6,,,,,,22530.0,24058.8,100.0,,73.52941176470588,24.705882352941178,0.0,0.0,nm_inferred,170.0,99.11764705882354,,,,
DAAE,10.0,10.0,100.0,0.0,0.0,600.0,119.5,199.0,434.0,570.25,609.0,,,,,,434.0,609.0,100.0,,100.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,,-624.2,-324.0,-34.0,168.5,189.5,,,,,,195.5,624.1999999999999,60.0,,90.0,10.0,0.0,0.0,nm_inferred,10.0,100.0,,Soummam–Abane Ramdane Airport,36.712547,5.069909
DAAG,185.0,185.0,100.0,0.0,0.0,600.0,28.0,53.0,132.0,342.0,542.1999999999999,,,,,,132.0,542.1999999999999,100.0,,92.43243243243244,7.5675675675675675,0.0,183.0,182.0,99.4535519125683,0.0,0.0,,-588.0999999999999,-183.5,218.0,250.75,287.5,,,,,,247.5,654.6000000000004,29.12087912087912,,86.88524590163935,12.568306010928962,0.0,0.0,nm_inferred,185.0,99.72677595628414,,Houari Boumediene Airport,36.693886,3.214531
DAAS,5.0,5.0,100.0,0.0,0.0,600.0,273.0,369.0,694.0,764.0,767.0,,,,,,694.0,767.0,100.0,,100.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,,-669.4,-400.0,-389.0,-173.0,-16.399999999999977,,,,,,389.0,669.4000000000001,80.0,,100.0,0.0,0.0,0.0,nm_inferred,5.0,100.0,,Ain Arnat Airport,36.178488,5.329909
DAAV,1.0,1.0,100.0,0.0,0.0,600.0,554.0,554.0,554.0,554.0,554.0,,,,,,554.0,554.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,-860.0,-860.0,-860.0,-860.0,-860.0,,,,,,860.0,860.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Jijel Ferhat Abbas Airport,36.794125,5.873652
DABB,6.0,6.0,100.0,0.0,0.0,360.0,381.5,665.25,741.5,761.5,814.0,,,,,,741.5,814.0,100.0,,100.0,0.0,0.0,7.0,7.0,100.0,0.0,0.0,,-889.6,-807.0,-755.0,-542.5,700.200000000001,,,,,,802.0,1539.6000000000004,85.71428571428571,,71.42857142857143,28.571428571428573,0.0,0.0,nm_inferred,7.0,100.0,,Annaba Rabah Bitat Airport,36.826781,7.81334
DABC,20.0,20.0,100.0,0.0,0.0,360.0,682.5,781.5,874.0,940.25,1010.5000000000002,,,,,,874.0,1010.5000000000002,100.0,,100.0,0.0,0.0,20.0,20.0,100.0,0.0,0.0,,-1394.8,-762.0,-616.0,-474.75,-91.99999999999994,,,,,,616.0,1394.8000000000002,95.0,,100.0,0.0,0.0,0.0,nm_inferred,20.0,100.0,,Mohamed Boudiaf International Airport,36.276001,6.62039
DABT,1.0,1.0,100.0,0.0,0.0,600.0,1134.0,1134.0,1134.0,1134.0,1134.0,,,,,,1134.0,1134.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,-192.0,-192.0,-192.0,-192.0,-192.0,,,,,,192.0,192.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859
DAOI,2.0,2.0,100.0,0.0,0.0,600.0,115.5,132.75,161.5,190.25,207.5,,,,,,161.5,207.5,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-199.1,-157.25,-87.5,-17.75,24.100000000000005,,,,,,139.5,209.5,50.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Chlef Aboubakr Belkaid International Airport,36.216614,1.341114
DAON,8.0,8.0,100.0,0.0,0.0,480.0,56.300000000000004,111.5,357.5,396.5,409.4,,,,,,357.5,409.4,100.0,,100.0,0.0,0.0,9.0,9.0,100.0,0.0,0.0,,-359.2,-226.0,-179.0,-137.0,-48.8,,,,,,179.0,359.2,100.0,,100.0,0.0,0.0,0.0,nm_inferred,9.0,100.0,,Zenata – Messali El Hadj Airport,35.012732,-1.457117
DAOO,48.0,48.0,100.0,0.0,0.0,480.0,59.1,83.25,129.5,210.75,351.1,,,,,,129.5,351.1,100.0,,100.0,0.0,0.0,49.0,49.0,100.0,0.0,0.0,,-277.4,-92.0,122.0,152.0,205.0,,,,,,145.0,277.4000000000002,30.612244897959183,,97.95918367346938,2.0408163265306123,0.0,0.0,nm_inferred,49.0,100.0,,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.620648,-0.622486
DAUB,2.0,2.0,100.0,0.0,0.0,0.0,885.0,969.0,1109.0,1249.0,1333.0,,,,,,1109.0,1333.0,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-995.2,-988.0,-976.0,-964.0,-956.8,,,,,,976.0,995.2,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Biskra - Mohamed Khider Airport,34.79318,5.738899
DAUG,1.0,1.0,100.0,0.0,0.0,600.0,5629.0,5629.0,5629.0,5629.0,5629.0,,,,,,5629.0,5629.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411
DAUH,1.0,0.0,0.0,0.0,0.0,360.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,1.0,0.0,,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044
DBBB,6.0,5.0,83.33333333333333,0.0,0.0,600.0,13522.6,13615.0,13984.0,14050.0,15442.6,,,,,,13984.0,15442.6,100.0,,83.33333333333333,0.0,0.0,8.0,8.0,100.0,0.0,0.0,,-15564.5,-15206.75,-14691.0,-13085.5,-12756.4,,,,,,14691.0,15564.5,100.0,,87.5,12.5,0.0,0.0,nm_inferred,8.0,91.66666666666666,,,,
DFFD,6.0,5.0,83.33333333333333,0.0,0.0,600.0,12395.2,12508.0,12794.0,12797.0,12809.0,,,,,,12794.0,12809.0,100.0,,83.33333333333333,0.0,0.0,6.0,5.0,83.33333333333333,0.0,0.0,,-14569.8,-14481.0,-13263.0,-12356.0,-10420.4,,,,,,13263.0,14569.8,100.0,,66.66666666666667,16.666666666666668,0.0,0.0,nm_inferred,6.0,83.33333333333333,,,,
DGAA,16.0,15.0,93.75,0.0,0.0,600.0,14301.0,14506.5,14824.0,15076.5,16254.0,,,,,,14824.0,16254.0,100.0,,93.75,0.0,0.0,21.0,21.0,100.0,0.0,0.0,,-16524.0,-16268.0,-15501.0,-14684.0,-14361.0,,,,,,15501.0,16524.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,21.0,96.875,,,,
DIAP,16.0,16.0,100.0,0.0,0.0,600.0,12589.5,13291.0,13741.5,14286.0,15642.5,,,,,,13741.5,15642.5,100.0,,100.0,0.0,0.0,16.0,15.0,93.75,0.0,0.0,,-15158.4,-13166.0,-12767.0,-12570.0,-12375.8,,,,,,12767.0,15158.4,100.0,,93.75,0.0,0.0,0.0,nm_inferred,16.0,96.875,,,,
DNAA,6.0,6.0,100.0,0.0,0.0,600.0,12533.5,13046.25,13091.0,13405.75,14482.0,,,,,,13091.0,14482.0,100.0,,100.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,,-17002.5,-15257.75,-13676.0,-12840.5,-12558.0,,,,,,13676.0,17002.5,100.0,,83.33333333333333,16.666666666666668,0.0,0.0,nm_inferred,6.0,100.0,,,,
DNKN,1.0,1.0,100.0,0.0,0.0,600.0,12967.0,12967.0,12967.0,12967.0,12967.0,,,,,,12967.0,12967.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,,,
DNMM,23.0,22.0,95.65217391304348,0.0,0.0,600.0,13317.7,13544.0,13913.5,14743.5,14982.4,,,,,,13913.5,14982.4,100.0,,95.65217391304348,0.0,0.0,27.0,26.0,96.29629629629629,0.0,0.0,,-15214.0,-14315.75,-14028.0,-13693.25,-12926.0,,,,,,14028.0,15214.0,100.0,,96.29629629629629,0.0,0.0,0.0,nm_inferred,27.0,95.97423510466989,,,,
DRRN,2.0,2.0,100.0,0.0,0.0,600.0,10796.2,11017.0,11385.0,11753.0,11973.8,,,,,,11385.0,11973.8,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-11609.6,-11088.5,-10220.0,-9351.5,-8830.4,,,,,,10220.0,11609.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,,,
DTMB,79.0,78.0,98.73417721518987,0.0,0.0,900.0,573.1,627.5,1004.5,1317.75,1511.0,,,,,,1004.5,1511.0,100.0,,96.20253164556962,2.5316455696202533,0.0,80.0,79.0,98.75,0.0,0.0,,-1444.0,-1251.0,-880.0,-734.5,-591.0,,,,,,880.0,1444.0,97.46835443037975,,93.75,5.0,0.0,0.0,nm_inferred,80.0,98.74208860759494,,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125
DTNH,58.0,58.0,100.0,0.0,0.0,480.0,690.1,773.25,1234.0,1389.0,1436.1000000000001,,,,,,1234.0,1436.1000000000001,100.0,,100.0,0.0,0.0,58.0,57.0,98.27586206896552,0.0,0.0,,-1371.8,-1094.0,-901.0,-720.0,-543.6000000000001,,,,,,901.0,1371.8,100.0,,98.27586206896552,0.0,0.0,0.0,nm_inferred,58.0,99.13793103448276,,Enfidha - Hammamet International Airport,36.075833,10.438611
DTTA,181.0,181.0,100.0,0.0,0.0,600.0,599.0,694.0,975.0,1092.0,1219.0,,,,,,975.0,1219.0,100.0,,96.68508287292818,2.2099447513812156,1.1049723756906078,179.0,179.0,100.0,0.0,0.0,,-1301.6,-1058.5,-863.0,-704.0,-539.4,,,,,,863.0,1301.6000000000022,97.76536312849161,,91.62011173184358,7.82122905027933,0.5586592178770949,0.0,nm_inferred,181.0,100.0,,Tunis Carthage International Airport,36.851002,10.2272
DTTJ,89.0,77.0,86.51685393258427,0.0,0.0,600.0,644.0,730.0,1134.0,2257.0,2397.0,,,,,,1134.0,2397.0,96.1038961038961,,86.51685393258427,0.0,0.0,91.0,79.0,86.81318681318682,0.0,0.0,,-2449.0,-2183.0,-954.0,-782.0,-596.1999999999998,,,,,,954.0,2449.0,92.40506329113924,,83.51648351648352,3.2967032967032965,0.0,0.0,nm_inferred,91.0,86.66502037288555,,Djerba Zarzis International Airport,33.873719,10.7773
DTTX,3.0,3.0,100.0,0.0,0.0,600.0,1606.8,1684.5,1814.0,1956.5,2042.0,,,,,,1814.0,2042.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,-1775.0,-1740.5,-1683.0,-1492.0,-1377.4,,,,,,1683.0,1775.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Sfax Thyna International Airport,34.717999,10.691
DTTZ,1.0,1.0,100.0,0.0,0.0,600.0,1579.0,1579.0,1579.0,1579.0,1579.0,,,,,,1579.0,1579.0,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-2203.9,-2191.75,-2171.5,-2151.25,-2139.1,,,,,,2171.5,2203.9,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293
DXXX,3.0,3.0,100.0,0.0,0.0,600.0,13917.4,13990.0,14111.0,14302.0,14416.6,,,,,,14111.0,14416.6,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-12629.7,-12614.25,-12588.5,-12562.75,-12547.3,,,,,,12588.5,12629.7,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,,,
EBAW,29.0,29.0,100.0,0.0,0.0,300.0,-318.0,-161.0,-136.0,-76.0,13.999999999999982,,,,,,136.0,318.0,13.793103448275861,,89.65517241379311,3.4482758620689653,6.896551724137931,25.0,25.0,100.0,0.0,0.0,,144.00000000000009,296.0,404.0,456.0,496.40000000000003,,,,,,404.0,496.40000000000003,8.0,,92.0,0.0,8.0,0.0,nm_inferred,29.0,100.0,,Antwerp International Airport (Deurne),51.190667,4.463153
EBBR,867.0,866.0,99.88465974625144,0.0,100.0,660.0,-1196.0,-916.0,-736.0,-601.0,-506.0,0.9466775599128541,1.0,1.0,1.0,1.0,743.5,1236.0,1.3856812933025404,89.60739030023095,92.73356401384083,6.920415224913495,0.2306805074971165,844.0,839.0,99.40758293838863,0.0,99.88151658767772,300.0,523.0,581.0,657.0,759.0,917.4000000000001,1.0,1.0,1.0,1.0,1.0,661.0,948.6000000000001,1.430274135876043,98.21002386634845,92.41706161137441,6.398104265402844,0.5924170616113744,100.0,apdf,867.0,99.64612134232004,0.9964612134232005,Brussels Airport,50.901402,4.48444
EBCI,304.0,304.0,100.0,0.0,99.3421052631579,630.0,19.0,29.0,44.0,64.0,69.0,0.0,0.0,0.0,0.0,0.0,44.0,69.0,99.67105263157895,0.0,96.05263157894737,3.6184210526315788,0.32894736842105265,303.0,303.0,100.0,0.0,99.66996699669967,300.0,239.0,275.5,293.0,307.0,317.0,0.6814285714285715,0.8645833333333334,0.9983333333333333,1.0,1.0,293.0,319.0,2.9702970297029703,57.94701986754967,96.03960396039604,3.3003300330033003,0.6600660066006601,99.66996699669967,apdf,304.0,100.0,0.49916666666666665,Brussels South Charleroi Airport,50.461963,4.459562
EBCV,1.0,1.0,100.0,0.0,0.0,900.0,24.0,24.0,24.0,24.0,24.0,,,,,,24.0,24.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,302.0,302.0,302.0,302.0,302.0,,,,,,302.0,302.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Chièvres Air Base,50.575802,3.831
EBKT,17.0,17.0,100.0,0.0,0.0,900.0,12.0,24.0,59.0,74.0,108.0,,,,,,59.0,108.0,94.11764705882354,,82.3529411764706,11.764705882352942,5.882352941176471,8.0,8.0,100.0,0.0,0.0,,220.4,238.25,243.5,267.75,277.2,,,,,,243.5,277.2,0.0,,100.0,0.0,0.0,0.0,nm_inferred,17.0,100.0,,Kortrijk-Wevelgem International Airport,50.818878,3.209551
