icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_capture_p10,dep_capture_p25,dep_capture_p50,dep_capture_p75,dep_capture_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_capture_p10,arr_capture_p25,arr_capture_p50,arr_capture_p75,arr_capture_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
LDZD,114.0,111.0,97.36842105263158,0.0,0.0,900.0,264.0,289.0,349.0,409.0,484.0,,,,,,349.0,484.0,100.0,,93.85964912280701,1.7543859649122806,1.7543859649122806,118.0,117.0,99.15254237288136,0.0,0.0,,-570.0,-365.0,-276.0,-200.0,4.400000000000006,,,,,,276.0,570.0000000000001,88.88888888888889,,94.91525423728814,2.542372881355932,1.694915254237288,0.0,nm_inferred,118.0,98.26048171275647,,Zadar Airport,44.096986,15.353565
LEAB,2.0,2.0,100.0,0.0,0.0,300.0,-14.5,-12.25,-8.5,-4.75,-2.4999999999999996,,,,,,8.5,14.5,0.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,260.5,270.25,286.5,302.75,312.5,,,,,,286.5,312.5,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Albacete Airport / Los Llanos Air Base,38.948502,-1.86352
LEAL,589.0,588.0,99.830220713073,0.0,99.830220713073,675.0,-5.0,-3.0,1.0,3.25,7.0,0.0,-0.0,0.0,0.0029007817669953005,0.00684962439971698,3.0,7.0,68.5374149659864,0.0,97.45331069609507,2.2071307300509337,0.1697792869269949,599.0,597.0,99.6661101836394,0.0,99.8330550918197,200.0,271.0,275.0,280.0,283.0,284.0,0.6975852804794564,1.0,1.0,1.0,1.0,280.0,285.0,1.5075376884422111,84.06040268456375,96.8280467445743,2.671118530884808,0.1669449081803005,99.8330550918197,apdf,599.0,99.7481654483562,0.49874082724178104,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156
LEAM,37.0,36.0,97.29729729729729,0.0,0.0,300.0,-51.0,-22.25,9.0,41.5,54.0,,,,,,31.0,81.0,63.888888888888886,,94.5945945945946,2.7027027027027026,0.0,40.0,39.0,97.5,0.0,0.0,,195.6,232.5,260.0,276.0,281.4,,,,,,260.0,281.4,0.0,,97.5,0.0,0.0,0.0,nm_inferred,40.0,97.39864864864865,,Almería Airport,36.843899,-2.3701
LEAS,69.0,69.0,100.0,0.0,0.0,300.0,38.0,54.0,69.0,124.0,174.0,,,,,,69.0,174.0,98.55072463768116,,97.10144927536231,2.898550724637681,0.0,68.0,68.0,100.0,0.0,0.0,,-362.8,-287.5,-246.5,-195.75,-155.49999999999986,,,,,,246.5,362.8000000000002,100.0,,100.0,0.0,0.0,0.0,nm_inferred,69.0,100.0,,Asturias Airport,43.563599,-6.03462
LEBA,1.0,1.0,100.0,0.0,0.0,300.0,109.0,109.0,109.0,109.0,109.0,,,,,,109.0,109.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,94.0,94.0,94.0,94.0,94.0,,,,,,94.0,94.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Córdoba Airport,37.841999,-4.84888
LEBB,234.0,225.0,96.15384615384616,0.0,100.0,504.5,233.0,256.0,296.0,348.0,424.2,0.0,0.0,0.0,0.0,0.0,296.0,424.2,100.0,0.0,93.16239316239316,2.5641025641025643,0.42735042735042733,235.0,225.0,95.74468085106383,0.0,100.0,213.0,-487.8,-405.0,-350.0,-296.0,-240.4,0.0,0.0,0.0,0.0,0.0,350.0,487.79999999999995,100.0,0.0,94.8936170212766,0.851063829787234,0.0,100.0,apdf,235.0,95.949263502455,0.0,Bilbao Airport,43.301102,-2.91061
LEBL,1581.0,1574.0,99.55724225173941,0.0,99.68374446552815,920.0,-1170.1,-896.0,-691.0,-391.0,-171.0,0.2519769763960886,0.49337260677466865,0.6666666666666666,0.9402985074626866,1.0,696.0,1182.4,4.002541296060991,22.753346080305928,96.7741935483871,2.4035420619860846,0.3795066413662239,1579.0,1575.0,99.74667511082964,0.0,99.68334388853705,192.0,296.0,366.5,462.0,546.0,638.0,1.0,1.0,1.0,1.0,1.0,463.0,642.0,0.5714285714285714,96.36942675159236,95.37682077264091,3.9898670044331856,0.3799873337555415,99.68374446552815,apdf,1581.0,99.65195868128453,0.8304329890107043,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846
LEBZ,8.0,7.0,87.5,0.0,0.0,300.0,134.0,134.0,139.0,149.0,170.0,,,,,,139.0,170.0,100.0,,87.5,0.0,0.0,7.0,7.0,100.0,0.0,0.0,,-73.6,-18.5,28.0,74.0,77.8,,,,,,73.0,84.4,28.571428571428573,,100.0,0.0,0.0,0.0,nm_inferred,8.0,93.75,,Badajoz Airport,38.8913,-6.82133
LECH,16.0,14.0,87.5,0.0,0.0,600.0,22.0,40.25,51.5,64.0,71.00000000000001,,,,,,51.5,71.00000000000001,100.0,,81.25,6.25,0.0,15.0,13.0,86.66666666666667,0.0,0.0,,163.4,192.0,199.0,211.0,219.0,,,,,,199.0,219.0,0.0,,86.66666666666667,0.0,0.0,0.0,nm_inferred,16.0,87.08333333333334,,Castellón-Costa Azahar Airport,40.213889,0.073333
LECO,36.0,36.0,100.0,0.0,0.0,300.0,-1371.0,-509.75,-438.5,-381.0,-338.5,,,,,,438.5,1371.0,0.0,,100.0,0.0,0.0,35.0,35.0,100.0,0.0,0.0,,466.4,487.5,539.0,601.5,661.2,,,,,,539.0,661.2,0.0,,100.0,0.0,0.0,0.0,nm_inferred,36.0,100.0,,A Coruña Airport,43.302101,-8.37726
LECU,4.0,3.0,75.0,0.0,0.0,300.0,-11.0,-3.5,9.0,984.0,1569.0,,,,,,16.0,1570.4,66.66666666666667,,75.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,349.0,445.0,605.0,1145.0,1469.0,,,,,,605.0,1469.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,87.5,,Madrid-Cuatro Vientos Airport,40.370701,-3.78514
LEDA,2.0,1.0,50.0,0.0,0.0,480.0,314.0,314.0,314.0,314.0,314.0,,,,,,314.0,314.0,100.0,,50.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,,-300.0,-300.0,-300.0,-300.0,-300.0,,,,,,300.0,300.0,100.0,,50.0,0.0,0.0,0.0,nm_inferred,2.0,50.0,,Lleida-Alguaire Airport,41.728185,0.535023
LEGE,104.0,104.0,100.0,0.0,0.0,540.0,50.5,64.0,74.0,95.25,146.00000000000003,,,,,,74.0,146.00000000000003,100.0,,96.15384615384616,1.9230769230769231,1.9230769230769231,105.0,105.0,100.0,0.0,0.0,,-155.4,-109.0,-26.0,181.0,227.0,,,,,,128.0,232.0,57.142857142857146,,94.28571428571429,3.8095238095238093,1.9047619047619047,0.0,nm_inferred,105.0,100.0,,Girona-Costa Brava Airport,41.904639,2.761774
LEGR,34.0,34.0,100.0,0.0,0.0,300.0,224.0,244.0,256.5,277.75,354.5,,,,,,256.5,354.5,100.0,,100.0,0.0,0.0,34.0,34.0,100.0,0.0,0.0,,-437.8,-356.75,-273.0,-137.5,-7.300000000000001,,,,,,273.0,437.8,91.17647058823529,,97.05882352941177,2.9411764705882355,0.0,0.0,nm_inferred,34.0,100.0,,F.G.L. Airport Granada-Jaén Airport,37.188702,-3.77736
LEGT,2.0,2.0,100.0,0.0,0.0,300.0,29.5,52.75,91.5,130.25,153.5,,,,,,91.5,153.5,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,283.7,284.75,286.5,288.25,289.3,,,,,,286.5,289.3,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Getafe Air Base,40.294102,-3.72383
LEIB,491.0,486.0,98.98167006109979,0.0,100.0,489.0,15.5,21.0,28.0,42.0,67.0,0.0,0.0,0.0,0.0,0.0,29.0,70.0,98.559670781893,0.205761316872428,97.35234215885947,1.4256619144602851,0.20366598778004075,507.0,500.0,98.61932938856016,0.0,99.60552268244575,196.0,126.0,185.75,222.0,247.0,274.0,0.49471256159394417,0.7544572373720558,1.0,1.0,1.0,222.0,274.0,2.8,56.82730923694779,96.64694280078895,1.5779092702169626,0.39447731755424065,100.0,apdf,507.0,98.80049972482998,0.49400249862414986,Ibiza Airport,38.872898,1.37312
LEJR,40.0,40.0,100.0,0.0,0.0,420.0,-6.0,-1.0,9.0,29.0,34.0,,,,,,9.0,34.0,72.5,,100.0,0.0,0.0,44.0,44.0,100.0,0.0,0.0,,245.2,258.0,267.0,278.25,286.0,,,,,,267.0,286.0,2.272727272727273,,97.72727272727273,2.272727272727273,0.0,0.0,nm_inferred,44.0,100.0,,Jerez Airport,36.744598,-6.06011
LELN,3.0,3.0,100.0,0.0,0.0,300.0,240.0,286.5,364.0,439.0,484.0,,,,,,364.0,484.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,26.0,32.0,42.0,54.0,61.2,,,,,,42.0,61.2,0.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,León Airport,42.590709,-5.653406
LEMD,1732.0,1723.0,99.48036951501155,0.0,99.5958429561201,976.0,-1176.3999999999999,-745.5,10.0,26.0,33.0,0.0,0.0,0.0,0.7396645383965438,0.9193038343184001,30.0,1186.6,57.690075449796865,4.895104895104895,92.0323325635104,7.274826789838337,0.17321016166281755,1731.0,1718.0,99.24898902368574,0.0,98.20912767186597,526.5,281.0,291.0,315.0,744.5,1210.6,0.40623178024687245,0.5526609715670024,1.0,1.0,1.0,315.0,1210.6,0.2910360884749709,52.578541790160045,91.85441941074524,6.990179087232813,0.4043905257076834,99.5958429561201,apdf,1732.0,99.36467926934864,0.4968233963467432,Adolfo Suárez Madrid–Barajas Airport,40.493407,-3.572249
LEMG,842.0,840.0,99.7624703087886,0.0,99.40617577197149,705.0,-479.29999999999995,-264.0,-105.5,4.0,8.0,0.0,0.0,0.15737704918032788,0.3583669472553357,0.7789365363802495,110.0,497.20000000000005,35.714285714285715,4.790419161676646,97.26840855106889,2.375296912114014,0.1187648456057007,858.0,854.0,99.53379953379954,0.0,99.18414918414918,276.0,291.0,380.0,414.0,486.75,560.7,0.8191407117785579,1.0,1.0,1.0,1.0,415.0,562.0,0.936768149882904,83.3530106257379,96.38694638694639,3.0303030303030303,0.11655011655011654,99.40617577197149,apdf,858.0,99.64813492129406,0.5766523217576526,Málaga-Costa del Sol Airport,36.6749,-4.49911
LEMH,222.0,219.0,98.64864864864865,0.0,0.0,600.0,-288.0,-63.5,29.0,64.0,133.00000000000034,,,,,,64.0,339.6000000000003,69.86301369863014,,97.29729729729729,0.9009009009009009,0.45045045045045046,226.0,222.0,98.23008849557522,0.0,0.0,,74.30000000000001,228.75,282.0,413.5,502.0,,,,,,283.5,504.70000000000005,4.504504504504505,,96.46017699115045,1.3274336283185841,0.4424778761061947,0.0,nm_inferred,226.0,98.43936857211193,,Menorca Airport,39.862598,4.21865
LEMI,31.0,31.0,100.0,0.0,0.0,900.0,-331.0,-266.0,-181.0,69.0,109.0,,,,,,181.0,331.0,41.935483870967744,,100.0,0.0,0.0,32.0,32.0,100.0,0.0,0.0,,156.4,194.75,425.0,453.75,504.6,,,,,,425.0,504.6,3.125,,93.75,6.25,0.0,0.0,nm_inferred,32.0,100.0,,Region of Murcia International Airport,37.802852,-1.124884
LEPA,1407.0,1393.0,99.0049751243781,0.0,99.7867803837953,779.0,15.0,19.0,29.0,40.0,68.59999999999991,0.0,0.0,0.0,0.0,0.0,29.0,68.59999999999991,100.0,0.0,97.58351101634683,1.0660980810234542,0.35536602700781805,1434.0,1421.0,99.09344490934448,0.0,99.581589958159,205.0,182.0,248.0,256.0,282.0,372.0,0.5782783162970424,0.8275553193164815,1.0,1.0,1.0,256.0,376.0,1.5482054890921886,67.27915194346289,97.21059972105998,1.394700139470014,0.4881450488145049,99.7867803837953,apdf,1434.0,99.0492100168613,0.4952460500843065,Palma de Mallorca Airport,39.551701,2.73881
LEPP,16.0,16.0,100.0,0.0,0.0,300.0,84.0,112.75,281.5,341.5,374.0,,,,,,281.5,374.0,100.0,,100.0,0.0,0.0,14.0,14.0,100.0,0.0,0.0,,-472.9,-342.25,-279.0,-182.75,-149.1,,,,,,279.0,472.90000000000015,100.0,,92.85714285714286,7.142857142857143,0.0,0.0,nm_inferred,16.0,100.0,,Pamplona Airport,42.77,-1.64633
LERJ,5.0,2.0,40.0,0.0,0.0,300.0,151.7,158.75,170.5,182.25,189.3,,,,,,170.5,189.3,100.0,,40.0,0.0,0.0,5.0,3.0,60.0,0.0,0.0,,-616.4,-494.0,-290.0,-259.0,-240.4,,,,,,290.0,616.4,100.0,,20.0,40.0,0.0,0.0,nm_inferred,5.0,50.0,,,,
LERS,67.0,67.0,100.0,0.0,0.0,900.0,-266.0,36.5,164.0,236.5,279.0,,,,,,224.0,315.0,80.59701492537313,,98.50746268656717,1.492537313432836,0.0,68.0,68.0,100.0,0.0,0.0,,-171.1,42.5,110.5,236.5,253.8,,,,,,218.0,309.1,14.705882352941176,,97.05882352941177,2.9411764705882355,0.0,0.0,nm_inferred,68.0,100.0,,Reus Airport,41.147509,1.168354
LESA,4.0,4.0,100.0,0.0,0.0,300.0,48.00000000000001,106.5,141.5,171.5,221.00000000000003,,,,,,141.5,221.00000000000003,100.0,,100.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,,-722.4,-234.0,-208.0,-136.0,-15.999999999999986,,,,,,208.0,722.4000000000001,80.0,,100.0,0.0,0.0,0.0,nm_inferred,5.0,100.0,,Salamanca Airport,40.952099,-5.50199
LESO,23.0,22.0,95.65217391304348,0.0,0.0,420.0,180.0,200.25,216.5,249.0,273.5,,,,,,216.5,273.5,100.0,,95.65217391304348,0.0,0.0,24.0,24.0,100.0,0.0,0.0,,-424.5,-356.25,-273.5,-163.75,-37.00000000000004,,,,,,273.5,424.5,95.83333333333333,,95.83333333333333,4.166666666666667,0.0,0.0,nm_inferred,24.0,97.82608695652175,,San Sebastián Airport,43.356499,-1.79061
LEST,105.0,97.0,92.38095238095238,0.0,0.0,900.0,57.00000000000001,79.0,99.0,124.0,144.0,,,,,,99.0,144.0,100.0,,84.76190476190476,7.619047619047619,0.0,106.0,98.0,92.45283018867924,0.0,0.0,,83.00000000000003,124.5,137.5,159.5,225.99999999999994,,,,,,139.0,225.99999999999994,8.16326530612245,,89.62264150943396,2.830188679245283,0.0,0.0,nm_inferred,106.0,92.41689128481582,,Santiago-Rosalía de Castro Airport,42.896301,-8.41514
LESU,4.0,4.0,100.0,0.0,0.0,300.0,286.5,410.25,536.5,620.25,667.5,,,,,,536.5,667.5,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-649.0,-631.0,-601.0,-571.0,-553.0,,,,,,601.0,649.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917
LEVC,355.0,353.0,99.43661971830986,0.0,100.0,659.0,-437.0,-249.0,-80.0,-15.0,1.6000000000000227,0.0,0.02403846153846154,0.13185530921820304,0.389988358556461,0.6883789947004979,134.0,492.40000000000003,11.048158640226628,3.1161473087818696,97.74647887323944,1.408450704225352,0.28169014084507044,357.0,354.0,99.15966386554622,0.0,98.8795518207283,214.0,318.0,344.0,360.0,424.75,488.0,0.9936945667170357,1.0,1.0,1.0,1.0,360.0,488.7,0.5649717514124294,91.42857142857143,96.35854341736695,2.5210084033613445,0.2801120448179272,100.0,apdf,357.0,99.29814179192803,0.5619556449134784,Valencia Airport,39.489162,-0.480961
LEVD,4.0,4.0,100.0,0.0,0.0,300.0,142.5,185.25,341.5,519.0,600.0,,,,,,341.5,600.0,100.0,,100.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,,-484.79999999999995,-289.5,-172.0,-120.25,-43.29999999999997,,,,,,172.0,484.80000000000007,75.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,Valladolid Airport,41.7061,-4.85194
LEVT,39.0,39.0,100.0,0.0,0.0,600.0,158.0,174.0,224.0,254.0,285.0,,,,,,224.0,285.0,100.0,,100.0,0.0,0.0,39.0,39.0,100.0,0.0,0.0,,-340.0,-213.0,-104.0,-40.5,3.8000000000000256,,,,,,104.0,340.0000000000001,87.17948717948718,,100.0,0.0,0.0,0.0,nm_inferred,39.0,100.0,,Vitoria Airport,42.882801,-2.72447
LEVX,36.0,35.0,97.22222222222223,0.0,0.0,300.0,119.0,124.0,149.0,169.0,179.0,,,,,,149.0,179.0,100.0,,97.22222222222223,0.0,0.0,40.0,39.0,97.5,0.0,0.0,,-223.39999999999998,-139.0,-99.0,-66.0,-40.599999999999994,,,,,,99.0,223.40000000000026,94.87179487179488,,97.5,0.0,0.0,0.0,nm_inferred,40.0,97.36111111111111,,Vigo Airport,42.2318,-8.62677
LEXJ,39.0,39.0,100.0,0.0,0.0,300.0,197.0,231.5,244.0,281.5,363.00000000000006,,,,,,244.0,363.00000000000006,100.0,,94.87179487179488,5.128205128205129,0.0,37.0,37.0,100.0,0.0,0.0,,-521.8,-377.0,-316.0,-226.0,-186.60000000000002,,,,,,316.0,521.8,100.0,,100.0,0.0,0.0,0.0,nm_inferred,39.0,100.0,,Seve Ballesteros-Santander Airport,43.427101,-3.82001
LEZG,35.0,35.0,100.0,0.0,0.0,780.0,-367.0,-91.0,519.0,581.5,623.0,,,,,,524.0,636.2,74.28571428571429,,88.57142857142857,11.428571428571429,0.0,39.0,39.0,100.0,0.0,0.0,,-577.2,-534.0,-412.0,715.5,1036.8,,,,,,540.0,1036.8,61.53846153846154,,71.7948717948718,28.205128205128204,0.0,0.0,nm_inferred,39.0,100.0,,Zaragoza Airport,41.666199,-1.04155
LEZL,273.0,273.0,100.0,0.0,99.63369963369964,545.0,-709.0,-572.0,-399.0,-259.0,-88.79999999999978,0.18808903906648933,0.4881307028458397,0.8199381975196236,0.9535193067801764,1.0,399.0,709.0,6.95970695970696,25.735294117647058,97.43589743589743,1.465201465201465,1.098901098901099,276.0,276.0,100.0,0.0,99.27536231884058,196.5,285.5,330.5,418.5,459.25,499.0,1.0,1.0,1.0,1.0,1.0,418.5,499.0,0.0,95.98540145985402,93.1159420289855,5.434782608695652,1.4492753623188406,99.63369963369964,apdf,276.0,100.0,0.9099690987598118,Seville Airport,37.417999,-5.89311
LFAC,2.0,2.0,100.0,0.0,0.0,300.0,94.8,118.5,158.0,197.5,221.2,,,,,,158.0,221.2,100.0,,50.0,50.0,0.0,2.0,2.0,100.0,0.0,0.0,,-51.099999999999994,-22.75,24.5,71.75,100.10000000000001,,,,,,94.5,114.1,50.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Calais Marck Airport,50.962101,1.95476
LFAQ,1.0,1.0,100.0,0.0,0.0,300.0,-5551.0,-5551.0,-5551.0,-5551.0,-5551.0,,,,,,5551.0,5551.0,0.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,633.0,633.0,633.0,633.0,633.0,,,,,,633.0,633.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Albert Bray airport,49.970049,2.693939
LFAT,3.0,2.0,66.66666666666667,0.0,0.0,300.0,12.5,17.75,26.5,35.25,40.5,,,,,,26.5,40.5,100.0,,66.66666666666667,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-71.9,-59.75,-39.5,-19.25,-7.099999999999998,,,,,,40.5,72.1,50.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,83.33333333333334,,Le Touquet-Côte d'Opale Airport,50.518284,1.621656
LFBA,1.0,1.0,100.0,0.0,0.0,300.0,78.0,78.0,78.0,78.0,78.0,,,,,,78.0,78.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,63.0,63.0,63.0,63.0,63.0,,,,,,63.0,63.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Agen La Garenne airport,44.174171,0.59309
LFBD,225.0,223.0,99.11111111111111,0.0,0.0,480.0,9.0,19.0,34.0,49.0,59.0,,,,,,34.0,59.0,97.75784753363229,,97.77777777777777,0.8888888888888888,0.4444444444444444,218.0,216.0,99.08256880733946,0.0,0.0,,228.5,250.75,270.0,285.0,292.0,,,,,,270.0,292.0,1.3888888888888888,,97.70642201834862,1.3761467889908257,0.0,0.0,nm_inferred,225.0,99.09683995922529,,Bordeaux–Mérignac Airport,44.82865,-0.715356
LFBE,16.0,16.0,100.0,0.0,0.0,750.0,46.5,62.75,76.5,89.0,96.5,,,,,,76.5,96.5,100.0,,100.0,0.0,0.0,16.0,16.0,100.0,0.0,0.0,,-136.5,30.5,153.0,168.75,183.5,,,,,,161.5,198.0,25.0,,100.0,0.0,0.0,0.0,nm_inferred,16.0,100.0,,Bergerac Dordogne-Périgord airport,44.825298,0.518611
LFBF,1.0,1.0,100.0,0.0,0.0,600.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,1.0,1.0,0.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Toulouse-Francazal (BA 101) Air Base,43.545601,1.3675
LFBH,13.0,13.0,100.0,0.0,0.0,720.0,44.0,44.0,69.0,84.0,97.0,,,,,,69.0,97.0,100.0,,100.0,0.0,0.0,14.0,14.0,100.0,0.0,0.0,,-339.5,-255.5,-179.5,-135.25,-83.69999999999995,,,,,,179.5,339.5000000000001,92.85714285714286,,100.0,0.0,0.0,0.0,nm_inferred,14.0,100.0,,La Rochelle Île de Ré Airport,46.179199,-1.19528
LFBI,3.0,3.0,100.0,0.0,0.0,300.0,168.0,181.5,204.0,259.0,292.0,,,,,,204.0,292.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,-463.6,-310.0,-54.0,-53.0,-52.4,,,,,,54.0,463.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Poitiers-Biard Airport,46.5877,0.306666
LFBL,16.0,12.0,75.0,0.0,0.0,900.0,209.5,214.0,236.5,255.25,263.5,,,,,,236.5,263.5,100.0,,75.0,0.0,0.0,16.0,12.0,75.0,0.0,0.0,,-314.8,-293.5,-256.5,-201.75,-157.2,,,,,,256.5,314.8,100.0,,68.75,6.25,0.0,0.0,nm_inferred,16.0,75.0,,Limoges Airport,45.862801,1.17944
LFBO,293.0,292.0,99.65870307167235,0.0,95.56313993174061,600.0,-151.0,-81.0,-11.0,29.0,49.0,0.0,0.0,0.02164351851851852,0.14074074074074075,0.25166666666666665,46.0,161.0,44.863013698630134,0.35714285714285715,97.26962457337883,1.023890784982935,1.3651877133105803,291.0,290.0,99.65635738831615,0.0,95.53264604810997,240.0,274.5,303.0,327.0,364.25,501.30000000000007,0.8522222222222222,1.0,1.0,1.0,1.0,327.0,501.30000000000007,1.3793103448275863,87.00361010830325,97.2508591065292,0.6872852233676976,1.7182130584192439,95.56313993174061,apdf,293.0,99.65753022999425,0.5090723491551847,Toulouse-Blagnac Airport,43.629101,1.36382
LFBP,22.0,22.0,100.0,0.0,0.0,600.0,45.5,70.25,84.0,171.5,233.5,,,,,,84.0,233.5,100.0,,100.0,0.0,0.0,22.0,22.0,100.0,0.0,0.0,,90.0,161.75,195.5,207.5,272.3000000000001,,,,,,195.5,272.3000000000001,4.545454545454546,,100.0,0.0,0.0,0.0,nm_inferred,22.0,100.0,,Pau Pyrénées Airport,43.380001,-0.418611
LFBT,23.0,23.0,100.0,0.0,0.0,600.0,6.000000000000002,31.5,49.0,59.0,68.0,,,,,,49.0,82.0,91.30434782608695,,91.30434782608695,4.3478260869565215,4.3478260869565215,22.0,22.0,100.0,0.0,0.0,,279.2,301.0,310.0,316.75,556.0,,,,,,310.0,556.0,0.0,,95.45454545454545,4.545454545454546,0.0,0.0,nm_inferred,23.0,100.0,,Tarbes-Lourdes-Pyrénées Airport,43.178699,-0.006439
LFBZ,55.0,55.0,100.0,0.0,0.0,480.0,121.0,139.0,174.0,209.0,227.0,,,,,,174.0,227.0,100.0,,98.18181818181819,1.8181818181818181,0.0,57.0,57.0,100.0,0.0,0.0,,-7.599999999999987,39.0,60.0,81.0,97.6,,,,,,71.0,115.79999999999997,10.526315789473685,,100.0,0.0,0.0,0.0,nm_inferred,57.0,100.0,,Biarritz Pays Basque airport,43.468372,-1.523223
LFCH,1.0,1.0,100.0,0.0,0.0,600.0,9.0,9.0,9.0,9.0,9.0,,,,,,9.0,9.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Aérodrome d'Arcachon-La Teste-de-Buch,44.596401,-1.11083
LFCI,1.0,1.0,100.0,0.0,0.0,600.0,4.0,4.0,4.0,4.0,4.0,,,,,,4.0,4.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,287.0,287.0,287.0,287.0,287.0,,,,,,287.0,287.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Albi Le Sequestre airport,43.913898,2.11306
LFCK,4.0,4.0,100.0,0.0,0.0,300.0,-210.5,-82.25,9.0,29.0,29.0,,,,,,29.0,215.90000000000003,50.0,,100.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,,287.6,288.5,291.0,309.0,337.8,,,,,,291.0,337.8,0.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,Castres Mazamet Airport,43.556301,2.28918
LFCR,9.0,9.0,100.0,0.0,0.0,300.0,62.0,69.0,74.0,89.0,99.0,,,,,,74.0,99.0,100.0,,100.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,,162.4,170.75,197.5,199.0,253.3,,,,,,197.5,253.3,0.0,,100.0,0.0,0.0,0.0,nm_inferred,10.0,100.0,,Rodez–Aveyron Airport,44.407902,2.48267
LFEC,5.0,0.0,0.0,0.0,0.0,300.0,,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,nm_inferred,6.0,0.0,,Ouessant Airport,48.4632,-5.06358
LFGA,2.0,1.0,50.0,0.0,0.0,600.0,49.0,49.0,49.0,49.0,49.0,,,,,,49.0,49.0,100.0,,50.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,286.0,286.0,286.0,286.0,286.0,,,,,,286.0,286.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,75.0,,Colmar Houssen airport,48.109901,7.35901
LFGF,1.0,1.0,100.0,0.0,0.0,600.0,440.0,440.0,440.0,440.0,440.0,,,,,,440.0,440.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Beaune-Challanges Airfield,47.005901,4.89342
LFHP,3.0,3.0,100.0,0.0,0.0,180.0,166.0,176.5,194.0,201.5,206.0,,,,,,194.0,206.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,189.2,191.0,194.0,198.0,200.4,,,,,,194.0,200.4,0.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Le Puy-Loudes Airfield,45.0807,3.76289
